Company	Stock_Code	Open	High	Low	Last	Chg_Perc	Vol_in'00	Buy	Buy_Vol_in'00	Sell	Sell_Vol_in'00	Date	Time	Day
AEON-CO: CW AEON CO. (M) BERHAD (CIMB)	6599CO	-	-	-	0.06	0	0	0.05	"2,000"	0.06	"1,289"	6-Mar-19	10:51 AM	Wednesday
AEON-CP: CW AEON CO (M) BERHAD (RHB)	6599CP	-	-	-	0.05	0	0	0.055	"2,900"	0.06	"1,400"	6-Mar-19	10:51 AM	Wednesday
AEON-CQ: CW AEON CO. (M) BERHAD (KIBB)	6599CQ	-	-	-	0.03	0	0	0.03	"2,000"	0.035	"2,000"	6-Mar-19	10:51 AM	Wednesday
AEON CREDIT SERVICE (M) BHD	5139	-	-	-	16.98	0	0	16.88	181	17.14	28	6-Mar-19	10:51 AM	Wednesday
AEON CREDIT SERVICE (M) BERHAD - ICULS 2017/2020	5139LA	-	-	-	1.5	0	0	1.35	200	1.6	60	6-Mar-19	10:51 AM	Wednesday
AFFIN BANK BERHAD	5185	2.29	2.31	2.28	2.29	-0.87	379	2.28	192	2.29	3	6-Mar-19	10:51 AM	Wednesday
ABM FUJIYA BERHAD	5198	0.54	0.54	0.54	0.54	0.93	10	0.51	100	0.535	46	6-Mar-19	10:51 AM	Wednesday
AHB HOLDINGS BHD	7315	0.13	0.13	0.13	0.13	0	"1,305"	0.13	196	0.135	"1,149"	6-Mar-19	10:51 AM	Wednesday
AHB HOLDINGS BERHAD - WARRANTS B 2014/2019	7315WB	-	-	-	0.005	0	0	0	0	0.005	400	6-Mar-19	10:51 AM	Wednesday
APEX HEALTHCARE BHD	7090	9.74	9.74	9.73	9.73	-0.41	17	9.73	15	9.74	30	6-Mar-19	10:51 AM	Wednesday
AMANAH HARTA TANAH PNB	4952	-	-	-	0.735	0	0	0.74	110	0.755	252	6-Mar-19	10:51 AM	Wednesday
ADVANCE INFORMATION MARKETING	122	-	-	-	0.28	0	0	0.245	200	0.4	"2,000"	6-Mar-19	10:51 AM	Wednesday
AIRASIA GROUP BERHAD	5099	2.8	2.81	2.78	2.8	0.36	"14,671"	2.8	"2,997"	2.81	"3,533"	6-Mar-19	10:51 AM	Wednesday
AIRASIAC59: CW AIRASIA GROUP BERHAD (MACQ)	509959	-	-	-	0.025	0	0	0.005	"10,000"	0.02	200	6-Mar-19	10:51 AM	Wednesday
AIRASIAC65: CW AIRASIA GROUP BERHAD (CIMB)	509965	-	-	-	0.005	0	0	0	0	0	0	6-Mar-19	7:11 PM	Wednesday
AIRASIAC67: CW AIRASIA GROUP BERHAD (CIMB)	509967	0.1	0.1	0.095	0.095	0	"1,900"	0.095	100	0.105	"4,271"	6-Mar-19	10:51 AM	Wednesday
AIRASIAC68: CW AIRASIA GROUP BERHAD (MACQ)	509968	-	-	-	0.01	0	0	0.005	"10,940"	0.01	"1,600"	6-Mar-19	10:51 AM	Wednesday
AIRASIAC69: CW AIRASIA GROUP BERHAD (MACQ)	509969	-	-	-	0.03	0	0	0.03	"10,000"	0.035	100	6-Mar-19	10:51 AM	Wednesday
AIRASIAC70: CW AIRASIA GROUP BERHAD (AM)	509970	-	-	-	0.02	0	0	0.015	"5,000"	0.02	"10,000"	6-Mar-19	10:51 AM	Wednesday
AIRASIAC71: CW AIRASIA GROUP BERHAD (CIMB)	509971	0.08	0.085	0.08	0.085	0	"1,500"	0.08	"3,000"	0.085	"2,269"	6-Mar-19	10:51 AM	Wednesday
AIRASIAC72: CW AIRASIA GROUP BERHAD (MACQ)	509972	0.18	0.18	0.18	0.18	0	500	0.18	"5,000"	0.185	"5,050"	6-Mar-19	10:51 AM	Wednesday
AIRASIAC73: CW AIRASIA GROUP BERHAD (KIBB)	509973	0.195	0.195	0.195	0.195	0	900	0.195	"2,000"	0.2	"2,220"	6-Mar-19	10:51 AM	Wednesday
AIRASIAC74: CW AIRASIA GROUP BERHAD (MACQ)	509974	-	-	-	0.28	0	0	0.295	"5,000"	0.315	100	6-Mar-19	10:51 AM	Wednesday
AIRASIAC75: CW AIRASIA GROUP BERHAD (AM)	509975	-	-	-	0.13	0	0	0.125	"5,000"	0.13	"5,000"	6-Mar-19	10:51 AM	Wednesday
AIRASIAC76: CW AIRASIA GROUP BERHAD (MIBB)	509976	-	-	-	0.075	0	0	0.07	"2,500"	0.08	"2,500"	6-Mar-19	10:51 AM	Wednesday
AIRASIAC77: CW AIRASIA GROUP BERHAD (MACQ)	509977	0.075	0.075	0.075	0.075	0	"37,063"	0.075	"40,000"	0.08	"15,400"	6-Mar-19	10:51 AM	Wednesday
MALAYSIA AIRPORTS HOLDINGS BHD	5014	7.95	7.96	7.86	7.87	-1.5	"8,443"	7.87	140	7.89	205	6-Mar-19	10:51 AM	Wednesday
AIRPORT-C2: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB)	5014C2	-	-	-	0.025	0	0	0	0	0.005	"2,000"	6-Mar-19	10:51 AM	Wednesday
AIRPORT-C3: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (AM)	5014C3	-	-	-	0.035	0	0	0	0	0.01	"2,000"	6-Mar-19	10:51 AM	Wednesday
AIRPORT-C4: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (CIMB)	5014C4	-	-	-	0.05	0	0	0.05	63	0.055	"1,000"	6-Mar-19	10:51 AM	Wednesday
AIRPORT-C5: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (MACQ)	5014C5	-	-	-	0.07	0	0	0.065	"2,400"	0.07	"3,500"	6-Mar-19	10:51 AM	Wednesday
AIRPORT-C6: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB)	5014C6	-	-	-	0.16	0	0	0.125	"3,000"	0.13	"3,000"	6-Mar-19	10:51 AM	Wednesday
AIRPORT-C7: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (KIBB)	5014C7	-	-	-	0.105	0	0	0.095	400	0.1	"1,200"	6-Mar-19	10:51 AM	Wednesday
AMALGAMATED INDUSTRIAL STEEL	2682	-	-	-	0.26	0	0	0.26	117	0.295	252	6-Mar-19	10:51 AM	Wednesday
AJINOMOTO (M) BHD	2658	18.68	18.68	18.5	18.5	-0.54	84	18.48	5	18.5	45	6-Mar-19	10:51 AM	Wednesday
AJIYA BHD	7609	0.545	0.545	0.54	0.54	-2.7	210	0.525	350	0.54	70	6-Mar-19	10:51 AM	Wednesday
AJIYA BERHAD - WARRANTS 2016/2021	7609WA	-	-	-	0.095	0	0	0.09	"1,241"	0.105	"2,174"	6-Mar-19	10:51 AM	Wednesday
ALAM MARITIM RESOURCES BHD	5115	0.1	0.105	0.1	0.1	-4.76	"7,140"	0.1	"10,280"	0.105	"17,900"	6-Mar-19	10:51 AM	Wednesday
AL-AQAR HEALTHCARE REIT	5116	1.37	1.37	1.37	1.37	0	200	1.36	116	1.37	39	6-Mar-19	10:51 AM	Wednesday
ALCOM GROUP BERHAD	2674	-	-	-	0.515	0	0	0.52	25	0.53	80	6-Mar-19	10:51 AM	Wednesday
ALLIANZ MALAYSIA BHD	1163	14.3	14.4	14.28	14.3	0	268	14.28	101	14.3	76	6-Mar-19	10:51 AM	Wednesday
ALLIANZ MALAYSIA BHD-ICPS	1163PA	-	-	-	14.3	0	0	14	100	0	0	6-Mar-19	10:51 AM	Wednesday
AL-SALAM REAL ESTATE INVESTMENT TRUST	5269	0.82	0.82	0.82	0.82	-0.61	110	0.82	90	0.83	58	6-Mar-19	10:51 AM	Wednesday
AMMB HOLDINGS BHD	1015	4.51	4.51	4.46	4.46	-0.67	696	4.46	171	4.47	235	6-Mar-19	10:51 AM	Wednesday
AMBANK-C10: CW AMMB HOLDINGS BERHAD (CIMB)	101510	-	-	-	0.19	0	0	0.15	268	0.16	391	6-Mar-19	10:51 AM	Wednesday
AMBANK-C11: CW AMMB HOLDINGS BERHAD (MIBB)	101511	-	-	-	0.18	0	0	0.15	"1,000"	0.16	"1,000"	6-Mar-19	10:51 AM	Wednesday
AMBANK-C12: CW AMMB HOLDINGS BERHAD (RHB)	101512	-	-	-	0.15	0	0	0.13	"1,000"	0.135	"1,000"	6-Mar-19	10:51 AM	Wednesday
AMBANK-C13: CW AMMB HOLDINGS BERHAD (MACQ)	101513	-	-	-	0.095	0	0	0.09	900	0.095	"1,700"	6-Mar-19	10:51 AM	Wednesday
ASIA MEDIA GROUP BERHAD	159	0.155	0.155	0.155	0.155	0	150	0.155	"1,791"	0.16	"2,581"	6-Mar-19	10:51 AM	Wednesday
AMFIRST REITS	5120	-	-	-	0.53	0	0	0.53	10	0.535	363	6-Mar-19	10:51 AM	Wednesday
AMLEX HOLDINGS BERHAD	3011	-	-	-	0.18	0	0	0	0	0	0	6-Mar-19	10:51 AM	Wednesday
AMCORP PROPERTIES BERHAD	1007	0.52	0.52	0.52	0.52	-1.89	33	0.525	200	0.53	50	6-Mar-19	10:51 AM	Wednesday
AMCORP PROPERTIES BERHAD - PREFERENCE SHARES A	1007PA	0.25	0.25	0.25	0.25	-1.96	16	0.25	269	0.26	40	6-Mar-19	10:51 AM	Wednesday
AMCORP PROPERTIES BERHAD - PREFERENCE SHARES B	1007PB	-	-	-	0.58	0	0	0.445	25	0.62	12	6-Mar-19	10:51 AM	Wednesday
AMTEK HOLDINGS BHD	7051	-	-	-	0.275	0	0	0.28	500	0.34	100	6-Mar-19	10:51 AM	Wednesday
AMTEL HOLDINGS BHD	7031	-	-	-	0.665	0	0	0.67	100	0.795	3	6-Mar-19	10:51 AM	Wednesday
AMVERTON BERHAD	5959	-	-	-	1	0	0	0.935	80	1.02	10	6-Mar-19	10:51 AM	Wednesday
AMWAY (M) HOLDINGS BHD	6351	-	-	-	6.15	0	0	6.16	10	6.3	1	6-Mar-19	10:51 AM	Wednesday
ANALABS RESOURCES BHD	7083	-	-	-	1.2	0	0	1.11	30	1.27	100	6-Mar-19	10:51 AM	Wednesday
ANCOM BHD	4758	0.5	0.5	0.49	0.5	-0.99	298	0.5	163	0.505	300	6-Mar-19	10:51 AM	Wednesday
ANCOM LOGISTICS BERHAD	48	0.105	0.105	0.095	0.095	-5	"7,434"	0.095	"1,968"	0.1	"2,605"	6-Mar-19	10:51 AM	Wednesday
ANN JOO RESOURCES BHD	6556	1.5	1.52	1.5	1.51	1.34	"1,223"	1.5	488	1.51	19	6-Mar-19	10:51 AM	Wednesday
ANN JOO RESOURCES BERHAD-REDEEMABLE CONVERTIBLE CUMULATIVE PREFERENCE SHARES 2016/2024	6556PA	-	-	-	0.5	0	0	0.44	150	0.5	130	6-Mar-19	10:51 AM	Wednesday
ANZO HOLDINGS BERHAD	9342	0.04	0.04	0.04	0.04	14.29	"3,300"	0.035	"251,469"	0.04	"40,666"	6-Mar-19	10:51 AM	Wednesday
ANZO HOLDINGS BERHAD-WARRANTS 2009/2019	9342WA	-	-	-	0.005	0	0	0	0	0.005	"42,180"	6-Mar-19	10:51 AM	Wednesday
ANZO HOLDINGS BERHAD-WARRANTS 2013/2023	9342WB	-	-	-	0.025	0	0	0.01	"26,800"	0.025	700	6-Mar-19	10:51 AM	Wednesday
ANZO HOLDINGS BERHAD - WARRANTS 2017/2020	9342WC	-	-	-	0.005	0	0	0	0	0.005	"31,177"	6-Mar-19	10:51 AM	Wednesday
APB RESOURCES BHD	5568	-	-	-	0.79	0	0	0.74	60	0.79	27	6-Mar-19	10:51 AM	Wednesday
APEX EQUITY HOLDINGS BHD	5088	-	-	-	0.985	0	0	0.985	80	1.01	50	6-Mar-19	10:51 AM	Wednesday
APFT BERHAD	5194	0.02	0.02	0.02	0.02	0	"65,396"	0.015	"332,436"	0.02	"18,459"	6-Mar-19	10:51 AM	Wednesday
APM AUTOMOTIVE HOLDINGS BHD	5015	-	-	-	3	0	0	3	166	3.25	30	6-Mar-19	10:51 AM	Wednesday
APOLLO FOOD HOLDINGS BHD	6432	-	-	-	3.85	0	0	3.85	30	3.9	75	6-Mar-19	10:51 AM	Wednesday
APPASIA BERHAD	119	0.085	0.09	0.085	0.09	0	"4,723"	0.085	"2,767"	0.09	"3,949"	6-Mar-19	10:51 AM	Wednesday
APPASIA BERHAD - WARRANTS A	0119WA	-	-	-	0.04	0	0	0.035	"2,400"	0.04	10	6-Mar-19	10:51 AM	Wednesday
A-RANK BHD	7214	0.52	0.52	0.52	0.52	0	50	0.515	157	0.52	90	6-Mar-19	10:51 AM	Wednesday
ARK RESOURCES HOLDINGS BERHAD	7007	-	-	-	0.495	0	0	0.45	30	0.495	10	6-Mar-19	10:51 AM	Wednesday
ARK RESOURCES HOLDINGS BERHAD - WARRANTS B 2011/2021	7007WB	-	-	-	0.09	0	0	0.02	"2,059"	0.39	1	6-Mar-19	10:51 AM	Wednesday
BUMI ARMADA BERHAD	5210	0.165	0.17	0.165	0.17	0	"27,335"	0.165	"139,233"	0.17	"124,807"	6-Mar-19	10:51 AM	Wednesday
ARMADA-C40: CW BUMI ARMADA BERHAD (CIMB)	521040	-	-	-	0.005	0	0	0	0	0.005	"12,982"	6-Mar-19	10:51 AM	Wednesday
ARMADA-C42: CW BUMI ARMADA BERHAD (RHB)	521042	-	-	-	0.005	0	0	0	0	0	0	6-Mar-19	7:11 PM	Wednesday
ARMADA-C43: CW BUMI ARMADA BERHAD (MIBB)	521043	-	-	-	0.005	0	0	0	0	0.005	"34,715"	6-Mar-19	10:51 AM	Wednesday
ARMADA-C44: CW BUMI ARMADA BERHAD (AM)	521044	-	-	-	0.005	0	0	0	0	0	0	6-Mar-19	7:11 PM	Wednesday
ARMADA-C45: CW BUMI ARMADA BERHAD (KIBB)	521045	-	-	-	0.005	0	0	0	0	0.005	"47,157"	6-Mar-19	10:51 AM	Wednesday
ARMADA-C46: CW BUMI ARMADA BERHAD (MIBB)	521046	-	-	-	0.005	0	0	0	0	0.005	"26,140"	6-Mar-19	10:51 AM	Wednesday
ARMADA-C47: CW BUMI ARMADA BERHAD (MACQ)	521047	-	-	-	0.005	0	0	0.005	"5,000"	0.02	100	6-Mar-19	10:51 AM	Wednesday
ARMADA-C48: CW BUMI ARMADA BERHAD (RHB)	521048	-	-	-	0.005	0	0	0	0	0.005	"4,600"	6-Mar-19	10:51 AM	Wednesday
ARMADA-C49: CW BUMI ARMADA BERHAD (KIBB)	521049	-	-	-	0.005	0	0	0.005	"6,200"	0.01	"15,999"	6-Mar-19	10:51 AM	Wednesday
ARMADA-C50: CW BUMI ARMADA BERHAD (MACQ)	521050	-	-	-	0.015	0	0	0.01	"29,000"	0.02	"5,000"	6-Mar-19	10:51 AM	Wednesday
AMANAHRAYA REITS	5127	-	-	-	0.85	0	0	0.84	736	0.85	95	6-Mar-19	10:51 AM	Wednesday
ADVANCE SYNERGY BHD	1481	0.135	0.135	0.135	0.135	0	"1,500"	0.13	"8,579"	0.135	"7,743"	6-Mar-19	10:51 AM	Wednesday
ASDION BHD	68	0.25	0.25	0.245	0.245	-2	450	0.245	"6,440"	0.25	"4,000"	6-Mar-19	10:51 AM	Wednesday
ASDION BERHAD - WARRANTS 2014/2019	0068WB	-	-	-	0.005	0	0	0	0	0.005	"112,447"	6-Mar-19	10:51 AM	Wednesday
ASIA BRANDS BERHAD	7722	0.43	0.465	0.43	0.465	0	160	0.43	150	0.46	50	6-Mar-19	10:51 AM	Wednesday
ASIA FILE CORPORATION BHD	7129	2.6	2.6	2.59	2.6	0	80	2.51	31	2.59	20	6-Mar-19	10:51 AM	Wednesday
ASIAN PAC HOLDINGS BHD	4057	0.115	0.115	0.115	0.115	0	"1,000"	0.115	"9,150"	0.12	"3,259"	6-Mar-19	10:51 AM	Wednesday
ASIAN PAC HOLDINGS BERHAD- ICULS 2017/2022	4057LC	-	-	-	0.6	0	0	0.58	100	0.805	30	6-Mar-19	10:51 AM	Wednesday
ASIAN PAC HOLDINGS BERHAD - WARRANTS B 2017/2022	4057WB	-	-	-	0.055	0	0	0.035	855	0.055	562	6-Mar-19	10:51 AM	Wednesday
ASIA POLY HOLDINGS BHD	105	0.075	0.075	0.075	0.075	-6.25	"1,556"	0.075	"1,483"	0.08	"6,071"	6-Mar-19	10:51 AM	Wednesday
ASIA POLY HOLDINGS BERHAD - ICPS A 2017/2022	0105PA	-	-	-	0.035	0	0	0.035	"15,000"	0.04	"2,323"	6-Mar-19	10:51 AM	Wednesday
ASIA POLY HOLDINGS BERHAD - WARRANTS A 2015/2020	0105WA	-	-	-	0.02	0	0	0.015	"10,900"	0.03	998	6-Mar-19	10:51 AM	Wednesday
ASIA POLY HOLDINGS BERHAD-WARRANTS B 2017/2022	0105WB	0.025	0.025	0.025	0.025	0	37	0.025	"8,838"	0.03	162	6-Mar-19	10:51 AM	Wednesday
ASTINO BHD	7162	0.63	0.665	0.63	0.665	0	58	0.635	20	0.665	192	6-Mar-19	10:51 AM	Wednesday
ASTRO MALAYSIA HOLDINGS BERHAD	6399	1.64	1.66	1.64	1.64	-0.61	"2,216"	1.64	706	1.65	"1,353"	6-Mar-19	10:51 AM	Wednesday
ASTRO-C10: CW ASTRO MALAYSIA HOLDINGS BERHAD (RHB)	639910	-	-	-	0.14	0	0	0.135	"2,000"	0.14	"2,000"	6-Mar-19	10:51 AM	Wednesday
ASTRO-C11: CW ASTRO MALAYSIA HOLDINGS BERHAD (KIBB)	639911	-	-	-	0.125	0	0	0.12	"2,000"	0.125	"2,000"	6-Mar-19	10:51 AM	Wednesday
ASTRO-C12: CW ASTRO MALAYSIA HOLDINGS BERHAD (MACQ)	639912	-	-	-	0.11	0	0	0.105	"1,500"	0.11	"2,800"	6-Mar-19	10:51 AM	Wednesday
ASTRO-C13: CW ASTRO MALAYSIA HOLDINGS BERHAD (MIBB)	639913	-	-	-	0.1	0	0	0.095	"2,000"	0.1	"2,000"	6-Mar-19	10:51 AM	Wednesday
AT SYSTEMATIZATION BHD	72	0.05	0.05	0.05	0.05	0	"1,350"	0.045	"29,335"	0.055	"13,300"	6-Mar-19	10:51 AM	Wednesday
AT SYSTEMATIZATION BERHAD-WARRANTS B 16/19	0072WB	-	-	-	0.005	0	0	0	0	0.005	"10,982"	6-Mar-19	10:51 AM	Wednesday
ATA IMS BERHAD	8176	1.75	1.75	1.75	1.75	1.16	1	1.72	10	1.75	289	6-Mar-19	10:51 AM	Wednesday
ATLAN HOLDINGS BHD	7048	-	-	-	4.4	0	0	4.35	5	4.39	20	6-Mar-19	10:51 AM	Wednesday
ATRIUM REITS	5130	1.13	1.13	1.13	1.13	0	11	1.12	100	1.13	450	6-Mar-19	10:51 AM	Wednesday
ATTA GLOBAL GROUP BERHAD	7099	-	-	-	0.61	0	0	0.61	100	0.675	50	6-Mar-19	10:51 AM	Wednesday
ATTA GLOBAL GROUP BERHAD - ICULS 12/22	7099LA	-	-	-	0.08	0	0	0.075	"5,001"	0.08	500	6-Mar-19	10:51 AM	Wednesday
ATTA GLOBAL GROUP BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2017/2022	7099PA	-	-	-	0.12	0	0	0.13	300	0.145	486	6-Mar-19	10:51 AM	Wednesday
ATTA GLOBAL GROUP BERHAD-WARRANTS 12/22	7099WB	-	-	-	0.09	0	0	0.08	300	0.09	885	6-Mar-19	10:51 AM	Wednesday
ATTA GLOBAL GROUP BERHAD - WARRANTS  C  2014/2024	7099WC	-	-	-	0.095	0	0	0.09	200	0.175	184	6-Mar-19	10:51 AM	Wednesday
ATURMAJU RESOURCES BHD	7181	0.48	0.48	0.44	0.46	-4.17	"19,586"	0.46	72	0.465	519	6-Mar-19	10:51 AM	Wednesday
ATURMAJU RESOURCES BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2019/2024	7181PA	0.155	0.155	0.145	0.15	0	"31,001"	0.15	"5,960"	0.155	"8,046"	6-Mar-19	10:51 AM	Wednesday
AVILLION BERHAD	8885	-	-	-	0.24	0	0	0.235	220	0.26	333	6-Mar-19	10:51 AM	Wednesday
AWC BERHAD	7579	0.765	0.79	0.765	0.79	2.6	"8,501"	0.785	"1,301"	0.79	"3,828"	6-Mar-19	10:51 AM	Wednesday
AWC BERHAD - WARRANTS 2018/2023	7579WA	0.205	0.215	0.205	0.215	4.88	"1,594"	0.215	"6,000"	0.22	"3,220"	6-Mar-19	10:51 AM	Wednesday
AXIATA GROUP BERHAD	6888	4.14	4.19	4.14	4.18	0.97	"2,822"	4.18	493	4.19	653	6-Mar-19	10:51 AM	Wednesday
AXIATA-C28: CW AXIATA GROUP BERHAD (CIMB)	688828	-	-	-	0.02	0	0	0.025	"1,000"	0.035	"1,000"	6-Mar-19	10:51 AM	Wednesday
AXIATA-C29: CW AXIATA GROUP BERHAD (KIBB)	688829	-	-	-	0.005	0	0	0	0	0.005	"2,000"	6-Mar-19	10:51 AM	Wednesday
AXIATA-C30: CW AXIATA GROUP BERHAD (MIBB)	688830	-	-	-	0.04	0	0	0.035	"1,500"	0.04	"1,500"	6-Mar-19	10:51 AM	Wednesday
AXIATA-C31: CW AXIATA GROUP BERHAD (AM)	688831	-	-	-	0.04	0	0	0.015	"3,000"	0.02	"3,000"	6-Mar-19	10:51 AM	Wednesday
AXIATA-C32: CW AXIATA GROUP BERHAD (RHB)	688832	-	-	-	0.125	0	0	0.12	"2,000"	0.125	"2,000"	6-Mar-19	10:51 AM	Wednesday
AXIATA-C33: CW AXIATA GROUP BERHAD (MACQ)	688833	0.18	0.18	0.18	0.18	2.86	700	0.18	"1,500"	0.185	"2,000"	6-Mar-19	10:51 AM	Wednesday
AXIATA-C34: CW AXIATA GROUP BERHAD (CIMB)	688834	-	-	-	0.175	0	0	0.18	"1,000"	0.185	"1,000"	6-Mar-19	10:51 AM	Wednesday
AXIATA-C35: CW AXIATA GROUP BERHAD (KIBB)	688835	-	-	-	0.155	0	0	0.15	"2,000"	0.165	"1,200"	6-Mar-19	10:51 AM	Wednesday
AXIATA-C36: CW AXIATA GROUP BERHAD (RHB)	688836	-	-	-	0.19	0	0	0.19	"2,000"	0.195	"2,000"	6-Mar-19	10:51 AM	Wednesday
AXIS REITS	5106	1.73	1.73	1.73	1.73	0	61	1.73	304	1.74	201	6-Mar-19	10:51 AM	Wednesday
