Company	Stock_Code	Open	High	Low	Last	Chg_Perc	Vol_in'00	Buy	Buy_Vol_in'00	Sell	Sell_Vol_in'00	Date	Time	Day
A50CHIN-H27: PW ISHARES FTSE A50 CHINA INDEX ETF (MACQ)	70327	0.095	0.095	0.095	0.095	0	130	0.09	"5,440"	0.095	"3,000"	28-Feb-19	9:51 AM	Thursday
ASTRAL ASIA BHD	7054	0.145	0.145	0.145	0.145	0	229	0.145	271	0.155	410	28-Feb-19	9:51 AM	Thursday
AIRASIA X BERHAD	5238	0.255	0.255	0.25	0.255	-1.92	"28,696"	0.25	"85,153"	0.255	"49,282"	28-Feb-19	9:51 AM	Thursday
AAX-C20: CW AIRASIA X BERHAD (RHB)	523820	-	-	-	0.005	0	0	0	0	0.005	"11,500"	28-Feb-19	9:51 AM	Thursday
AAX-C21: CW AIRASIA X BERHAD (MACQ)	523821	-	-	-	0.005	0	0	0.005	"5,000"	0.02	200	28-Feb-19	9:51 AM	Thursday
AIRASIA X BERHAD - WARRANTS  A  2015/2020	5238WA	0.055	0.055	0.05	0.05	-9.09	"4,100"	0.05	"35,910"	0.055	"7,250"	28-Feb-19	9:51 AM	Thursday
ABF MALAYSIA BOND INDEX FUND	0800EA	-	-	-	1.167	0	0	1.163	"1,000"	1.168	"1,000"	28-Feb-19	9:51 AM	Thursday
ABLEGROUP BERHAD	7086	-	-	-	0.075	0	0	0.07	"11,760"	0.08	"5,247"	28-Feb-19	9:51 AM	Thursday
ALLIANCE BANK MALAYSIA BERHAD	2488	4.22	4.23	4.17	4.2	-0.24	555	4.19	27	4.21	1	28-Feb-19	9:51 AM	Thursday
ABMB-CX: CW ALLIANCE BANK MALAYSIA BERHAD (RHB)	2488CX	-	-	-	0.005	0	0	0	0	0	0	28-Feb-19	7:11 PM	Thursday
ABMB-CY: CW ALLIANCE BANK MALAYSIA BERHAD (MIBB)	2488CY	-	-	-	0.1	0	0	0.1	700	0.11	700	28-Feb-19	9:51 AM	Thursday
ACME HOLDINGS BERHAD	7131	-	-	-	0.23	0	0	0.25	100	0.3	47	28-Feb-19	9:51 AM	Thursday
ACOUSTECH BHD	7120	0.445	0.45	0.435	0.44	0	"9,363"	0.435	490	0.44	300	28-Feb-19	9:51 AM	Thursday
ADVANCECON HOLDINGS BERHAD	5281	0.34	0.345	0.34	0.34	3.03	"2,083"	0.335	514	0.34	235	28-Feb-19	9:51 AM	Thursday
ADVENTA BHD	7191	-	-	-	0.355	0	0	0.35	"12,565"	0.39	349	28-Feb-19	9:51 AM	Thursday
ADVANCED PACKAGING TECHNOLOGY	9148	-	-	-	1.92	0	0	1.9	100	2.3	10	28-Feb-19	9:51 AM	Thursday
AE MULTI HOLDINGS BHD	7146	0.12	0.12	0.12	0.12	0	500	0.115	"2,977"	0.12	5	28-Feb-19	9:51 AM	Thursday
AE MULTI HOLDINGS BERHAD-WARRANTS 2014/2019	7146WA	0.005	0.01	0.005	0.01	100	8	0.005	"96,242"	0.01	"33,819"	28-Feb-19	9:51 AM	Thursday
AEMULUS HOLDINGS BERHAD	181	0.25	0.255	0.25	0.255	2	"1,105"	0.25	160	0.255	"3,932"	28-Feb-19	9:51 AM	Thursday
AEON CO. (M) BHD	6599	1.64	1.69	1.64	1.67	3.09	"28,163"	1.66	"1,763"	1.67	"2,111"	28-Feb-19	9:51 AM	Thursday
AEON-CN: CW AEON CO. (M) BERHAD (MIBB)	6599CN	-	-	-	0.015	0	0	0	0	0	0	28-Feb-19	9:51 AM	Thursday
AEON-CO: CW AEON CO. (M) BERHAD (CIMB)	6599CO	0.06	0.07	0.06	0.065	18.18	"18,320"	0.065	"1,532"	0.07	"5,474"	28-Feb-19	9:51 AM	Thursday
AEON-CP: CW AEON CO (M) BERHAD (RHB)	6599CP	-	-	-	0.05	0	0	0.065	"3,000"	0.07	"3,000"	28-Feb-19	9:51 AM	Thursday
AEON-CQ: CW AEON CO. (M) BERHAD (KIBB)	6599CQ	0.04	0.04	0.04	0.04	0	"3,400"	0.04	"5,000"	0.045	"4,000"	28-Feb-19	9:51 AM	Thursday
AEON CREDIT SERVICE (M) BHD	5139	16.74	16.96	16.74	16.88	1.08	10	16.7	3	16.9	8	28-Feb-19	9:51 AM	Thursday
AEON CREDIT SERVICE (M) BERHAD - ICULS 2017/2020	5139LA	-	-	-	1.63	0	0	1.35	100	1.55	12	28-Feb-19	9:51 AM	Thursday
AFFIN BANK BERHAD	5185	-	-	-	2.34	0	0	2.31	100	2.35	346	28-Feb-19	9:51 AM	Thursday
ABM FUJIYA BERHAD	5198	-	-	-	0.53	0	0	0.485	30	0.53	21	28-Feb-19	9:51 AM	Thursday
AHB HOLDINGS BHD	7315	-	-	-	0.135	0	0	0.13	"2,650"	0.135	"1,162"	28-Feb-19	9:51 AM	Thursday
AHB HOLDINGS BERHAD - WARRANTS B 2014/2019	7315WB	-	-	-	0.01	0	0	0.005	"6,440"	0.01	"18,866"	28-Feb-19	9:51 AM	Thursday
APEX HEALTHCARE BHD	7090	8.76	8.76	8.75	8.75	0.57	40	8.75	10	8.78	7	28-Feb-19	9:51 AM	Thursday
AMANAH HARTA TANAH PNB	4952	-	-	-	0.74	0	0	0.745	40	0.8	150	28-Feb-19	9:51 AM	Thursday
ADVANCE INFORMATION MARKETING	122	-	-	-	0.28	0	0	0.235	150	0.4	"2,000"	28-Feb-19	9:51 AM	Thursday
AIRASIA GROUP BERHAD	5099	2.85	2.87	2.8	2.86	-5.92	"215,367"	2.85	"5,894"	2.86	"3,589"	28-Feb-19	9:51 AM	Thursday
AIRASIAC59: CW AIRASIA GROUP BERHAD (MACQ)	509959	-	-	-	0.025	0	0	0.005	"10,000"	0.025	200	28-Feb-19	9:51 AM	Thursday
AIRASIAC65: CW AIRASIA GROUP BERHAD (CIMB)	509965	-	-	-	0.005	0	0	0	0	0	0	28-Feb-19	9:51 AM	Thursday
AIRASIAC67: CW AIRASIA GROUP BERHAD (CIMB)	509967	0.105	0.14	0.105	0.13	-27.78	"10,192"	0.125	"1,900"	0.135	"2,300"	28-Feb-19	9:51 AM	Thursday
AIRASIAC68: CW AIRASIA GROUP BERHAD (MACQ)	509968	-	-	-	0.03	0	0	0.01	"12,940"	0.025	"1,500"	28-Feb-19	9:51 AM	Thursday
AIRASIAC69: CW AIRASIA GROUP BERHAD (MACQ)	509969	0.065	0.065	0.06	0.06	-20	"1,500"	0.04	"10,000"	0.065	100	28-Feb-19	9:51 AM	Thursday
AIRASIAC70: CW AIRASIA GROUP BERHAD (AM)	509970	0.025	0.03	0.02	0.025	-44.44	"16,450"	0.025	"5,000"	0.03	"6,300"	28-Feb-19	9:51 AM	Thursday
AIRASIAC71: CW AIRASIA GROUP BERHAD (CIMB)	509971	0.05	0.1	0.05	0.095	-32.14	"39,014"	0.09	"4,408"	0.095	"1,852"	28-Feb-19	9:51 AM	Thursday
AIRASIAC72: CW AIRASIA GROUP BERHAD (MACQ)	509972	0.195	0.21	0.195	0.195	-23.53	"1,050"	0.19	"3,000"	0.205	285	28-Feb-19	9:51 AM	Thursday
AIRASIAC73: CW AIRASIA GROUP BERHAD (KIBB)	509973	0.205	0.225	0.2	0.215	-20.37	"30,920"	0.215	"5,000"	0.22	"5,100"	28-Feb-19	9:51 AM	Thursday
AIRASIAC74: CW AIRASIA GROUP BERHAD (MACQ)	509974	0.335	0.335	0.295	0.295	-23.38	360	0.305	"5,000"	0.32	60	28-Feb-19	9:51 AM	Thursday
AIRASIAC75: CW AIRASIA GROUP BERHAD (AM)	509975	0.14	0.14	0.135	0.135	-22.86	"4,220"	0.14	"5,000"	0.145	"5,000"	28-Feb-19	9:51 AM	Thursday
AIRASIAC76: CW AIRASIA GROUP BERHAD (MIBB)	509976	0.075	0.08	0.075	0.08	-15.79	"7,100"	0.075	"2,500"	0.08	"2,500"	28-Feb-19	9:51 AM	Thursday
AIRASIAC77: CW AIRASIA GROUP BERHAD (MACQ)	509977	0.08	0.085	0.08	0.085	-22.73	"77,240"	0.085	"10,000"	0.09	"14,000"	28-Feb-19	9:51 AM	Thursday
MALAYSIA AIRPORTS HOLDINGS BHD	5014	8.23	8.25	8.19	8.22	0.37	123	8.2	2	8.22	49	28-Feb-19	9:51 AM	Thursday
AIRPORT-C2: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB)	5014C2	-	-	-	0.025	0	0	0	0	0.005	"2,000"	28-Feb-19	9:51 AM	Thursday
AIRPORT-C3: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (AM)	5014C3	-	-	-	0.035	0	0	0.01	"2,000"	0.02	"2,000"	28-Feb-19	10:06 AM	Thursday
AIRPORT-C4: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (CIMB)	5014C4	-	-	-	0.085	0	0	0.065	300	0.07	380	28-Feb-19	10:06 AM	Thursday
AIRPORT-C5: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (MACQ)	5014C5	-	-	-	0.09	0	0	0.085	300	0.09	500	28-Feb-19	10:06 AM	Thursday
AIRPORT-C6: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB)	5014C6	-	-	-	0.16	0	0	0.145	"3,000"	0.15	"3,000"	28-Feb-19	10:06 AM	Thursday
AIRPORT-C7: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (KIBB)	5014C7	-	-	-	0.135	0	0	0.115	200	0.125	400	28-Feb-19	10:06 AM	Thursday
AMALGAMATED INDUSTRIAL STEEL	2682	-	-	-	0.26	0	0	0.26	337	0.295	402	28-Feb-19	10:06 AM	Thursday
AJINOMOTO (M) BHD	2658	18.66	18.66	18.6	18.6	-0.32	31	18.6	2	18.62	2	28-Feb-19	10:06 AM	Thursday
AJIYA BHD	7609	-	-	-	0.535	0	0	0.535	161	0.56	229	28-Feb-19	10:06 AM	Thursday
AJIYA BERHAD - WARRANTS 2016/2021	7609WA	-	-	-	0.105	0	0	0.09	200	0.105	828	28-Feb-19	10:06 AM	Thursday
ALAM MARITIM RESOURCES BHD	5115	0.1	0.1	0.095	0.1	0	"8,033"	0.095	"21,742"	0.1	"2,558"	28-Feb-19	10:06 AM	Thursday
AL-AQAR HEALTHCARE REIT	5116	-	-	-	1.35	0	0	1.34	126	1.38	3	28-Feb-19	10:06 AM	Thursday
ALCOM GROUP BERHAD	2674	0.5	0.5	0.5	0.5	0	449	0.5	81	0.51	26	28-Feb-19	10:06 AM	Thursday
ALLIANZ MALAYSIA BHD	1163	14.38	14.38	14.38	14.38	0.14	4	14.34	5	14.38	146	28-Feb-19	10:06 AM	Thursday
ALLIANZ MALAYSIA BHD-ICPS	1163PA	-	-	-	14.2	0	0	14	100	0	0	28-Feb-19	10:06 AM	Thursday
AL-SALAM REAL ESTATE INVESTMENT TRUST	5269	0.8	0.8	0.8	0.8	0	24	0.8	132	0.82	10	28-Feb-19	10:06 AM	Thursday
AMMB HOLDINGS BHD	1015	4.57	4.57	4.52	4.52	-1.31	441	4.52	612	4.53	146	28-Feb-19	10:06 AM	Thursday
AMBANK-C10: CW AMMB HOLDINGS BERHAD (CIMB)	101510	-	-	-	0.19	0	0	0.165	108	0.18	230	28-Feb-19	10:06 AM	Thursday
AMBANK-C11: CW AMMB HOLDINGS BERHAD (MIBB)	101511	-	-	-	0.18	0	0	0.165	"1,000"	0.175	"1,000"	28-Feb-19	10:06 AM	Thursday
AMBANK-C12: CW AMMB HOLDINGS BERHAD (RHB)	101512	-	-	-	0.15	0	0	0.14	"1,000"	0.145	"1,000"	28-Feb-19	10:06 AM	Thursday
AMBANK-C13: CW AMMB HOLDINGS BERHAD (MACQ)	101513	-	-	-	0.105	0	0	0.1	"3,000"	0.105	"1,000"	28-Feb-19	10:06 AM	Thursday
ASIA MEDIA GROUP BERHAD	159	0.16	0.16	0.16	0.16	0	90	0.16	610	0.165	930	28-Feb-19	10:06 AM	Thursday
AMFIRST REITS	5120	0.53	0.53	0.53	0.53	0	428	0.53	72	0.54	405	28-Feb-19	10:06 AM	Thursday
AMLEX HOLDINGS BERHAD	3011	-	-	-	0.18	0	0	0.01	500	0.17	500	28-Feb-19	10:06 AM	Thursday
AMCORP PROPERTIES BERHAD	1007	0.52	0.52	0.52	0.52	0	514	0.52	490	0.53	135	28-Feb-19	10:06 AM	Thursday
AMCORP PROPERTIES BERHAD - PREFERENCE SHARES A	1007PA	0.25	0.25	0.25	0.25	-1.96	21	0.25	379	0.28	43	28-Feb-19	10:06 AM	Thursday
AMCORP PROPERTIES BERHAD - PREFERENCE SHARES B	1007PB	-	-	-	0.58	0	0	0.44	100	0.62	12	28-Feb-19	10:06 AM	Thursday
AMTEK HOLDINGS BHD	7051	-	-	-	0.285	0	0	0.26	500	0.29	100	28-Feb-19	10:06 AM	Thursday
AMTEL HOLDINGS BHD	7031	-	-	-	0.655	0	0	0.655	200	0.795	3	28-Feb-19	10:06 AM	Thursday
AMVERTON BERHAD	5959	-	-	-	1.05	0	0	0.91	30	1.04	30	28-Feb-19	10:06 AM	Thursday
AMWAY (M) HOLDINGS BHD	6351	6.19	6.3	6.18	6.2	-0.8	42	6.19	5	6.25	6	28-Feb-19	10:06 AM	Thursday
ANALABS RESOURCES BHD	7083	-	-	-	1.2	0	0	1.1	100	1.28	20	28-Feb-19	10:06 AM	Thursday
ANCOM BHD	4758	-	-	-	0.495	0	0	0.485	550	0.5	50	28-Feb-19	10:06 AM	Thursday
ANCOM LOGISTICS BERHAD	48	-	-	-	0.085	0	0	0.085	"1,112"	0.09	390	28-Feb-19	10:06 AM	Thursday
ANN JOO RESOURCES BHD	6556	1.48	1.51	1.44	1.46	-1.35	"4,641"	1.46	50	1.47	315	28-Feb-19	10:06 AM	Thursday
ANN JOO RESOURCES BERHAD-REDEEMABLE CONVERTIBLE CUMULATIVE PREFERENCE SHARES 2016/2024	6556PA	-	-	-	0.47	0	0	0.425	30	0.5	8	28-Feb-19	10:06 AM	Thursday
ANZO HOLDINGS BERHAD	9342	0.04	0.04	0.04	0.04	0	"5,500"	0.035	"195,059"	0.04	"64,732"	28-Feb-19	10:06 AM	Thursday
ANZO HOLDINGS BERHAD-WARRANTS 2009/2019	9342WA	-	-	-	0.005	0	0	0	0	0.005	"41,601"	28-Feb-19	10:06 AM	Thursday
ANZO HOLDINGS BERHAD-WARRANTS 2013/2023	9342WB	-	-	-	0.025	0	0	0.01	"22,800"	0.025	700	28-Feb-19	10:06 AM	Thursday
ANZO HOLDINGS BERHAD - WARRANTS 2017/2020	9342WC	-	-	-	0.005	0	0	0	0	0.005	"25,277"	28-Feb-19	10:06 AM	Thursday
APB RESOURCES BHD	5568	-	-	-	0.78	0	0	0.71	50	0.79	30	28-Feb-19	10:06 AM	Thursday
APEX EQUITY HOLDINGS BHD	5088	-	-	-	1.01	0	0	0.99	50	1.02	110	28-Feb-19	10:06 AM	Thursday
APFT BERHAD	5194	-	-	-	0.015	0	0	0.015	"331,525"	0.02	"149,459"	28-Feb-19	10:06 AM	Thursday
APM AUTOMOTIVE HOLDINGS BHD	5015	-	-	-	3.08	0	0	3.01	4	3.1	4	28-Feb-19	10:06 AM	Thursday
APOLLO FOOD HOLDINGS BHD	6432	3.83	3.83	3.83	3.83	0.26	30	3.83	100	3.89	30	28-Feb-19	10:06 AM	Thursday
APPASIA BERHAD	119	-	-	-	0.095	0	0	0.09	"4,061"	0.095	"4,085"	28-Feb-19	10:06 AM	Thursday
APPASIA BERHAD - WARRANTS A	0119WA	-	-	-	0.045	0	0	0.04	963	0.045	"3,480"	28-Feb-19	10:06 AM	Thursday
A-RANK BHD	7214	-	-	-	0.54	0	0	0.535	750	0.54	"1,120"	28-Feb-19	10:06 AM	Thursday
ARK RESOURCES HOLDINGS BERHAD	7007	-	-	-	0.385	0	0	0.4	50	0.52	150	28-Feb-19	10:06 AM	Thursday
ARK RESOURCES HOLDINGS BERHAD - WARRANTS B 2011/2021	7007WB	-	-	-	0.09	0	0	0.02	"1,100"	0.39	1	28-Feb-19	10:06 AM	Thursday
BUMI ARMADA BERHAD	5210	0.19	0.19	0.185	0.185	-2.63	"41,514"	0.185	"215,409"	0.19	"193,482"	28-Feb-19	10:06 AM	Thursday
ARMADA-C40: CW BUMI ARMADA BERHAD (CIMB)	521040	-	-	-	0.005	0	0	0	0	0.005	"13,081"	28-Feb-19	10:06 AM	Thursday
ARMADA-C42: CW BUMI ARMADA BERHAD (RHB)	521042	-	-	-	0.005	0	0	0	0	0	0	28-Feb-19	7:11 PM	Thursday
ARMADA-C43: CW BUMI ARMADA BERHAD (MIBB)	521043	-	-	-	0.005	0	0	0	0	0.005	"34,715"	28-Feb-19	10:06 AM	Thursday
ARMADA-C44: CW BUMI ARMADA BERHAD (AM)	521044	-	-	-	0.005	0	0	0	0	0	0	28-Feb-19	10:06 AM	Thursday
ARMADA-C45: CW BUMI ARMADA BERHAD (KIBB)	521045	-	-	-	0.005	0	0	0	0	0.005	"49,957"	28-Feb-19	10:06 AM	Thursday
ARMADA-C46: CW BUMI ARMADA BERHAD (MIBB)	521046	-	-	-	0.005	0	0	0	0	0.005	"32,650"	28-Feb-19	10:06 AM	Thursday
ARMADA-C47: CW BUMI ARMADA BERHAD (MACQ)	521047	-	-	-	0.005	0	0	0.005	"5,000"	0.02	100	28-Feb-19	10:06 AM	Thursday
ARMADA-C48: CW BUMI ARMADA BERHAD (RHB)	521048	-	-	-	0.005	0	0	0	0	0.005	"4,600"	28-Feb-19	10:06 AM	Thursday
ARMADA-C49: CW BUMI ARMADA BERHAD (KIBB)	521049	-	-	-	0.01	0	0	0.01	"5,000"	0.015	"5,000"	28-Feb-19	10:06 AM	Thursday
ARMADA-C50: CW BUMI ARMADA BERHAD (MACQ)	521050	-	-	-	0.02	0	0	0.015	"10,000"	0.02	"5,000"	28-Feb-19	10:06 AM	Thursday
AMANAHRAYA REITS	5127	0.845	0.845	0.845	0.845	0.6	50	0.84	351	0.845	210	28-Feb-19	10:06 AM	Thursday
ADVANCE SYNERGY BHD	1481	0.135	0.135	0.13	0.13	0	"4,466"	0.13	"1,296"	0.135	"11,755"	28-Feb-19	10:06 AM	Thursday
ASDION BHD	68	0.25	0.25	0.25	0.25	0	"5,609"	0.25	"3,941"	0.255	"1,814"	28-Feb-19	10:06 AM	Thursday
ASDION BERHAD - WARRANTS 2014/2019	0068WB	-	-	-	0.005	0	0	0	0	0.005	"26,591"	28-Feb-19	10:06 AM	Thursday
ASIA BRANDS BERHAD	7722	0.47	0.47	0.47	0.47	-1.05	10	0.43	50	0.47	109	28-Feb-19	10:06 AM	Thursday
ASIA FILE CORPORATION BHD	7129	-	-	-	2.59	0	0	2.58	11	2.64	40	28-Feb-19	10:06 AM	Thursday
ASIAN PAC HOLDINGS BHD	4057	-	-	-	0.115	0	0	0.115	"11,860"	0.12	"8,252"	28-Feb-19	10:06 AM	Thursday
ASIAN PAC HOLDINGS BERHAD- ICULS 2017/2022	4057LC	-	-	-	0.6	0	0	0.6	95	0.805	30	28-Feb-19	10:06 AM	Thursday
ASIAN PAC HOLDINGS BERHAD - WARRANTS B 2017/2022	4057WB	-	-	-	0.055	0	0	0.035	"3,855"	0.055	562	28-Feb-19	10:06 AM	Thursday
ASIA POLY HOLDINGS BHD	105	0.075	0.08	0.075	0.08	6.67	102	0.075	550	0.08	"4,786"	28-Feb-19	10:06 AM	Thursday
ASIA POLY HOLDINGS BERHAD - ICPS A 2017/2022	0105PA	0.035	0.035	0.035	0.035	-12.5	100	0.035	"27,573"	0.04	"3,300"	28-Feb-19	10:06 AM	Thursday
ASIA POLY HOLDINGS BERHAD - WARRANTS A 2015/2020	0105WA	-	-	-	0.035	0	0	0.015	"12,804"	0.035	"8,386"	28-Feb-19	10:06 AM	Thursday
ASIA POLY HOLDINGS BERHAD-WARRANTS B 2017/2022	0105WB	0.03	0.03	0.03	0.03	0	"2,325"	0.03	"1,864"	0.035	"5,483"	28-Feb-19	10:06 AM	Thursday
ASTINO BHD	7162	0.7	0.7	0.7	0.7	0	623	0.7	77	0.745	144	28-Feb-19	10:06 AM	Thursday
ASTRO MALAYSIA HOLDINGS BERHAD	6399	1.65	1.66	1.64	1.65	0	"1,086"	1.65	148	1.66	634	28-Feb-19	10:06 AM	Thursday
ASTRO-C10: CW ASTRO MALAYSIA HOLDINGS BERHAD (RHB)	639910	-	-	-	0.145	0	0	0.145	"2,000"	0.15	"2,000"	28-Feb-19	10:06 AM	Thursday
ASTRO-C11: CW ASTRO MALAYSIA HOLDINGS BERHAD (KIBB)	639911	-	-	-	0.13	0	0	0.125	"2,000"	0.13	"2,000"	28-Feb-19	10:06 AM	Thursday
ASTRO-C12: CW ASTRO MALAYSIA HOLDINGS BERHAD (MACQ)	639912	-	-	-	0.11	0	0	0.11	300	0.115	"1,300"	28-Feb-19	10:06 AM	Thursday
ASTRO-C13: CW ASTRO MALAYSIA HOLDINGS BERHAD (MIBB)	639913	-	-	-	0.1	0	0	0.1	"2,000"	0.105	"2,000"	28-Feb-19	10:06 AM	Thursday
AT SYSTEMATIZATION BHD	72	-	-	-	0.05	0	0	0.05	"16,291"	0.055	"9,100"	28-Feb-19	10:06 AM	Thursday
AT SYSTEMATIZATION BERHAD-WARRANTS B 16/19	0072WB	-	-	-	0.005	0	0	0	0	0.01	"31,470"	28-Feb-19	10:06 AM	Thursday
ATA IMS BERHAD	8176	1.75	1.75	1.74	1.74	-0.57	565	1.74	221	1.75	662	28-Feb-19	10:06 AM	Thursday
ATLAN HOLDINGS BHD	7048	4.36	4.36	4.36	4.36	-0.91	10	4.35	5	4.4	55	28-Feb-19	10:06 AM	Thursday
ATRIUM REITS	5130	-	-	-	1.12	0	0	1.11	880	1.12	428	28-Feb-19	10:06 AM	Thursday
ATTA GLOBAL GROUP BERHAD	7099	-	-	-	0.62	0	0	0.61	50	0.62	110	28-Feb-19	10:06 AM	Thursday
ATTA GLOBAL GROUP BERHAD - ICULS 12/22	7099LA	0.075	0.075	0.075	0.075	0	962	0.07	"13,497"	0.075	"1,038"	28-Feb-19	10:06 AM	Thursday
ATTA GLOBAL GROUP BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2017/2022	7099PA	-	-	-	0.14	0	0	0.13	300	0.14	"1,000"	28-Feb-19	10:06 AM	Thursday
ATTA GLOBAL GROUP BERHAD-WARRANTS 12/22	7099WB	-	-	-	0.09	0	0	0.075	160	0.135	127	28-Feb-19	10:06 AM	Thursday
ATTA GLOBAL GROUP BERHAD - WARRANTS  C  2014/2024	7099WC	-	-	-	0.095	0	0	0.08	481	0.175	127	28-Feb-19	10:06 AM	Thursday
ATURMAJU RESOURCES BHD	7181	0.375	0.38	0.35	0.355	-4.05	"6,606"	0.35	464	0.355	707	28-Feb-19	10:06 AM	Thursday
ATURMAJU RESOURCES BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2019/2024	7181PA	0.065	0.075	0.065	0.07	0	"18,828"	0.065	"57,403"	0.07	755	28-Feb-19	10:06 AM	Thursday
AVILLION BERHAD	8885	0.24	0.24	0.235	0.235	-4.08	600	0.235	258	0.24	708	28-Feb-19	10:06 AM	Thursday
AWC BERHAD	7579	0.75	0.75	0.74	0.74	0	776	0.74	"2,441"	0.745	255	28-Feb-19	10:06 AM	Thursday
AWC BERHAD - WARRANTS 2018/2023	7579WA	-	-	-	0.205	0	0	0.2	792	0.205	"1,047"	28-Feb-19	10:06 AM	Thursday
AXIATA GROUP BERHAD	6888	4.09	4.11	4.05	4.09	0	"1,016"	4.09	292	4.1	138	28-Feb-19	10:06 AM	Thursday
AXIATA-C28: CW AXIATA GROUP BERHAD (CIMB)	688828	-	-	-	0.02	0	0	0.02	"1,000"	0.035	"1,000"	28-Feb-19	10:06 AM	Thursday
AXIATA-C29: CW AXIATA GROUP BERHAD (KIBB)	688829	-	-	-	0.005	0	0	0	0	0.005	"2,000"	28-Feb-19	10:06 AM	Thursday
AXIATA-C30: CW AXIATA GROUP BERHAD (MIBB)	688830	-	-	-	0.05	0	0	0.035	"1,500"	0.04	"1,500"	28-Feb-19	10:06 AM	Thursday
AXIATA-C31: CW AXIATA GROUP BERHAD (AM)	688831	-	-	-	0.04	0	0	0.015	"3,000"	0.02	"3,000"	28-Feb-19	10:06 AM	Thursday
AXIATA-C32: CW AXIATA GROUP BERHAD (RHB)	688832	-	-	-	0.12	0	0	0.115	"2,000"	0.12	"2,000"	28-Feb-19	10:06 AM	Thursday
AXIATA-C33: CW AXIATA GROUP BERHAD (MACQ)	688833	0.175	0.175	0.175	0.175	0	200	0.17	900	0.175	400	28-Feb-19	10:06 AM	Thursday
AXIATA-C34: CW AXIATA GROUP BERHAD (CIMB)	688834	0.165	0.17	0.165	0.17	0	4	0.165	"1,000"	0.175	534	28-Feb-19	10:06 AM	Thursday
AXIATA-C35: CW AXIATA GROUP BERHAD (KIBB)	688835	-	-	-	0.16	0	0	0.145	"1,000"	0.15	500	28-Feb-19	10:06 AM	Thursday
AXIATA-C36: CW AXIATA GROUP BERHAD (RHB)	688836	-	-	-	0.205	0	0	0.18	"2,000"	0.185	"2,000"	28-Feb-19	10:06 AM	Thursday
AXIS REITS	5106	-	-	-	1.75	0	0	1.73	195	1.75	"1,445"	28-Feb-19	10:06 AM	Thursday
AYER HOLDINGS BERHAD	2305	-	-	-	4.2	0	0	4.2	10	4.8	10	28-Feb-19	10:06 AM	Thursday
AYS VENTURES BHD	5021	-	-	-	0.35	0	0	0.335	"1,003"	0.35	968	28-Feb-19	10:06 AM	Thursday
