Company	Stock_Code	Open	High	Low	Last	Chg_Perc	Vol_in'00	Buy	Buy_Vol_in'00	Sell	Sell_Vol_in'00	Date	Time	Day
AEON CREDIT SERVICE (M) BERHAD - ICULS 2017/2020	5139LA	1.55	1.55	1.5	1.5	0.67	60	1.5	69	1.54	5	1-Mar-19	5:47 PM	Friday
AFFIN BANK BERHAD	5185	2.3	2.31	2.28	2.28	-1.72	"1,384"	2.28	164	2.3	226	1-Mar-19	5:47 PM	Friday
ABM FUJIYA BERHAD	5198	0.53	0.54	0.49	0.5	-5.66	242	0.5	94	0.52	37	1-Mar-19	5:47 PM	Friday
AHB HOLDINGS BHD	7315	0.13	0.135	0.13	0.135	3.85	808	0.13	900	0.135	"1,079"	1-Mar-19	5:47 PM	Friday
AHB HOLDINGS BERHAD - WARRANTS B 2014/2019	7315WB	0.005	0.01	0.005	0.005	0	"6,897"	0.005	54	0.01	"12,962"	1-Mar-19	5:47 PM	Friday
APEX HEALTHCARE BHD	7090	9.2	9.8	9.2	9.58	7.04	"2,196"	9.58	17	9.64	20	1-Mar-19	5:47 PM	Friday
AMANAH HARTA TANAH PNB	4952	0.74	0.76	0.74	0.76	2.7	301	0.735	50	0.76	186	1-Mar-19	5:47 PM	Friday
ADVANCE INFORMATION MARKETING	122	-	-	-	0.28	0	0	0.24	"2,200"	0.4	"2,200"	1-Mar-19	5:47 PM	Friday
AIRASIA GROUP BERHAD	5099	2.77	2.79	2.69	2.74	-1.08	"260,159"	2.74	"2,061"	2.76	646	1-Mar-19	5:47 PM	Friday
AIRASIAC59: CW AIRASIA GROUP BERHAD (MACQ)	509959	-	-	-	0.025	0	0	0	0	0	0	1-Mar-19	5:47 PM	Friday
AIRASIAC65: CW AIRASIA GROUP BERHAD (CIMB)	509965	-	-	-	0.005	0	0	0	0	0	0	1-Mar-19	7:11 PM	Friday
AIRASIAC67: CW AIRASIA GROUP BERHAD (CIMB)	509967	0.1	0.11	0.085	0.1	0	"34,626"	0.1	763	0.11	"1,471"	1-Mar-19	5:47 PM	Friday
AIRASIAC68: CW AIRASIA GROUP BERHAD (MACQ)	509968	0.005	0.01	0.005	0.01	-50	408	0.005	"7,000"	0.02	"1,000"	1-Mar-19	5:47 PM	Friday
AIRASIAC69: CW AIRASIA GROUP BERHAD (MACQ)	509969	0.03	0.04	0.03	0.035	-41.67	700	0.02	"1,000"	0.06	100	1-Mar-19	5:47 PM	Friday
AIRASIAC70: CW AIRASIA GROUP BERHAD (AM)	509970	0.015	0.02	0.015	0.02	-20	"3,743"	0.015	"4,000"	0.025	"1,487"	1-Mar-19	5:47 PM	Friday
AIRASIAC71: CW AIRASIA GROUP BERHAD (CIMB)	509971	0.075	0.085	0.07	0.085	6.25	"9,458"	0.075	"6,993"	0.085	399	1-Mar-19	5:47 PM	Friday
AIRASIAC72: CW AIRASIA GROUP BERHAD (MACQ)	509972	0.17	0.18	0.16	0.175	-10.26	"47,185"	0.16	250	0	0	1-Mar-19	5:47 PM	Friday
AIRASIAC73: CW AIRASIA GROUP BERHAD (KIBB)	509973	0.19	0.195	0.17	0.185	-5.13	"65,015"	0.18	900	0.2	50	1-Mar-19	5:47 PM	Friday
AIRASIAC74: CW AIRASIA GROUP BERHAD (MACQ)	509974	0.28	0.28	0.28	0.28	0	300	0.22	100	0	0	1-Mar-19	5:47 PM	Friday
AIRASIAC75: CW AIRASIA GROUP BERHAD (AM)	509975	0.125	0.125	0.115	0.12	-4	"5,620"	0.09	2	0.2	2	1-Mar-19	5:47 PM	Friday
AIRASIAC76: CW AIRASIA GROUP BERHAD (MIBB)	509976	0.065	0.07	0.065	0.07	0	"32,764"	0.065	300	0.09	500	1-Mar-19	5:47 PM	Friday
AIRASIAC77: CW AIRASIA GROUP BERHAD (MACQ)	509977	0.08	0.08	0.065	0.075	0	"93,874"	0.07	"22,300"	0.08	"14,735"	1-Mar-19	5:47 PM	Friday
MALAYSIA AIRPORTS HOLDINGS BHD	5014	8.18	8.18	8.1	8.12	-0.61	"8,671"	8.1	"4,763"	8.12	30	1-Mar-19	5:47 PM	Friday
AIRPORT-C2: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB)	5014C2	-	-	-	0.025	0	0	0	0	0	0	1-Mar-19	5:47 PM	Friday
AIRPORT-C3: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (AM)	5014C3	-	-	-	0.035	0	0	0	0	0	0	1-Mar-19	5:47 PM	Friday
AIRPORT-C4: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (CIMB)	5014C4	-	-	-	0.07	0	0	0.055	325	0.12	300	1-Mar-19	5:47 PM	Friday
AIRPORT-C5: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (MACQ)	5014C5	0.08	0.08	0.08	0.08	-5.88	400	0	0	0	0	1-Mar-19	5:47 PM	Friday
AIRPORT-C6: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB)	5014C6	-	-	-	0.16	0	0	0	0	0	0	1-Mar-19	5:47 PM	Friday
AIRPORT-C7: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (KIBB)	5014C7	-	-	-	0.12	0	0	0	0	0.175	400	1-Mar-19	5:47 PM	Friday
AMALGAMATED INDUSTRIAL STEEL	2682	0.26	0.26	0.26	0.26	0	180	0.26	161	0.29	79	1-Mar-19	5:47 PM	Friday
AJINOMOTO (M) BHD	2658	18.64	18.64	18.56	18.6	-0.21	52	18.6	4	18.64	25	1-Mar-19	5:47 PM	Friday
AJIYA BHD	7609	0.535	0.535	0.525	0.525	-1.87	"3,997"	0.52	530	0.525	1	1-Mar-19	5:47 PM	Friday
AJIYA BERHAD - WARRANTS 2016/2021	7609WA	0.095	0.095	0.095	0.095	5.56	350	0.09	"1,300"	0.095	366	1-Mar-19	5:47 PM	Friday
ALAM MARITIM RESOURCES BHD	5115	0.09	0.095	0.085	0.095	0	"53,618"	0.09	"15,798"	0.095	"9,668"	1-Mar-19	5:47 PM	Friday
AL-AQAR HEALTHCARE REIT	5116	1.4	1.4	1.37	1.37	1.48	436	1.35	25	1.37	24	1-Mar-19	5:47 PM	Friday
ALCOM GROUP BERHAD	2674	0.49	0.49	0.49	0.49	-2	162	0.49	402	0.515	200	1-Mar-19	5:47 PM	Friday
ALLIANZ MALAYSIA BHD	1163	14.38	14.38	14.28	14.3	0.14	313	14.3	154	14.68	12	1-Mar-19	5:47 PM	Friday
ALLIANZ MALAYSIA BHD-ICPS	1163PA	14.3	14.3	14.3	14.3	0.7	10	14.1	2	14.3	3	1-Mar-19	5:47 PM	Friday
AL-SALAM REAL ESTATE INVESTMENT TRUST	5269	0.805	0.81	0.795	0.805	0	141	0.805	52	0.815	5	1-Mar-19	5:47 PM	Friday
AMMB HOLDINGS BHD	1015	4.47	4.51	4.42	4.5	0.67	"28,821"	4.48	219	4.5	968	1-Mar-19	5:47 PM	Friday
AMBANK-C10: CW AMMB HOLDINGS BERHAD (CIMB)	101510	-	-	-	0.19	0	0	0	0	0.3	30	1-Mar-19	5:47 PM	Friday
AMBANK-C11: CW AMMB HOLDINGS BERHAD (MIBB)	101511	-	-	-	0.18	0	0	0	0	0	0	1-Mar-19	5:47 PM	Friday
AMBANK-C12: CW AMMB HOLDINGS BERHAD (RHB)	101512	-	-	-	0.15	0	0	0	0	0	0	1-Mar-19	5:47 PM	Friday
AMBANK-C13: CW AMMB HOLDINGS BERHAD (MACQ)	101513	0.095	0.095	0.095	0.095	0	200	0	0	0.155	5	1-Mar-19	5:47 PM	Friday
ASIA MEDIA GROUP BERHAD	159	0.16	0.165	0.16	0.165	3.12	"1,180"	0.16	"1,071"	0.165	"1,790"	1-Mar-19	5:47 PM	Friday
AMFIRST REITS	5120	0.53	0.535	0.53	0.53	0	"3,531"	0.53	"1,981"	0.535	400	1-Mar-19	5:47 PM	Friday
AMLEX HOLDINGS BERHAD	3011	-	-	-	0.18	0	0	0.01	500	0.17	500	1-Mar-19	5:47 PM	Friday
AMCORP PROPERTIES BERHAD	1007	0.525	0.53	0.52	0.525	0	775	0.525	474	0.53	549	1-Mar-19	5:47 PM	Friday
AMCORP PROPERTIES BERHAD - PREFERENCE SHARES A	1007PA	0.25	0.25	0.25	0.25	0	32	0.25	337	0.28	43	1-Mar-19	5:47 PM	Friday
AMCORP PROPERTIES BERHAD - PREFERENCE SHARES B	1007PB	0.5	0.58	0.5	0.58	0	32	0.58	84	0.62	12	1-Mar-19	5:47 PM	Friday
AMTEK HOLDINGS BHD	7051	0.31	0.31	0.27	0.275	-8.33	629	0.275	17	0.345	100	1-Mar-19	5:47 PM	Friday
AMTEL HOLDINGS BHD	7031	-	-	-	0.655	0	0	0.655	200	0.795	3	1-Mar-19	5:47 PM	Friday
AMVERTON BERHAD	5959	1	1	1	1	0	20	0.94	50	1	60	1-Mar-19	5:47 PM	Friday
AMWAY (M) HOLDINGS BHD	6351	6.27	6.27	6.15	6.15	-1.6	"1,823"	6.14	21	6.15	687	1-Mar-19	5:47 PM	Friday
ANALABS RESOURCES BHD	7083	-	-	-	1.2	0	0	1.1	100	1.27	110	1-Mar-19	5:47 PM	Friday
ANCOM BHD	4758	0.485	0.485	0.475	0.48	-1.03	467	0.48	100	0.495	80	1-Mar-19	5:47 PM	Friday
ANCOM LOGISTICS BERHAD	48	0.085	0.085	0.085	0.085	0	170	0.085	330	0.09	390	1-Mar-19	5:47 PM	Friday
ANN JOO RESOURCES BHD	6556	1.44	1.53	1.42	1.52	7.04	"28,716"	1.51	621	1.52	"1,104"	1-Mar-19	5:47 PM	Friday
ANN JOO RESOURCES BERHAD-REDEEMABLE CONVERTIBLE CUMULATIVE PREFERENCE SHARES 2016/2024	6556PA	0.5	0.5	0.5	0.5	6.38	8	0.43	20	0.735	160	1-Mar-19	5:47 PM	Friday
ANZO HOLDINGS BERHAD	9342	0.04	0.04	0.035	0.04	0	930	0.035	"185,236"	0.04	"71,404"	1-Mar-19	5:47 PM	Friday
ANZO HOLDINGS BERHAD-WARRANTS 2009/2019	9342WA	-	-	-	0.005	0	0	0	0	0.005	"39,480"	1-Mar-19	5:47 PM	Friday
ANZO HOLDINGS BERHAD-WARRANTS 2013/2023	9342WB	-	-	-	0.025	0	0	0.01	"22,800"	0.025	700	1-Mar-19	5:47 PM	Friday
ANZO HOLDINGS BERHAD - WARRANTS 2017/2020	9342WC	-	-	-	0.005	0	0	0	0	0.005	"31,277"	1-Mar-19	5:47 PM	Friday
APB RESOURCES BHD	5568	-	-	-	0.78	0	0	0.72	61	0.79	30	1-Mar-19	5:47 PM	Friday
APEX EQUITY HOLDINGS BHD	5088	1.02	1.02	1	1	-1.96	220	0.99	50	1.02	160	1-Mar-19	5:47 PM	Friday
APFT BERHAD	5194	0.015	0.015	0.015	0.015	-25	"11,200"	0.015	"323,165"	0.02	"148,134"	1-Mar-19	5:47 PM	Friday
APM AUTOMOTIVE HOLDINGS BHD	5015	3.1	3.1	3	3	-2.6	21	3	9	3.22	1	1-Mar-19	5:47 PM	Friday
APOLLO FOOD HOLDINGS BHD	6432	3.8	3.83	3.8	3.83	-0.78	160	3.83	16	3.86	20	1-Mar-19	5:47 PM	Friday
APPASIA BERHAD	119	0.09	0.09	0.085	0.09	-5.26	"10,330"	0.09	800	0.095	"3,634"	1-Mar-19	5:47 PM	Friday
APPASIA BERHAD - WARRANTS A	0119WA	0.04	0.04	0.04	0.04	0	965	0.035	"3,050"	0.04	"3,545"	1-Mar-19	5:47 PM	Friday
A-RANK BHD	7214	0.53	0.53	0.53	0.53	-0.93	690	0.525	222	0.53	519	1-Mar-19	5:47 PM	Friday
ARK RESOURCES HOLDINGS BERHAD	7007	0.45	0.495	0.445	0.45	16.88	182	0.45	97	0.495	93	1-Mar-19	5:47 PM	Friday
ARK RESOURCES HOLDINGS BERHAD - WARRANTS B 2011/2021	7007WB	-	-	-	0.09	0	0	0.02	"2,844"	0.39	1	1-Mar-19	5:47 PM	Friday
BUMI ARMADA BERHAD	5210	0.155	0.18	0.15	0.175	-2.78	"1,554,247"	0.175	"163,391"	0.18	"132,390"	1-Mar-19	5:47 PM	Friday
ARMADA-C40: CW BUMI ARMADA BERHAD (CIMB)	521040	-	-	-	0.005	0	0	0	0	0.005	"13,581"	1-Mar-19	5:47 PM	Friday
ARMADA-C42: CW BUMI ARMADA BERHAD (RHB)	521042	-	-	-	0.005	0	0	0	0	0	0	1-Mar-19	7:11 PM	Friday
ARMADA-C43: CW BUMI ARMADA BERHAD (MIBB)	521043	-	-	-	0.005	0	0	0	0	0.005	"33,715"	1-Mar-19	5:47 PM	Friday
ARMADA-C44: CW BUMI ARMADA BERHAD (AM)	521044	-	-	-	0.005	0	0	0	0	0	0	1-Mar-19	5:47 PM	Friday
ARMADA-C45: CW BUMI ARMADA BERHAD (KIBB)	521045	-	-	-	0.005	0	0	0	0	0.005	"50,957"	1-Mar-19	5:47 PM	Friday
ARMADA-C46: CW BUMI ARMADA BERHAD (MIBB)	521046	-	-	-	0.005	0	0	0	0	0.005	"23,140"	1-Mar-19	5:47 PM	Friday
ARMADA-C47: CW BUMI ARMADA BERHAD (MACQ)	521047	-	-	-	0.005	0	0	0	0	0	0	1-Mar-19	5:47 PM	Friday
ARMADA-C48: CW BUMI ARMADA BERHAD (RHB)	521048	-	-	-	0.005	0	0	0	0	0.005	"4,600"	1-Mar-19	5:47 PM	Friday
ARMADA-C49: CW BUMI ARMADA BERHAD (KIBB)	521049	0.005	0.01	0.005	0.01	0	"32,051"	0.005	"7,350"	0.01	"19,999"	1-Mar-19	5:47 PM	Friday
ARMADA-C50: CW BUMI ARMADA BERHAD (MACQ)	521050	0.01	0.01	0.01	0.01	-50	"2,000"	0.01	"30,000"	0.02	"1,000"	1-Mar-19	5:47 PM	Friday
AMANAHRAYA REITS	5127	0.845	0.85	0.84	0.84	-0.59	531	0.84	304	0.845	9	1-Mar-19	5:47 PM	Friday
ADVANCE SYNERGY BHD	1481	0.13	0.13	0.125	0.125	0	"3,307"	0.125	"10,786"	0.13	"7,300"	1-Mar-19	5:47 PM	Friday
ASDION BHD	68	0.245	0.25	0.24	0.24	-4	"24,808"	0.24	"7,276"	0.245	400	1-Mar-19	5:47 PM	Friday
ASDION BERHAD - WARRANTS 2014/2019	0068WB	-	-	-	0.005	0	0	0	0	0.005	"29,952"	1-Mar-19	5:47 PM	Friday
ASIA BRANDS BERHAD	7722	0.43	0.435	0.43	0.435	-7.45	150	0.435	50	0.465	99	1-Mar-19	5:47 PM	Friday
ASIA FILE CORPORATION BHD	7129	2.56	2.56	2.55	2.55	-1.54	60	2.55	53	2.56	60	1-Mar-19	5:47 PM	Friday
ASIAN PAC HOLDINGS BHD	4057	0.115	0.12	0.115	0.12	4.35	"13,426"	0.115	"1,960"	0.12	"7,157"	1-Mar-19	5:47 PM	Friday
ASIAN PAC HOLDINGS BERHAD- ICULS 2017/2022	4057LC	-	-	-	0.6	0	0	0.58	100	0.805	30	1-Mar-19	5:47 PM	Friday
ASIAN PAC HOLDINGS BERHAD - WARRANTS B 2017/2022	4057WB	-	-	-	0.055	0	0	0.035	855	0.055	562	1-Mar-19	5:47 PM	Friday
ASIA POLY HOLDINGS BHD	105	0.075	0.08	0.075	0.08	6.67	"10,962"	0.075	350	0.08	"6,088"	1-Mar-19	5:47 PM	Friday
ASIA POLY HOLDINGS BERHAD - ICPS A 2017/2022	0105PA	-	-	-	0.04	0	0	0.035	"26,501"	0.04	"5,159"	1-Mar-19	5:47 PM	Friday
ASIA POLY HOLDINGS BERHAD - WARRANTS A 2015/2020	0105WA	-	-	-	0.02	0	0	0.015	"11,900"	0.035	"9,946"	1-Mar-19	5:47 PM	Friday
ASIA POLY HOLDINGS BERHAD-WARRANTS B 2017/2022	0105WB	-	-	-	0.03	0	0	0.025	"8,300"	0.03	125	1-Mar-19	5:47 PM	Friday
ASTINO BHD	7162	0.69	0.695	0.69	0.69	-1.43	950	0.685	190	0.695	80	1-Mar-19	5:47 PM	Friday
ASTRO MALAYSIA HOLDINGS BERHAD	6399	1.64	1.65	1.63	1.64	0	"32,350"	1.64	"1,591"	1.65	357	1-Mar-19	5:47 PM	Friday
ASTRO-C10: CW ASTRO MALAYSIA HOLDINGS BERHAD (RHB)	639910	0.14	0.14	0.14	0.14	0	"6,000"	0	0	0	0	1-Mar-19	5:47 PM	Friday
ASTRO-C11: CW ASTRO MALAYSIA HOLDINGS BERHAD (KIBB)	639911	0.125	0.125	0.125	0.125	0	"2,000"	0	0	0	0	1-Mar-19	5:47 PM	Friday
ASTRO-C12: CW ASTRO MALAYSIA HOLDINGS BERHAD (MACQ)	639912	-	-	-	0.11	0	0	0	0	0	0	1-Mar-19	5:47 PM	Friday
ASTRO-C13: CW ASTRO MALAYSIA HOLDINGS BERHAD (MIBB)	639913	0.1	0.1	0.1	0.1	0	"4,000"	0	0	0	0	1-Mar-19	5:47 PM	Friday
AT SYSTEMATIZATION BHD	72	0.05	0.05	0.05	0.05	0	"12,950"	0.045	"28,651"	0.05	744	1-Mar-19	5:47 PM	Friday
AT SYSTEMATIZATION BERHAD-WARRANTS B 16/19	0072WB	-	-	-	0.005	0	0	0	0	0.005	"10,000"	1-Mar-19	5:47 PM	Friday
ATA IMS BERHAD	8176	1.8	1.8	1.72	1.73	-1.14	"15,063"	1.73	740	1.75	"2,847"	1-Mar-19	5:47 PM	Friday
ATLAN HOLDINGS BHD	7048	-	-	-	4.4	0	0	4.35	5	4.38	10	1-Mar-19	5:47 PM	Friday
ATRIUM REITS	5130	1.12	1.12	1.11	1.11	0	150	1.11	130	1.13	337	1-Mar-19	5:47 PM	Friday
ATTA GLOBAL GROUP BERHAD	7099	0.605	0.605	0.6	0.6	-1.64	221	0.6	31	0.625	20	1-Mar-19	5:47 PM	Friday
ATTA GLOBAL GROUP BERHAD - ICULS 12/22	7099LA	0.07	0.075	0.07	0.075	7.14	"21,226"	0.075	99	0.08	"4,292"	1-Mar-19	5:47 PM	Friday
ATTA GLOBAL GROUP BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2017/2022	7099PA	0.125	0.125	0.125	0.125	0	100	0.125	199	0.14	200	1-Mar-19	5:47 PM	Friday
ATTA GLOBAL GROUP BERHAD-WARRANTS 12/22	7099WB	-	-	-	0.09	0	0	0.08	150	0.135	127	1-Mar-19	5:47 PM	Friday
ATTA GLOBAL GROUP BERHAD - WARRANTS  C  2014/2024	7099WC	-	-	-	0.095	0	0	0.08	481	0.175	127	1-Mar-19	5:47 PM	Friday
ATURMAJU RESOURCES BHD	7181	0.345	0.375	0.325	0.365	5.8	"18,899"	0.365	601	0.37	"1,061"	1-Mar-19	5:47 PM	Friday
ATURMAJU RESOURCES BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2019/2024	7181PA	0.07	0.095	0.065	0.095	46.15	"159,906"	0.095	40	0.1	"10,000"	1-Mar-19	5:47 PM	Friday
AVILLION BERHAD	8885	0.235	0.235	0.235	0.235	-2.08	50	0.235	410	0.24	38	1-Mar-19	5:47 PM	Friday
AWC BERHAD	7579	0.725	0.755	0.725	0.745	2.05	"6,655"	0.745	14	0.75	405	1-Mar-19	5:47 PM	Friday
AWC BERHAD - WARRANTS 2018/2023	7579WA	0.195	0.205	0.19	0.2	0	"2,961"	0.2	"1,491"	0.205	"1,416"	1-Mar-19	5:47 PM	Friday
AXIATA GROUP BERHAD	6888	4.18	4.23	4.12	4.19	0.72	"30,979"	4.19	"18,454"	4.21	10	1-Mar-19	5:47 PM	Friday
AXIATA-C28: CW AXIATA GROUP BERHAD (CIMB)	688828	-	-	-	0.02	0	0	0	0	0	0	1-Mar-19	5:47 PM	Friday
AXIATA-C29: CW AXIATA GROUP BERHAD (KIBB)	688829	-	-	-	0.005	0	0	0	0	0	0	1-Mar-19	5:47 PM	Friday
AXIATA-C30: CW AXIATA GROUP BERHAD (MIBB)	688830	0.04	0.04	0.04	0.04	0	"2,999"	0	0	0	0	1-Mar-19	5:47 PM	Friday
AXIATA-C31: CW AXIATA GROUP BERHAD (AM)	688831	-	-	-	0.04	0	0	0	0	0	0	1-Mar-19	5:47 PM	Friday
AXIATA-C32: CW AXIATA GROUP BERHAD (RHB)	688832	0.12	0.125	0.12	0.125	4.17	"4,000"	0	0	0	0	1-Mar-19	5:47 PM	Friday
AXIATA-C33: CW AXIATA GROUP BERHAD (MACQ)	688833	0.185	0.19	0.185	0.185	2.78	"1,700"	0.115	100	0	0	1-Mar-19	5:47 PM	Friday
AXIATA-C34: CW AXIATA GROUP BERHAD (CIMB)	688834	-	-	-	0.18	0	0	0	0	0.35	30	1-Mar-19	5:47 PM	Friday
AXIATA-C35: CW AXIATA GROUP BERHAD (KIBB)	688835	0.16	0.165	0.16	0.16	6.67	"1,700"	0	0	0.18	600	1-Mar-19	5:47 PM	Friday
AXIATA-C36: CW AXIATA GROUP BERHAD (RHB)	688836	0.19	0.195	0.19	0.19	-7.32	"12,000"	0.125	50	0	0	1-Mar-19	5:47 PM	Friday
AXIS REITS	5106	1.74	1.74	1.72	1.73	-0.57	"4,990"	1.73	"4,665"	1.74	113	1-Mar-19	5:47 PM	Friday
AYER HOLDINGS BERHAD	2305	-	-	-	4.2	0	0	4.2	12	5.3	10	1-Mar-19	5:47 PM	Friday
AYS VENTURES BHD	5021	0.335	0.35	0.335	0.35	1.45	982	0.335	973	0.35	538	1-Mar-19	5:47 PM	Friday
