Company	Stock_Code	Open	High	Low	Last	Chg_Perc	Vol_in'00	Buy	Buy_Vol_in'00	Sell	Sell_Vol_in'00	Date	Time	Day
AIRASIA X BERHAD	5238	0.26	0.265	0.26	0.26	0	"70,262"	0.26	"77,761"	0.265	"59,112"	25-Feb-19	11:37 AM	Monday
AAX-C20: CW AIRASIA X BERHAD (RHB)	523820	-	-	-	0.005	0	0	0	0	0.005	"3,000"	25-Feb-19	11:37 AM	Monday
AAX-C21: CW AIRASIA X BERHAD (MACQ)	523821	-	-	-	0.005	0	0	0.005	"5,000"	0.02	200	25-Feb-19	11:37 AM	Monday
AIRASIA X BERHAD - WARRANTS  A  2015/2020	5238WA	0.055	0.06	0.055	0.06	0	"7,164"	0.055	"25,066"	0.06	"3,412"	25-Feb-19	11:37 AM	Monday
ABF MALAYSIA BOND INDEX FUND	0800EA	-	-	-	1.17	0	0	1.161	"1,000"	1.166	"1,000"	25-Feb-19	11:37 AM	Monday
ABLEGROUP BERHAD	7086	0.075	0.075	0.07	0.07	-12.5	310	0.07	"12,900"	0.075	200	25-Feb-19	11:37 AM	Monday
ALLIANCE BANK MALAYSIA BERHAD	2488	4.23	4.26	4.23	4.24	-0.24	481	4.24	46	4.25	76	25-Feb-19	11:37 AM	Monday
ABMB-CX: CW ALLIANCE BANK MALAYSIA BERHAD (RHB)	2488CX	-	-	-	0.005	0	0	0	0	0	0	25-Feb-19	11:37 AM	Monday
ABMB-CY: CW ALLIANCE BANK MALAYSIA BERHAD (MIBB)	2488CY	-	-	-	0.1	0	0	0.11	700	0.12	700	25-Feb-19	11:37 AM	Monday
ACME HOLDINGS BERHAD	7131	-	-	-	0.23	0	0	0.25	100	0.3	47	25-Feb-19	11:37 AM	Monday
ACOUSTECH BHD	7120	0.43	0.43	0.425	0.425	-1.16	"1,530"	0.42	900	0.425	362	25-Feb-19	11:37 AM	Monday
ADVANCECON HOLDINGS BERHAD	5281	0.36	0.37	0.355	0.365	2.82	"12,850"	0.365	"1,157"	0.37	"4,197"	25-Feb-19	11:37 AM	Monday
ADVENTA BHD	7191	0.365	0.365	0.365	0.365	4.29	240	0.365	40	0.37	150	25-Feb-19	11:37 AM	Monday
ADVANCED PACKAGING TECHNOLOGY	9148	-	-	-	1.93	0	0	1.93	30	2.1	46	25-Feb-19	11:51 AM	Monday
AE MULTI HOLDINGS BHD	7146	0.115	0.12	0.115	0.12	0	700	0.115	"5,045"	0.12	90	25-Feb-19	11:51 AM	Monday
AE MULTI HOLDINGS BERHAD-WARRANTS 2014/2019	7146WA	-	-	-	0.005	0	0	0.005	"18,300"	0.01	"35,822"	25-Feb-19	11:51 AM	Monday
AEMULUS HOLDINGS BERHAD	181	0.265	0.265	0.25	0.26	0	"10,132"	0.255	170	0.26	"2,784"	25-Feb-19	11:51 AM	Monday
AEON CO. (M) BHD	6599	1.57	1.63	1.56	1.61	2.55	"31,100"	1.61	563	1.62	"1,004"	25-Feb-19	11:51 AM	Monday
AEON-CN: CW AEON CO. (M) BERHAD (MIBB)	6599CN	-	-	-	0.015	0	0	0	0	0.005	"2,000"	25-Feb-19	11:51 AM	Monday
AEON-CO: CW AEON CO. (M) BERHAD (CIMB)	6599CO	0.06	0.065	0.06	0.06	-7.69	"5,503"	0.06	300	0.065	"2,000"	25-Feb-19	11:51 AM	Monday
AEON-CP: CW AEON CO (M) BERHAD (RHB)	6599CP	-	-	-	0.05	0	0	0.06	"1,600"	0.065	"2,300"	25-Feb-19	11:51 AM	Monday
AEON-CQ: CW AEON CO. (M) BERHAD (KIBB)	6599CQ	0.04	0.04	0.04	0.04	14.29	220	0.035	"2,000"	0.04	"2,000"	25-Feb-19	11:51 AM	Monday
AEON CREDIT SERVICE (M) BHD	5139	17.16	17.16	16.76	16.92	-0.47	349	16.9	15	16.94	8	25-Feb-19	11:51 AM	Monday
AEON CREDIT SERVICE (M) BERHAD - ICULS 2017/2020	5139LA	-	-	-	1.51	0	0	1.52	140	1.54	5	25-Feb-19	11:51 AM	Monday
AFFIN BANK BERHAD	5185	2.3	2.31	2.3	2.31	0	797	2.3	170	2.31	156	25-Feb-19	11:51 AM	Monday
ABM FUJIYA BERHAD	5198	0.51	0.605	0.455	0.48	-5.88	"2,236"	0.49	90	0.53	"1,130"	25-Feb-19	11:51 AM	Monday
AHB HOLDINGS BHD	7315	0.135	0.135	0.13	0.135	-3.57	"4,670"	0.135	46	0.14	"1,300"	25-Feb-19	11:51 AM	Monday
AHB HOLDINGS BERHAD - WARRANTS B 2014/2019	7315WB	0.01	0.01	0.005	0.005	-50	"10,568"	0.005	"3,830"	0.01	"18,985"	25-Feb-19	11:51 AM	Monday
APEX HEALTHCARE BHD	7090	8.8	8.8	8.66	8.73	-0.8	70	8.68	15	8.8	21	25-Feb-19	11:51 AM	Monday
AMANAH HARTA TANAH PNB	4952	0.76	0.76	0.76	0.76	0.66	131	0.75	68	0.76	5	25-Feb-19	11:51 AM	Monday
ADVANCE INFORMATION MARKETING	122	-	-	-	0.28	0	0	0.235	500	0.395	50	25-Feb-19	11:51 AM	Monday
AIRASIA GROUP BERHAD	5099	3.13	3.15	3.11	3.11	-0.64	"13,606"	3.11	32	3.12	265	25-Feb-19	11:51 AM	Monday
AIRASIAC59: CW AIRASIA GROUP BERHAD (MACQ)	509959	-	-	-	0.025	0	0	0.01	"5,000"	0.035	200	25-Feb-19	11:51 AM	Monday
AIRASIAC65: CW AIRASIA GROUP BERHAD (CIMB)	509965	0.01	0.01	0.01	0.01	-33.33	110	0.01	"4,890"	0.015	"2,731"	25-Feb-19	11:51 AM	Monday
AIRASIAC67: CW AIRASIA GROUP BERHAD (CIMB)	509967	-	-	-	0.21	0	0	0.205	142	0.215	297	25-Feb-19	11:51 AM	Monday
AIRASIAC68: CW AIRASIA GROUP BERHAD (MACQ)	509968	-	-	-	0.05	0	0	0.035	"1,047"	0.06	"1,100"	25-Feb-19	11:51 AM	Monday
AIRASIAC69: CW AIRASIA GROUP BERHAD (MACQ)	509969	-	-	-	0.135	0	0	0.095	"1,000"	0.12	100	25-Feb-19	11:51 AM	Monday
AIRASIAC70: CW AIRASIA GROUP BERHAD (AM)	509970	0.065	0.065	0.065	0.065	0	"2,900"	0.06	"5,000"	0.065	"5,000"	25-Feb-19	11:51 AM	Monday
AIRASIAC71: CW AIRASIA GROUP BERHAD (CIMB)	509971	0.165	0.17	0.165	0.165	0	"10,008"	0.165	165	0.18	"1,000"	25-Feb-19	11:51 AM	Monday
AIRASIAC72: CW AIRASIA GROUP BERHAD (MACQ)	509972	-	-	-	0.26	0	0	0.255	100	0.27	150	25-Feb-19	11:51 AM	Monday
AIRASIAC73: CW AIRASIA GROUP BERHAD (KIBB)	509973	0.31	0.31	0.31	0.31	1.64	"4,000"	0.3	"1,000"	0.305	"1,000"	25-Feb-19	11:51 AM	Monday
AIRASIAC74: CW AIRASIA GROUP BERHAD (MACQ)	509974	-	-	-	0.47	0	0	0.395	100	0.42	100	25-Feb-19	11:51 AM	Monday
AIRASIAC75: CW AIRASIA GROUP BERHAD (AM)	509975	-	-	-	0.21	0	0	0.19	"5,000"	0.195	"5,000"	25-Feb-19	11:51 AM	Monday
AIRASIAC76: CW AIRASIA GROUP BERHAD (MIBB)	509976	0.11	0.11	0.11	0.11	-4.35	"1,200"	0.105	"2,500"	0.11	"2,500"	25-Feb-19	11:51 AM	Monday
AIRASIAC77: CW AIRASIA GROUP BERHAD (MACQ)	509977	0.13	0.135	0.13	0.13	0	"2,950"	0.125	"8,500"	0.13	"1,000"	25-Feb-19	11:51 AM	Monday
MALAYSIA AIRPORTS HOLDINGS BHD	5014	8.21	8.45	8.17	8.37	2.07	"14,331"	8.37	31	8.38	13	25-Feb-19	11:51 AM	Monday
AIRPORT-C2: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB)	5014C2	-	-	-	0.025	0	0	0.005	"2,000"	0.01	"2,000"	25-Feb-19	11:51 AM	Monday
AIRPORT-C3: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (AM)	5014C3	-	-	-	0.035	0	0	0.015	"1,000"	0.025	"1,000"	25-Feb-19	11:51 AM	Monday
AIRPORT-C4: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (CIMB)	5014C4	-	-	-	0.06	0	0	0.075	446	0.09	349	25-Feb-19	11:51 AM	Monday
AIRPORT-C5: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (MACQ)	5014C5	-	-	-	0.09	0	0	0.1	300	0.105	100	25-Feb-19	11:51 AM	Monday
AIRPORT-C6: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB)	5014C6	0.16	0.16	0.16	0.16	10.34	350	0.16	"3,000"	0.165	"3,000"	25-Feb-19	11:51 AM	Monday
AIRPORT-C7: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (KIBB)	5014C7	-	-	-	0.115	0	0	0.135	200	0.14	180	25-Feb-19	11:51 AM	Monday
AMALGAMATED INDUSTRIAL STEEL	2682	-	-	-	0.265	0	0	0.26	152	0.295	252	25-Feb-19	11:51 AM	Monday
AJINOMOTO (M) BHD	2658	18.82	18.82	18.8	18.82	0.11	70	18.8	37	18.82	13	25-Feb-19	11:51 AM	Monday
AJIYA BHD	7609	0.54	0.54	0.54	0.54	0	50	0.54	700	0.55	300	25-Feb-19	11:51 AM	Monday
AJIYA BERHAD - WARRANTS 2016/2021	7609WA	0.105	0.105	0.105	0.105	0	50	0.095	300	0.105	830	25-Feb-19	11:51 AM	Monday
ALAM MARITIM RESOURCES BHD	5115	0.105	0.11	0.105	0.11	4.76	"29,322"	0.105	"24,427"	0.11	"25,992"	25-Feb-19	11:51 AM	Monday
AL-AQAR HEALTHCARE REIT	5116	1.33	1.33	1.32	1.33	0	"2,833"	1.32	"2,085"	1.33	86	25-Feb-19	11:51 AM	Monday
ALCOM GROUP BERHAD	2674	0.5	0.5	0.495	0.495	-1	"1,820"	0.5	35	0.52	790	25-Feb-19	11:51 AM	Monday
ALLIANZ MALAYSIA BHD	1163	14.44	14.5	14.4	14.44	-0.28	122	14.42	7	14.48	20	25-Feb-19	11:51 AM	Monday
ALLIANZ MALAYSIA BHD-ICPS	1163PA	-	-	-	14.5	0	0	14	100	0	0	25-Feb-19	11:51 AM	Monday
AL-SALAM REAL ESTATE INVESTMENT TRUST	5269	0.8	0.8	0.8	0.8	0	176	0.8	334	0.815	12	25-Feb-19	11:51 AM	Monday
AMMB HOLDINGS BHD	1015	4.58	4.58	4.56	4.57	-0.22	876	4.56	447	4.57	549	25-Feb-19	11:51 AM	Monday
AMBANK-C10: CW AMMB HOLDINGS BERHAD (CIMB)	101510	0.19	0.19	0.19	0.19	-5	300	0.19	731	0.2	892	25-Feb-19	11:51 AM	Monday
AMBANK-C11: CW AMMB HOLDINGS BERHAD (MIBB)	101511	-	-	-	0.18	0	0	0.175	"1,000"	0.185	"1,000"	25-Feb-19	11:51 AM	Monday
AMBANK-C12: CW AMMB HOLDINGS BERHAD (RHB)	101512	-	-	-	0.155	0	0	0.15	"1,000"	0.155	"1,000"	25-Feb-19	11:51 AM	Monday
AMBANK-C13: CW AMMB HOLDINGS BERHAD (MACQ)	101513	-	-	-	0.11	0	0	0.105	"2,000"	0.11	"3,500"	25-Feb-19	11:51 AM	Monday
ASIA MEDIA GROUP BERHAD	159	0.16	0.16	0.155	0.155	0	"10,660"	0.155	"1,000"	0.16	"2,069"	25-Feb-19	11:51 AM	Monday
AMFIRST REITS	5120	0.535	0.535	0.525	0.535	0	"2,893"	0.535	166	0.54	571	25-Feb-19	11:51 AM	Monday
AMLEX HOLDINGS BERHAD	3011	-	-	-	0.18	0	0	0.01	500	0.17	500	25-Feb-19	11:51 AM	Monday
AMCORP PROPERTIES BERHAD	1007	0.525	0.525	0.52	0.525	0	117	0.525	284	0.54	9	25-Feb-19	11:51 AM	Monday
AMCORP PROPERTIES BERHAD - PREFERENCE SHARES A	1007PA	0.25	0.25	0.25	0.25	-1.96	5	0.25	80	0.28	13	25-Feb-19	11:51 AM	Monday
AMCORP PROPERTIES BERHAD - PREFERENCE SHARES B	1007PB	-	-	-	0.58	0	0	0.44	100	0.62	12	25-Feb-19	11:51 AM	Monday
AMTEK HOLDINGS BHD	7051	-	-	-	0.28	0	0	0.26	500	0.28	200	25-Feb-19	11:51 AM	Monday
AMTEL HOLDINGS BHD	7031	0.655	0.655	0.655	0.655	0	10	0.655	190	0.795	3	25-Feb-19	11:51 AM	Monday
AMVERTON BERHAD	5959	-	-	-	1	0	0	0.98	50	1.08	10	25-Feb-19	11:51 AM	Monday
AMWAY (M) HOLDINGS BHD	6351	6.15	6.15	6.1	6.1	0	7	6.02	15	6.15	129	25-Feb-19	11:51 AM	Monday
ANALABS RESOURCES BHD	7083	-	-	-	1.24	0	0	1.2	30	1.24	20	25-Feb-19	11:51 AM	Monday
ANCOM BHD	4758	0.52	0.52	0.5	0.5	0	650	0.5	160	0.505	599	25-Feb-19	11:51 AM	Monday
ANCOM LOGISTICS BERHAD	48	-	-	-	0.09	0	0	0.09	300	0.095	"1,000"	25-Feb-19	11:51 AM	Monday
ANN JOO RESOURCES BHD	6556	1.5	1.59	1.49	1.57	5.37	"20,735"	1.57	761	1.58	614	25-Feb-19	11:51 AM	Monday
ANN JOO RESOURCES BERHAD-REDEEMABLE CONVERTIBLE CUMULATIVE PREFERENCE SHARES 2016/2024	6556PA	-	-	-	0.43	0	0	0.425	30	0.72	160	25-Feb-19	11:51 AM	Monday
ANZO HOLDINGS BERHAD	9342	0.04	0.04	0.04	0.04	0	"3,000"	0.035	"207,209"	0.04	"61,564"	25-Feb-19	11:51 AM	Monday
ANZO HOLDINGS BERHAD-WARRANTS 2009/2019	9342WA	-	-	-	0.005	0	0	0	0	0.005	"39,981"	25-Feb-19	11:51 AM	Monday
ANZO HOLDINGS BERHAD-WARRANTS 2013/2023	9342WB	-	-	-	0.025	0	0	0.015	"2,000"	0.025	700	25-Feb-19	11:51 AM	Monday
ANZO HOLDINGS BERHAD - WARRANTS 2017/2020	9342WC	0.005	0.005	0.005	0.005	0	800	0	0	0.005	"16,227"	25-Feb-19	11:51 AM	Monday
APB RESOURCES BHD	5568	-	-	-	0.785	0	0	0.71	50	0.79	70	25-Feb-19	11:51 AM	Monday
APEX EQUITY HOLDINGS BHD	5088	-	-	-	0.995	0	0	0.995	50	1.03	130	25-Feb-19	11:51 AM	Monday
APFT BERHAD	5194	0.025	0.025	0.02	0.02	0	"5,700"	0.015	"302,575"	0.02	"10,700"	25-Feb-19	11:51 AM	Monday
APM AUTOMOTIVE HOLDINGS BHD	5015	-	-	-	2.93	0	0	2.95	50	3.1	20	25-Feb-19	11:51 AM	Monday
APOLLO FOOD HOLDINGS BHD	6432	-	-	-	3.92	0	0	3.88	2	3.94	4	25-Feb-19	11:51 AM	Monday
APPASIA BERHAD	119	0.105	0.11	0.105	0.105	0	"2,230"	0.1	"3,200"	0.105	"1,490"	25-Feb-19	11:51 AM	Monday
APPASIA BERHAD - WARRANTS A	0119WA	0.05	0.05	0.05	0.05	0	300	0.045	"2,700"	0.055	"3,522"	25-Feb-19	11:51 AM	Monday
A-RANK BHD	7214	0.53	0.53	0.53	0.53	-3.64	118	0.53	547	0.54	400	25-Feb-19	11:51 AM	Monday
ARK RESOURCES HOLDINGS BERHAD	7007	-	-	-	0.38	0	0	0.4	50	0.48	150	25-Feb-19	11:51 AM	Monday
ARK RESOURCES HOLDINGS BERHAD - WARRANTS B 2011/2021	7007WB	-	-	-	0.09	0	0	0.02	"1,100"	0.39	1	25-Feb-19	11:51 AM	Monday
BUMI ARMADA BERHAD	5210	0.2	0.21	0.2	0.205	2.5	"195,807"	0.205	"118,372"	0.21	"238,990"	25-Feb-19	11:51 AM	Monday
ARMADA-C40: CW BUMI ARMADA BERHAD (CIMB)	521040	-	-	-	0.005	0	0	0	0	0.005	"10,500"	25-Feb-19	11:51 AM	Monday
ARMADA-C42: CW BUMI ARMADA BERHAD (RHB)	521042	-	-	-	0.005	0	0	0	0	0	0	25-Feb-19	11:51 AM	Monday
ARMADA-C43: CW BUMI ARMADA BERHAD (MIBB)	521043	-	-	-	0.005	0	0	0	0	0.005	"39,215"	25-Feb-19	11:51 AM	Monday
ARMADA-C44: CW BUMI ARMADA BERHAD (AM)	521044	-	-	-	0.005	0	0	0	0	0.005	"44,370"	25-Feb-19	11:51 AM	Monday
ARMADA-C45: CW BUMI ARMADA BERHAD (KIBB)	521045	-	-	-	0.005	0	0	0	0	0.005	"47,164"	25-Feb-19	11:51 AM	Monday
ARMADA-C46: CW BUMI ARMADA BERHAD (MIBB)	521046	-	-	-	0.005	0	0	0	0	0.005	"32,650"	25-Feb-19	11:51 AM	Monday
ARMADA-C47: CW BUMI ARMADA BERHAD (MACQ)	521047	-	-	-	0.005	0	0	0.005	"5,000"	0.02	100	25-Feb-19	11:51 AM	Monday
ARMADA-C48: CW BUMI ARMADA BERHAD (RHB)	521048	-	-	-	0.005	0	0	0	0	0.005	"2,040"	25-Feb-19	11:51 AM	Monday
ARMADA-C49: CW BUMI ARMADA BERHAD (KIBB)	521049	-	-	-	0.015	0	0	0.01	"35,000"	0.015	"38,000"	25-Feb-19	11:51 AM	Monday
ARMADA-C50: CW BUMI ARMADA BERHAD (MACQ)	521050	0.025	0.025	0.025	0.025	25	"1,396"	0.02	"54,431"	0.025	"5,570"	25-Feb-19	11:51 AM	Monday
AMANAHRAYA REITS	5127	-	-	-	0.84	0	0	0.84	565	0.85	784	25-Feb-19	11:51 AM	Monday
ADVANCE SYNERGY BHD	1481	0.135	0.14	0.135	0.135	0	"10,628"	0.135	"4,545"	0.14	"14,985"	25-Feb-19	11:51 AM	Monday
ASDION BHD	68	0.225	0.23	0.225	0.225	-2.17	"7,311"	0.22	"4,136"	0.225	26	25-Feb-19	11:51 AM	Monday
ASDION BERHAD - WARRANTS 2014/2019	0068WB	-	-	-	0.005	0	0	0	0	0.005	"11,973"	25-Feb-19	11:51 AM	Monday
ASIA BRANDS BERHAD	7722	0.39	0.415	0.39	0.415	10.67	"1,690"	0.4	200	0.415	114	25-Feb-19	11:51 AM	Monday
ASIA FILE CORPORATION BHD	7129	2.61	2.61	2.61	2.61	0	50	2.56	5	2.63	30	25-Feb-19	11:51 AM	Monday
ASIAN PAC HOLDINGS BHD	4057	0.12	0.125	0.12	0.125	4.17	736	0.12	"5,990"	0.125	"7,712"	25-Feb-19	11:51 AM	Monday
ASIAN PAC HOLDINGS BERHAD- ICULS 2017/2022	4057LC	-	-	-	0.6	0	0	0.6	100	0.805	30	25-Feb-19	11:51 AM	Monday
ASIAN PAC HOLDINGS BERHAD - WARRANTS B 2017/2022	4057WB	0.045	0.045	0.045	0.045	-10	150	0.04	"1,000"	0.045	718	25-Feb-19	11:51 AM	Monday
ASIA POLY HOLDINGS BHD	105	-	-	-	0.085	0	0	0.08	400	0.085	"13,395"	25-Feb-19	11:51 AM	Monday
ASIA POLY HOLDINGS BERHAD - ICPS A 2017/2022	0105PA	-	-	-	0.04	0	0	0.035	"25,673"	0.045	"30,833"	25-Feb-19	11:51 AM	Monday
ASIA POLY HOLDINGS BERHAD - WARRANTS A 2015/2020	0105WA	-	-	-	0.035	0	0	0.02	500	0.035	"8,249"	25-Feb-19	11:51 AM	Monday
ASIA POLY HOLDINGS BERHAD-WARRANTS B 2017/2022	0105WB	-	-	-	0.035	0	0	0.03	"11,000"	0.035	"2,015"	25-Feb-19	11:51 AM	Monday
ASTINO BHD	7162	0.7	0.7	0.7	0.7	0	671	0.7	315	0.73	100	25-Feb-19	11:51 AM	Monday
ASTRO MALAYSIA HOLDINGS BERHAD	6399	1.65	1.67	1.64	1.66	0.61	"3,023"	1.66	279	1.67	639	25-Feb-19	11:51 AM	Monday
ASTRO-C10: CW ASTRO MALAYSIA HOLDINGS BERHAD (RHB)	639910	0.15	0.15	0.15	0.15	3.45	"3,000"	0.15	"5,000"	0.155	"5,000"	25-Feb-19	11:51 AM	Monday
ASTRO-C11: CW ASTRO MALAYSIA HOLDINGS BERHAD (KIBB)	639911	0.13	0.13	0.13	0.13	0	"1,000"	0.13	"2,000"	0.135	"2,000"	25-Feb-19	11:51 AM	Monday
ASTRO-C12: CW ASTRO MALAYSIA HOLDINGS BERHAD (MACQ)	639912	-	-	-	0.115	0	0	0.115	500	0.12	"1,300"	25-Feb-19	11:51 AM	Monday
ASTRO-C13: CW ASTRO MALAYSIA HOLDINGS BERHAD (MIBB)	639913	0.105	0.105	0.105	0.105	0	"2,000"	0.105	"2,000"	0.11	"2,000"	25-Feb-19	11:51 AM	Monday
AT SYSTEMATIZATION BHD	72	0.055	0.055	0.055	0.055	10	"2,200"	0.05	"31,792"	0.055	"3,783"	25-Feb-19	11:51 AM	Monday
AT SYSTEMATIZATION BERHAD-WARRANTS B 16/19	0072WB	-	-	-	0.005	0	0	0	0	0.01	"31,470"	25-Feb-19	11:51 AM	Monday
ATA IMS BERHAD	8176	1.8	1.81	1.8	1.81	0.56	"1,404"	1.8	268	1.81	104	25-Feb-19	11:51 AM	Monday
ATLAN HOLDINGS BHD	7048	-	-	-	4.4	0	0	4.36	10	4.4	65	25-Feb-19	11:51 AM	Monday
ATRIUM REITS	5130	1.12	1.12	1.12	1.12	0	54	1.12	75	1.13	709	25-Feb-19	11:51 AM	Monday
ATTA GLOBAL GROUP BERHAD	7099	-	-	-	0.725	0	0	0.705	120	0.725	100	25-Feb-19	11:51 AM	Monday
ATTA GLOBAL GROUP BERHAD - ICULS 12/22	7099LA	0.11	0.11	0.11	0.11	-8.33	220	0.105	200	0.11	56	25-Feb-19	11:51 AM	Monday
ATTA GLOBAL GROUP BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2017/2022	7099PA	0.15	0.15	0.15	0.15	-11.76	500	0.14	200	0.165	500	25-Feb-19	11:51 AM	Monday
ATTA GLOBAL GROUP BERHAD-WARRANTS 12/22	7099WB	0.115	0.115	0.115	0.115	0	300	0.11	230	0.135	127	25-Feb-19	11:51 AM	Monday
ATTA GLOBAL GROUP BERHAD - WARRANTS  C  2014/2024	7099WC	-	-	-	0.095	0	0	0.1	180	0.18	198	25-Feb-19	11:51 AM	Monday
ATURMAJU RESOURCES BHD	7181	0.295	0.31	0.295	0.31	5.08	"2,436"	0.31	100	0.315	300	25-Feb-19	11:51 AM	Monday
ATURMAJU RESOURCES BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2019/2024	7181PA	0.055	0.055	0.05	0.055	10	"15,800"	0.05	"32,320"	0.055	"4,351"	25-Feb-19	11:51 AM	Monday
AVILLION BERHAD	8885	-	-	-	0.245	0	0	0.235	"1,008"	0.245	80	25-Feb-19	11:51 AM	Monday
AWC BERHAD	7579	0.755	0.77	0.75	0.755	1.34	"11,216"	0.755	394	0.76	545	25-Feb-19	11:51 AM	Monday
AWC BERHAD - WARRANTS 2018/2023	7579WA	0.21	0.215	0.205	0.205	-2.38	"3,307"	0.205	"1,593"	0.21	773	25-Feb-19	11:51 AM	Monday
AXIATA GROUP BERHAD	6888	4.01	4.17	4.01	4.15	-2.35	"16,300"	4.15	"1,585"	4.16	"2,625"	25-Feb-19	11:51 AM	Monday
AXIATA-C28: CW AXIATA GROUP BERHAD (CIMB)	688828	-	-	-	0.02	0	0	0.02	"1,000"	0.03	"1,000"	25-Feb-19	11:51 AM	Monday
AXIATA-C29: CW AXIATA GROUP BERHAD (KIBB)	688829	-	-	-	0.005	0	0	0.005	"2,000"	0.01	"2,000"	25-Feb-19	11:51 AM	Monday
AXIATA-C30: CW AXIATA GROUP BERHAD (MIBB)	688830	-	-	-	0.05	0	0	0.04	"1,500"	0.045	"1,500"	25-Feb-19	11:51 AM	Monday
AXIATA-C31: CW AXIATA GROUP BERHAD (AM)	688831	-	-	-	0.04	0	0	0.02	"2,000"	0.025	"2,000"	25-Feb-19	11:51 AM	Monday
AXIATA-C32: CW AXIATA GROUP BERHAD (RHB)	688832	-	-	-	0.135	0	0	0.12	"2,000"	0.125	"2,000"	25-Feb-19	11:51 AM	Monday
AXIATA-C33: CW AXIATA GROUP BERHAD (MACQ)	688833	0.175	0.18	0.175	0.18	-10	"2,948"	0.18	"5,000"	0.185	"5,000"	25-Feb-19	11:51 AM	Monday
AXIATA-C34: CW AXIATA GROUP BERHAD (CIMB)	688834	0.165	0.175	0.165	0.175	-12.5	"1,802"	0.175	"1,000"	0.18	"1,500"	25-Feb-19	11:51 AM	Monday
AXIATA-C35: CW AXIATA GROUP BERHAD (KIBB)	688835	0.16	0.16	0.16	0.16	-11.11	500	0.155	"5,000"	0.16	"5,000"	25-Feb-19	11:51 AM	Monday
AXIATA-C36: CW AXIATA GROUP BERHAD (RHB)	688836	-	-	-	0.205	0	0	0.19	"2,000"	0.195	"2,000"	25-Feb-19	11:51 AM	Monday
AXIS REITS	5106	1.73	1.73	1.71	1.71	-1.16	972	1.71	543	1.72	88	25-Feb-19	11:51 AM	Monday
