Company	Stock_Code	Open	High	Low	Last	Chg_Perc	Vol_in'00	Buy	Buy_Vol_in'00	Sell	Sell_Vol_in'00	Date	Time	Day
AIRASIAC75: CW AIRASIA GROUP BERHAD (AM)	509975	0.125	0.125	0.125	0.125	-3.85	"1,200"	0.12	"3,000"	0.125	"4,000"	5-Mar-19	10:36 AM	Tuesday
AIRASIAC76: CW AIRASIA GROUP BERHAD (MIBB)	509976	-	-	-	0.075	0	0	0.065	"2,500"	0.075	"2,500"	5-Mar-19	10:36 AM	Tuesday
AIRASIAC77: CW AIRASIA GROUP BERHAD (MACQ)	509977	0.075	0.075	0.075	0.075	0	"49,400"	0.07	"33,500"	0.075	"13,920"	5-Mar-19	10:36 AM	Tuesday
MALAYSIA AIRPORTS HOLDINGS BHD	5014	7.95	8.04	7.95	7.98	-0.62	"2,098"	7.98	48	7.99	126	5-Mar-19	10:36 AM	Tuesday
AIRPORT-C2: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB)	5014C2	-	-	-	0.025	0	0	0	0	0.005	"2,000"	5-Mar-19	10:36 AM	Tuesday
AIRPORT-C3: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (AM)	5014C3	-	-	-	0.035	0	0	0	0	0.01	"2,000"	5-Mar-19	10:36 AM	Tuesday
AIRPORT-C4: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (CIMB)	5014C4	0.05	0.05	0.05	0.05	0	150	0.05	842	0.06	"1,000"	5-Mar-19	10:36 AM	Tuesday
AIRPORT-C5: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (MACQ)	5014C5	-	-	-	0.075	0	0	0.07	700	0.075	"1,900"	5-Mar-19	10:36 AM	Tuesday
AIRPORT-C6: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB)	5014C6	-	-	-	0.16	0	0	0.13	"3,000"	0.135	"3,000"	5-Mar-19	10:36 AM	Tuesday
AIRPORT-C7: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (KIBB)	5014C7	-	-	-	0.105	0	0	0.1	400	0.11	900	5-Mar-19	10:36 AM	Tuesday
AMALGAMATED INDUSTRIAL STEEL	2682	-	-	-	0.26	0	0	0.26	112	0.29	79	5-Mar-19	10:36 AM	Tuesday
AJINOMOTO (M) BHD	2658	-	-	-	18.62	0	0	18.52	4	18.62	16	5-Mar-19	10:36 AM	Tuesday
AJIYA BHD	7609	0.52	0.52	0.52	0.52	-0.95	220	0.525	50	0.555	90	5-Mar-19	10:36 AM	Tuesday
AJIYA BERHAD - WARRANTS 2016/2021	7609WA	-	-	-	0.105	0	0	0.09	"1,421"	0.105	334	5-Mar-19	10:36 AM	Tuesday
ALAM MARITIM RESOURCES BHD	5115	0.1	0.105	0.1	0.105	5	"2,800"	0.1	"2,380"	0.105	"17,393"	5-Mar-19	10:36 AM	Tuesday
AL-AQAR HEALTHCARE REIT	5116	1.36	1.37	1.36	1.37	1.48	100	1.35	"1,018"	1.37	280	5-Mar-19	10:36 AM	Tuesday
ALCOM GROUP BERHAD	2674	0.51	0.51	0.51	0.51	-4.67	91	0.51	109	0.535	80	5-Mar-19	10:36 AM	Tuesday
ALLIANZ MALAYSIA BHD	1163	14.3	14.38	14.3	14.36	0.42	334	14.32	167	14.38	110	5-Mar-19	10:36 AM	Tuesday
ALLIANZ MALAYSIA BHD-ICPS	1163PA	-	-	-	14.3	0	0	14	100	0	0	5-Mar-19	10:36 AM	Tuesday
AL-SALAM REAL ESTATE INVESTMENT TRUST	5269	0.815	0.815	0.815	0.815	1.24	5	0.815	6	0.83	60	5-Mar-19	10:36 AM	Tuesday
AMMB HOLDINGS BHD	1015	4.45	4.52	4.45	4.51	0.22	"3,320"	4.5	"1,020"	4.51	497	5-Mar-19	10:36 AM	Tuesday
AMBANK-C10: CW AMMB HOLDINGS BERHAD (CIMB)	101510	-	-	-	0.19	0	0	0.155	861	0.17	712	5-Mar-19	10:36 AM	Tuesday
AMBANK-C11: CW AMMB HOLDINGS BERHAD (MIBB)	101511	-	-	-	0.18	0	0	0.16	"1,000"	0.17	"1,000"	5-Mar-19	10:36 AM	Tuesday
AMBANK-C12: CW AMMB HOLDINGS BERHAD (RHB)	101512	-	-	-	0.15	0	0	0.135	"1,000"	0.14	"1,000"	5-Mar-19	10:36 AM	Tuesday
AMBANK-C13: CW AMMB HOLDINGS BERHAD (MACQ)	101513	0.095	0.095	0.095	0.095	0	200	0.095	"5,000"	0.1	"3,500"	5-Mar-19	10:36 AM	Tuesday
ASIA MEDIA GROUP BERHAD	159	-	-	-	0.155	0	0	0.155	"2,728"	0.16	801	5-Mar-19	10:36 AM	Tuesday
AMFIRST REITS	5120	0.535	0.535	0.535	0.535	0.94	10	0.53	"1,563"	0.535	"1,227"	5-Mar-19	10:36 AM	Tuesday
AMLEX HOLDINGS BERHAD	3011	-	-	-	0.18	0	0	0	0	0	0	5-Mar-19	10:36 AM	Tuesday
AMCORP PROPERTIES BERHAD	1007	0.525	0.525	0.525	0.525	0	192	0.525	200	0.535	160	5-Mar-19	10:36 AM	Tuesday
AMCORP PROPERTIES BERHAD - PREFERENCE SHARES A	1007PA	0.25	0.25	0.25	0.25	0	19	0.25	285	0.26	40	5-Mar-19	10:36 AM	Tuesday
AMCORP PROPERTIES BERHAD - PREFERENCE SHARES B	1007PB	-	-	-	0.58	0	0	0.44	100	0.59	10	5-Mar-19	10:36 AM	Tuesday
AMTEK HOLDINGS BHD	7051	-	-	-	0.275	0	0	0.275	47	0.35	10	5-Mar-19	10:36 AM	Tuesday
AMTEL HOLDINGS BHD	7031	0.66	0.665	0.66	0.665	1.53	"2,752"	0.66	100	0.795	3	5-Mar-19	10:36 AM	Tuesday
AMVERTON BERHAD	5959	-	-	-	1	0	0	0.94	50	1	60	5-Mar-19	10:36 AM	Tuesday
AMWAY (M) HOLDINGS BHD	6351	6.13	6.18	6.13	6.15	0	24	6.14	5	6.16	16	5-Mar-19	10:36 AM	Tuesday
ANALABS RESOURCES BHD	7083	-	-	-	1.2	0	0	1.11	30	1.27	100	5-Mar-19	10:36 AM	Tuesday
ANCOM BHD	4758	0.49	0.5	0.49	0.5	3.09	797	0.49	200	0.505	200	5-Mar-19	10:36 AM	Tuesday
ANCOM LOGISTICS BERHAD	48	-	-	-	0.085	0	0	0.08	"1,500"	0.09	890	5-Mar-19	10:36 AM	Tuesday
ANN JOO RESOURCES BHD	6556	1.49	1.51	1.48	1.5	-0.66	319	1.5	"1,133"	1.51	49	5-Mar-19	10:36 AM	Tuesday
ANN JOO RESOURCES BERHAD-REDEEMABLE CONVERTIBLE CUMULATIVE PREFERENCE SHARES 2016/2024	6556PA	-	-	-	0.5	0	0	0.44	150	0.5	130	5-Mar-19	10:36 AM	Tuesday
ANZO HOLDINGS BERHAD	9342	0.04	0.04	0.04	0.04	0	"1,023"	0.035	"200,186"	0.04	"68,632"	5-Mar-19	10:36 AM	Tuesday
ANZO HOLDINGS BERHAD-WARRANTS 2009/2019	9342WA	-	-	-	0.005	0	0	0	0	0.005	"40,580"	5-Mar-19	10:36 AM	Tuesday
ANZO HOLDINGS BERHAD-WARRANTS 2013/2023	9342WB	-	-	-	0.025	0	0	0.01	"26,800"	0.025	700	5-Mar-19	10:36 AM	Tuesday
ANZO HOLDINGS BERHAD - WARRANTS 2017/2020	9342WC	-	-	-	0.005	0	0	0	0	0.005	"30,277"	5-Mar-19	10:36 AM	Tuesday
APB RESOURCES BHD	5568	-	-	-	0.79	0	0	0.74	50	0.79	27	5-Mar-19	10:36 AM	Tuesday
APEX EQUITY HOLDINGS BHD	5088	-	-	-	1	0	0	0.99	50	1.01	50	5-Mar-19	10:36 AM	Tuesday
APFT BERHAD	5194	0.02	0.02	0.02	0.02	33.33	"10,000"	0.015	"323,095"	0.02	"134,234"	5-Mar-19	10:36 AM	Tuesday
APM AUTOMOTIVE HOLDINGS BHD	5015	3.2	3.2	3.2	3.2	6.67	12	3	40	3.26	10	5-Mar-19	10:36 AM	Tuesday
APOLLO FOOD HOLDINGS BHD	6432	3.83	3.83	3.83	3.83	-0.52	10	3.83	90	3.85	3	5-Mar-19	10:36 AM	Tuesday
APPASIA BERHAD	119	0.09	0.09	0.09	0.09	0	500	0.09	"2,630"	0.095	"2,634"	5-Mar-19	10:36 AM	Tuesday
APPASIA BERHAD - WARRANTS A	0119WA	0.04	0.04	0.04	0.04	0	620	0.035	"2,400"	0.04	2	5-Mar-19	10:36 AM	Tuesday
A-RANK BHD	7214	-	-	-	0.52	0	0	0.52	89	0.53	400	5-Mar-19	10:36 AM	Tuesday
ARK RESOURCES HOLDINGS BERHAD	7007	-	-	-	0.495	0	0	0.46	10	0.495	30	5-Mar-19	10:36 AM	Tuesday
ARK RESOURCES HOLDINGS BERHAD - WARRANTS B 2011/2021	7007WB	-	-	-	0.09	0	0	0.02	"2,059"	0.39	1	5-Mar-19	10:36 AM	Tuesday
BUMI ARMADA BERHAD	5210	0.17	0.175	0.16	0.165	-5.71	"427,122"	0.165	"172,448"	0.17	"120,670"	5-Mar-19	10:36 AM	Tuesday
ARMADA-C40: CW BUMI ARMADA BERHAD (CIMB)	521040	-	-	-	0.005	0	0	0	0	0.005	"13,081"	5-Mar-19	10:36 AM	Tuesday
ARMADA-C42: CW BUMI ARMADA BERHAD (RHB)	521042	-	-	-	0.005	0	0	0	0	0	0	5-Mar-19	7:11 PM	Tuesday
ARMADA-C43: CW BUMI ARMADA BERHAD (MIBB)	521043	-	-	-	0.005	0	0	0	0	0.005	"34,715"	5-Mar-19	10:36 AM	Tuesday
ARMADA-C44: CW BUMI ARMADA BERHAD (AM)	521044	-	-	-	0.005	0	0	0	0	0	0	5-Mar-19	7:11 PM	Tuesday
ARMADA-C45: CW BUMI ARMADA BERHAD (KIBB)	521045	-	-	-	0.005	0	0	0	0	0.005	"51,957"	5-Mar-19	10:36 AM	Tuesday
ARMADA-C46: CW BUMI ARMADA BERHAD (MIBB)	521046	-	-	-	0.005	0	0	0	0	0.005	"26,140"	5-Mar-19	10:36 AM	Tuesday
ARMADA-C47: CW BUMI ARMADA BERHAD (MACQ)	521047	-	-	-	0.005	0	0	0.005	"5,000"	0.02	100	5-Mar-19	10:36 AM	Tuesday
ARMADA-C48: CW BUMI ARMADA BERHAD (RHB)	521048	-	-	-	0.005	0	0	0	0	0.005	"4,800"	5-Mar-19	10:36 AM	Tuesday
ARMADA-C49: CW BUMI ARMADA BERHAD (KIBB)	521049	0.005	0.005	0.005	0.005	-50	"14,850"	0.005	"25,000"	0.01	"14,999"	5-Mar-19	10:36 AM	Tuesday
ARMADA-C50: CW BUMI ARMADA BERHAD (MACQ)	521050	-	-	-	0.015	0	0	0.01	"29,000"	0.02	"5,000"	5-Mar-19	10:36 AM	Tuesday
AMANAHRAYA REITS	5127	0.85	0.85	0.85	0.85	0	10	0.85	10	0.855	263	5-Mar-19	10:36 AM	Tuesday
ADVANCE SYNERGY BHD	1481	0.13	0.13	0.13	0.13	0	300	0.13	"5,598"	0.135	"8,144"	5-Mar-19	10:36 AM	Tuesday
ASDION BHD	68	0.25	0.25	0.245	0.245	0	"2,070"	0.245	"5,628"	0.25	"2,986"	5-Mar-19	10:36 AM	Tuesday
ASDION BERHAD - WARRANTS 2014/2019	0068WB	0.005	0.005	0.005	0.005	0	"20,700"	0	0	0.005	"91,057"	5-Mar-19	10:36 AM	Tuesday
ASIA BRANDS BERHAD	7722	-	-	-	0.465	0	0	0.425	10	0.48	50	5-Mar-19	10:36 AM	Tuesday
ASIA FILE CORPORATION BHD	7129	2.56	2.56	2.56	2.56	0.39	50	2.52	8	2.6	31	5-Mar-19	10:36 AM	Tuesday
ASIAN PAC HOLDINGS BHD	4057	-	-	-	0.12	0	0	0.115	"7,300"	0.12	"3,109"	5-Mar-19	10:36 AM	Tuesday
ASIAN PAC HOLDINGS BERHAD- ICULS 2017/2022	4057LC	-	-	-	0.6	0	0	0.58	100	0.805	30	5-Mar-19	10:36 AM	Tuesday
ASIAN PAC HOLDINGS BERHAD - WARRANTS B 2017/2022	4057WB	-	-	-	0.055	0	0	0.035	855	0.055	562	5-Mar-19	10:36 AM	Tuesday
ASIA POLY HOLDINGS BHD	105	0.075	0.08	0.075	0.08	6.67	"1,022"	0.075	980	0.08	"11,134"	5-Mar-19	10:36 AM	Tuesday
ASIA POLY HOLDINGS BERHAD - ICPS A 2017/2022	0105PA	-	-	-	0.04	0	0	0.035	"18,501"	0.04	723	5-Mar-19	10:36 AM	Tuesday
ASIA POLY HOLDINGS BERHAD - WARRANTS A 2015/2020	0105WA	-	-	-	0.02	0	0	0.015	"11,900"	0.03	"1,000"	5-Mar-19	10:36 AM	Tuesday
ASIA POLY HOLDINGS BERHAD-WARRANTS B 2017/2022	0105WB	-	-	-	0.03	0	0	0.025	"8,300"	0.035	"5,983"	5-Mar-19	10:36 AM	Tuesday
ASTINO BHD	7162	0.675	0.675	0.67	0.67	-0.74	"1,130"	0.665	50	0.675	170	5-Mar-19	10:36 AM	Tuesday
ASTRO MALAYSIA HOLDINGS BERHAD	6399	1.64	1.65	1.64	1.64	-0.61	946	1.64	697	1.65	"1,106"	5-Mar-19	10:36 AM	Tuesday
ASTRO-C10: CW ASTRO MALAYSIA HOLDINGS BERHAD (RHB)	639910	-	-	-	0.14	0	0	0.135	"2,000"	0.14	"2,000"	5-Mar-19	10:36 AM	Tuesday
ASTRO-C11: CW ASTRO MALAYSIA HOLDINGS BERHAD (KIBB)	639911	-	-	-	0.125	0	0	0.12	"2,000"	0.125	"2,000"	5-Mar-19	10:36 AM	Tuesday
ASTRO-C12: CW ASTRO MALAYSIA HOLDINGS BERHAD (MACQ)	639912	-	-	-	0.11	0	0	0.105	"1,400"	0.11	"2,300"	5-Mar-19	10:36 AM	Tuesday
ASTRO-C13: CW ASTRO MALAYSIA HOLDINGS BERHAD (MIBB)	639913	-	-	-	0.1	0	0	0.1	"2,000"	0.105	"2,000"	5-Mar-19	10:36 AM	Tuesday
AT SYSTEMATIZATION BHD	72	-	-	-	0.05	0	0	0.05	400	0.055	"14,300"	5-Mar-19	10:36 AM	Tuesday
AT SYSTEMATIZATION BERHAD-WARRANTS B 16/19	0072WB	-	-	-	0.005	0	0	0	0	0.005	"10,982"	5-Mar-19	10:36 AM	Tuesday
ATA IMS BERHAD	8176	1.72	1.72	1.72	1.72	0	110	1.71	534	1.73	534	5-Mar-19	10:36 AM	Tuesday
ATLAN HOLDINGS BHD	7048	-	-	-	4.4	0	0	4.35	15	4.4	50	5-Mar-19	10:36 AM	Tuesday
ATRIUM REITS	5130	1.11	1.13	1.11	1.13	0	31	1.11	549	1.13	415	5-Mar-19	10:36 AM	Tuesday
ATTA GLOBAL GROUP BERHAD	7099	-	-	-	0.61	0	0	0.61	200	0.655	130	5-Mar-19	10:36 AM	Tuesday
ATTA GLOBAL GROUP BERHAD - ICULS 12/22	7099LA	0.08	0.08	0.08	0.08	-11.11	300	0.08	75	0.085	792	5-Mar-19	10:36 AM	Tuesday
ATTA GLOBAL GROUP BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2017/2022	7099PA	-	-	-	0.125	0	0	0.12	"1,799"	0.145	486	5-Mar-19	10:36 AM	Tuesday
ATTA GLOBAL GROUP BERHAD-WARRANTS 12/22	7099WB	-	-	-	0.09	0	0	0.075	200	0.09	885	5-Mar-19	10:36 AM	Tuesday
ATTA GLOBAL GROUP BERHAD - WARRANTS  C  2014/2024	7099WC	-	-	-	0.095	0	0	0.085	172	0.175	184	5-Mar-19	10:36 AM	Tuesday
ATURMAJU RESOURCES BHD	7181	0.46	0.515	0.46	0.485	15.48	"45,073"	0.48	804	0.485	229	5-Mar-19	10:36 AM	Tuesday
ATURMAJU RESOURCES BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2019/2024	7181PA	0.175	0.175	0.145	0.17	21.43	"191,169"	0.17	"5,815"	0.175	"8,928"	5-Mar-19	10:36 AM	Tuesday
AVILLION BERHAD	8885	-	-	-	0.235	0	0	0.235	380	0.26	400	5-Mar-19	10:36 AM	Tuesday
AWC BERHAD	7579	0.765	0.765	0.755	0.765	0.66	"2,398"	0.76	"1,214"	0.765	311	5-Mar-19	10:36 AM	Tuesday
AWC BERHAD - WARRANTS 2018/2023	7579WA	0.205	0.205	0.205	0.205	0	"1,073"	0.205	327	0.21	758	5-Mar-19	10:36 AM	Tuesday
AXIATA GROUP BERHAD	6888	4.1	4.17	4.05	4.15	0	"1,692"	4.14	79	4.15	63	5-Mar-19	10:36 AM	Tuesday
AXIATA-C28: CW AXIATA GROUP BERHAD (CIMB)	688828	-	-	-	0.02	0	0	0.025	709	0.035	573	5-Mar-19	10:36 AM	Tuesday
AXIATA-C29: CW AXIATA GROUP BERHAD (KIBB)	688829	-	-	-	0.005	0	0	0	0	0.005	"2,000"	5-Mar-19	10:36 AM	Tuesday
AXIATA-C30: CW AXIATA GROUP BERHAD (MIBB)	688830	-	-	-	0.04	0	0	0.035	"1,500"	0.04	"1,500"	5-Mar-19	10:36 AM	Tuesday
AXIATA-C31: CW AXIATA GROUP BERHAD (AM)	688831	-	-	-	0.04	0	0	0.015	"3,000"	0.02	"3,000"	5-Mar-19	10:36 AM	Tuesday
AXIATA-C32: CW AXIATA GROUP BERHAD (RHB)	688832	-	-	-	0.125	0	0	0.115	"2,000"	0.12	"2,000"	5-Mar-19	10:36 AM	Tuesday
AXIATA-C33: CW AXIATA GROUP BERHAD (MACQ)	688833	0.175	0.175	0.175	0.175	-2.78	100	0.175	200	0.18	100	5-Mar-19	10:36 AM	Tuesday
AXIATA-C34: CW AXIATA GROUP BERHAD (CIMB)	688834	0.165	0.175	0.165	0.175	0	4	0.175	295	0.18	238	5-Mar-19	10:36 AM	Tuesday
AXIATA-C35: CW AXIATA GROUP BERHAD (KIBB)	688835	-	-	-	0.155	0	0	0.145	500	0.16	500	5-Mar-19	10:36 AM	Tuesday
AXIATA-C36: CW AXIATA GROUP BERHAD (RHB)	688836	-	-	-	0.19	0	0	0.185	"2,000"	0.19	"2,000"	5-Mar-19	10:36 AM	Tuesday
