Company	Stock_Code	Open	High	Low	Last	Chg_Perc	Vol_in'00	Buy	Buy_Vol_in'00	Sell	Sell_Vol_in'00	Date	Time	Day
AEON-CO: CW AEON CO. (M) BERHAD (CIMB)	6599CO	0.055	0.055	0.055	0.055	0	"1,024"	0.05	"1,000"	0.06	"4,550"	7-Mar-19	1:06 PM	Thursday
AEON-CP: CW AEON CO (M) BERHAD (RHB)	6599CP	-	-	-	0.05	0	0	0.05	1	0	0	7-Mar-19	1:06 PM	Thursday
AEON-CQ: CW AEON CO. (M) BERHAD (KIBB)	6599CQ	-	-	-	0.03	0	0	0.03	400	0.035	600	7-Mar-19	1:06 PM	Thursday
AEON CREDIT SERVICE (M) BHD	5139	17.2	17.36	17.06	17.26	0.35	928	17.24	25	17.28	16	7-Mar-19	1:06 PM	Thursday
AEON CREDIT SERVICE (M) BERHAD - ICULS 2017/2020	5139LA	1.6	1.62	1.6	1.62	8	180	1.54	500	1.6	150	7-Mar-19	1:06 PM	Thursday
AFFIN BANK BERHAD	5185	2.29	2.31	2.28	2.29	-0.87	343	2.29	8	2.3	329	7-Mar-19	1:06 PM	Thursday
ABM FUJIYA BERHAD	5198	-	-	-	0.54	0	0	0.51	80	0.525	37	7-Mar-19	1:06 PM	Thursday
AHB HOLDINGS BHD	7315	0.13	0.13	0.13	0.13	0	500	0.13	700	0.135	"1,799"	7-Mar-19	1:06 PM	Thursday
AHB HOLDINGS BERHAD - WARRANTS B 2014/2019	7315WB	0.005	0.005	0.005	0.005	0	"2,700"	0.005	"17,300"	0.01	"17,500"	7-Mar-19	1:06 PM	Thursday
APEX HEALTHCARE BHD	7090	9.66	9.67	9.53	9.53	-1.35	78	9.52	10	9.6	70	7-Mar-19	1:06 PM	Thursday
AMANAH HARTA TANAH PNB	4952	0.755	0.755	0.755	0.755	0	1	0.74	50	0.75	101	7-Mar-19	1:06 PM	Thursday
ADVANCE INFORMATION MARKETING	122	-	-	-	0.28	0	0	0.245	200	0.4	"2,000"	7-Mar-19	1:06 PM	Thursday
AIRASIA GROUP BERHAD	5099	2.8	2.86	2.8	2.85	1.79	"75,781"	2.85	"7,131"	2.86	"3,457"	7-Mar-19	1:06 PM	Thursday
AIRASIAC59: CW AIRASIA GROUP BERHAD (MACQ)	509959	-	-	-	0.025	0	0	0	0	0	0	7-Mar-19	1:06 PM	Thursday
AIRASIAC65: CW AIRASIA GROUP BERHAD (CIMB)	509965	-	-	-	0.005	0	0	0	0	0	0	7-Mar-19	7:11 PM	Thursday
AIRASIAC67: CW AIRASIA GROUP BERHAD (CIMB)	509967	0.095	0.105	0.095	0.105	16.67	"9,065"	0.105	2	0.11	"3,600"	7-Mar-19	1:06 PM	Thursday
AIRASIAC68: CW AIRASIA GROUP BERHAD (MACQ)	509968	0.005	0.005	0.005	0.005	-50	"1,000"	0.005	"1,000"	0.01	"1,500"	7-Mar-19	1:06 PM	Thursday
AIRASIAC69: CW AIRASIA GROUP BERHAD (MACQ)	509969	-	-	-	0.03	0	0	0	0	0	0	7-Mar-19	1:06 PM	Thursday
AIRASIAC70: CW AIRASIA GROUP BERHAD (AM)	509970	0.015	0.02	0.015	0.02	33.33	"4,770"	0.01	"3,000"	0.025	"1,500"	7-Mar-19	1:06 PM	Thursday
AIRASIAC71: CW AIRASIA GROUP BERHAD (CIMB)	509971	0.085	0.09	0.085	0.09	12.5	"16,010"	0.09	470	0.095	"5,009"	7-Mar-19	1:06 PM	Thursday
AIRASIAC72: CW AIRASIA GROUP BERHAD (MACQ)	509972	0.185	0.19	0.185	0.19	5.56	"4,600"	0	0	0	0	7-Mar-19	1:06 PM	Thursday
AIRASIAC73: CW AIRASIA GROUP BERHAD (KIBB)	509973	0.2	0.21	0.195	0.21	7.69	"3,080"	0.21	"2,000"	0.215	"2,000"	7-Mar-19	1:06 PM	Thursday
AIRASIAC74: CW AIRASIA GROUP BERHAD (MACQ)	509974	-	-	-	0.28	0	0	0	0	0.345	200	7-Mar-19	1:06 PM	Thursday
AIRASIAC75: CW AIRASIA GROUP BERHAD (AM)	509975	0.13	0.135	0.13	0.135	3.85	"2,726"	0	0	0	0	7-Mar-19	1:06 PM	Thursday
AIRASIAC76: CW AIRASIA GROUP BERHAD (MIBB)	509976	0.075	0.075	0.075	0.075	0	"10,000"	0	0	0	0	7-Mar-19	1:06 PM	Thursday
AIRASIAC77: CW AIRASIA GROUP BERHAD (MACQ)	509977	0.075	0.085	0.075	0.08	6.67	"66,301"	0.08	"29,081"	0.085	"2,314"	7-Mar-19	1:06 PM	Thursday
MALAYSIA AIRPORTS HOLDINGS BHD	5014	7.81	7.87	7.81	7.87	0	736	7.86	30	7.87	34	7-Mar-19	1:06 PM	Thursday
AIRPORT-C2: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB)	5014C2	-	-	-	0.025	0	0	0	0	0	0	7-Mar-19	1:06 PM	Thursday
AIRPORT-C3: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (AM)	5014C3	-	-	-	0.035	0	0	0	0	0	0	7-Mar-19	1:06 PM	Thursday
AIRPORT-C4: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (CIMB)	5014C4	0.045	0.045	0.045	0.045	0	990	0.045	510	0.05	200	7-Mar-19	1:06 PM	Thursday
AIRPORT-C5: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (MACQ)	5014C5	-	-	-	0.065	0	0	0	0	0	0	7-Mar-19	1:06 PM	Thursday
AIRPORT-C6: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB)	5014C6	-	-	-	0.16	0	0	0	0	0	0	7-Mar-19	1:06 PM	Thursday
AIRPORT-C7: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (KIBB)	5014C7	-	-	-	0.095	0	0	0.095	200	0.1	300	7-Mar-19	1:06 PM	Thursday
AMALGAMATED INDUSTRIAL STEEL	2682	0.26	0.26	0.26	0.26	0	112	0.255	205	0.295	252	7-Mar-19	1:06 PM	Thursday
AJINOMOTO (M) BHD	2658	18.58	18.58	18.52	18.52	0	11	18.5	1	18.68	6	7-Mar-19	1:06 PM	Thursday
AJIYA BHD	7609	-	-	-	0.545	0	0	0.53	220	0.545	30	7-Mar-19	1:06 PM	Thursday
AJIYA BERHAD - WARRANTS 2016/2021	7609WA	0.1	0.1	0.1	0.1	5.26	200	0.095	100	0.105	674	7-Mar-19	1:06 PM	Thursday
ALAM MARITIM RESOURCES BHD	5115	0.11	0.115	0.105	0.105	-4.55	"16,019"	0.105	"39,690"	0.11	"13,429"	7-Mar-19	1:06 PM	Thursday
AL-AQAR HEALTHCARE REIT	5116	1.35	1.35	1.35	1.35	0	"1,200"	1.35	10	1.36	120	7-Mar-19	1:06 PM	Thursday
ALCOM GROUP BERHAD	2674	-	-	-	0.55	0	0	0.53	30	0.55	509	7-Mar-19	1:06 PM	Thursday
ALLIANZ MALAYSIA BHD	1163	14.3	14.46	14.3	14.44	0.98	131	14.34	13	14.44	10	7-Mar-19	1:06 PM	Thursday
ALLIANZ MALAYSIA BHD-ICPS	1163PA	-	-	-	14.3	0	0	14	100	0	0	7-Mar-19	1:06 PM	Thursday
AL-SALAM REAL ESTATE INVESTMENT TRUST	5269	-	-	-	0.82	0	0	0.82	300	0.83	35	7-Mar-19	1:06 PM	Thursday
AMMB HOLDINGS BHD	1015	4.46	4.57	4.46	4.51	0.22	"3,048"	4.5	305	4.51	137	7-Mar-19	1:06 PM	Thursday
AMBANK-C10: CW AMMB HOLDINGS BERHAD (CIMB)	101510	0.18	0.18	0.17	0.17	-10.53	4	0.16	489	0.17	226	7-Mar-19	1:06 PM	Thursday
AMBANK-C11: CW AMMB HOLDINGS BERHAD (MIBB)	101511	-	-	-	0.18	0	0	0	0	0	0	7-Mar-19	1:06 PM	Thursday
AMBANK-C12: CW AMMB HOLDINGS BERHAD (RHB)	101512	-	-	-	0.15	0	0	0	0	0	0	7-Mar-19	1:06 PM	Thursday
AMBANK-C13: CW AMMB HOLDINGS BERHAD (MACQ)	101513	-	-	-	0.095	0	0	0	0	0.11	500	7-Mar-19	1:06 PM	Thursday
ASIA MEDIA GROUP BERHAD	159	0.155	0.16	0.155	0.16	3.23	"90,633"	0.155	"1,049"	0.16	"3,489"	7-Mar-19	1:06 PM	Thursday
AMFIRST REITS	5120	0.53	0.535	0.53	0.535	0.94	215	0.53	564	0.535	270	7-Mar-19	1:06 PM	Thursday
AMLEX HOLDINGS BERHAD	3011	-	-	-	0.18	0	0	0.01	10	0	0	7-Mar-19	1:06 PM	Thursday
AMCORP PROPERTIES BERHAD	1007	0.52	0.525	0.51	0.515	-1.9	"2,116"	0.51	618	0.525	378	7-Mar-19	1:06 PM	Thursday
AMCORP PROPERTIES BERHAD - PREFERENCE SHARES A	1007PA	0.25	0.25	0.245	0.25	0	"6,846"	0.245	321	0.25	202	7-Mar-19	1:06 PM	Thursday
AMCORP PROPERTIES BERHAD - PREFERENCE SHARES B	1007PB	-	-	-	0.58	0	0	0.45	50	0.54	16	7-Mar-19	1:06 PM	Thursday
AMTEK HOLDINGS BHD	7051	-	-	-	0.275	0	0	0.28	500	0.35	100	7-Mar-19	1:06 PM	Thursday
AMTEL HOLDINGS BHD	7031	-	-	-	0.665	0	0	0.665	257	0.795	23	7-Mar-19	1:06 PM	Thursday
AMVERTON BERHAD	5959	1	1	1	1	-1.96	120	1	"1,000"	1.02	58	7-Mar-19	1:06 PM	Thursday
AMWAY (M) HOLDINGS BHD	6351	6.3	6.3	6.15	6.2	-0.8	359	6.16	50	6.2	147	7-Mar-19	1:06 PM	Thursday
ANALABS RESOURCES BHD	7083	-	-	-	1.2	0	0	1.11	30	1.2	20	7-Mar-19	1:06 PM	Thursday
ANCOM BHD	4758	0.505	0.505	0.495	0.495	-1.98	"2,237"	0.495	493	0.5	446	7-Mar-19	1:06 PM	Thursday
ANCOM LOGISTICS BERHAD	48	0.09	0.09	0.09	0.09	-5.26	"1,592"	0.09	408	0.095	"1,195"	7-Mar-19	1:06 PM	Thursday
ANN JOO RESOURCES BHD	6556	1.57	1.62	1.56	1.6	2.56	"16,470"	1.57	278	1.6	"1,895"	7-Mar-19	1:06 PM	Thursday
ANN JOO RESOURCES BERHAD-REDEEMABLE CONVERTIBLE CUMULATIVE PREFERENCE SHARES 2016/2024	6556PA	0.5	0.55	0.5	0.55	10	190	0.5	150	0.735	160	7-Mar-19	1:06 PM	Thursday
ANZO HOLDINGS BERHAD	9342	0.04	0.04	0.035	0.035	-12.5	"3,351"	0.035	"264,618"	0.04	"47,629"	7-Mar-19	1:06 PM	Thursday
ANZO HOLDINGS BERHAD-WARRANTS 2009/2019	9342WA	-	-	-	0.005	0	0	0	0	0.005	"42,180"	7-Mar-19	1:06 PM	Thursday
ANZO HOLDINGS BERHAD-WARRANTS 2013/2023	9342WB	-	-	-	0.025	0	0	0.01	"26,800"	0.025	700	7-Mar-19	1:06 PM	Thursday
ANZO HOLDINGS BERHAD - WARRANTS 2017/2020	9342WC	-	-	-	0.005	0	0	0	0	0.005	"31,177"	7-Mar-19	1:06 PM	Thursday
APB RESOURCES BHD	5568	0.75	0.75	0.74	0.74	-6.33	140	0.73	50	0.75	100	7-Mar-19	1:06 PM	Thursday
APEX EQUITY HOLDINGS BHD	5088	1.01	1.01	1.01	1.01	1	50	0.985	80	1.01	160	7-Mar-19	1:06 PM	Thursday
APFT BERHAD	5194	0.015	0.015	0.015	0.015	0	160	0.015	"360,727"	0.02	"56,782"	7-Mar-19	1:06 PM	Thursday
APM AUTOMOTIVE HOLDINGS BHD	5015	-	-	-	3	0	0	3.05	131	3.27	50	7-Mar-19	1:06 PM	Thursday
APOLLO FOOD HOLDINGS BHD	6432	-	-	-	3.86	0	0	3.86	10	3.89	10	7-Mar-19	1:06 PM	Thursday
APPASIA BERHAD	119	0.085	0.09	0.085	0.085	-5.56	"2,132"	0.085	"2,320"	0.09	"4,697"	7-Mar-19	1:06 PM	Thursday
APPASIA BERHAD - WARRANTS A	0119WA	0.035	0.035	0.035	0.035	-12.5	"5,127"	0.035	"11,273"	0.04	"3,455"	7-Mar-19	1:06 PM	Thursday
A-RANK BHD	7214	-	-	-	0.52	0	0	0.515	340	0.525	146	7-Mar-19	1:06 PM	Thursday
ARK RESOURCES HOLDINGS BERHAD	7007	-	-	-	0.5	0	0	0.45	20	0.5	164	7-Mar-19	1:06 PM	Thursday
ARK RESOURCES HOLDINGS BERHAD - WARRANTS B 2011/2021	7007WB	-	-	-	0.09	0	0	0.02	"2,059"	0.39	1	7-Mar-19	1:06 PM	Thursday
BUMI ARMADA BERHAD	5210	0.165	0.17	0.165	0.17	3.03	"55,839"	0.165	"177,692"	0.17	"90,034"	7-Mar-19	1:06 PM	Thursday
ARMADA-C40: CW BUMI ARMADA BERHAD (CIMB)	521040	-	-	-	0.005	0	0	0	0	0.005	"12,081"	7-Mar-19	1:06 PM	Thursday
ARMADA-C42: CW BUMI ARMADA BERHAD (RHB)	521042	-	-	-	0.005	0	0	0	0	0	0	7-Mar-19	7:11 PM	Thursday
ARMADA-C43: CW BUMI ARMADA BERHAD (MIBB)	521043	-	-	-	0.005	0	0	0	0	0.005	"25,415"	7-Mar-19	1:06 PM	Thursday
ARMADA-C44: CW BUMI ARMADA BERHAD (AM)	521044	-	-	-	0.005	0	0	0	0	0	0	7-Mar-19	7:11 PM	Thursday
ARMADA-C45: CW BUMI ARMADA BERHAD (KIBB)	521045	-	-	-	0.005	0	0	0	0	0.005	"45,957"	7-Mar-19	1:06 PM	Thursday
ARMADA-C46: CW BUMI ARMADA BERHAD (MIBB)	521046	-	-	-	0.005	0	0	0	0	0.005	"23,340"	7-Mar-19	1:06 PM	Thursday
ARMADA-C47: CW BUMI ARMADA BERHAD (MACQ)	521047	-	-	-	0.005	0	0	0	0	0	0	7-Mar-19	1:06 PM	Thursday
ARMADA-C48: CW BUMI ARMADA BERHAD (RHB)	521048	-	-	-	0.005	0	0	0	0	0.005	"5,600"	7-Mar-19	1:06 PM	Thursday
ARMADA-C49: CW BUMI ARMADA BERHAD (KIBB)	521049	0.005	0.005	0.005	0.005	0	"9,999"	0.005	"6,200"	0.01	"6,000"	7-Mar-19	1:06 PM	Thursday
ARMADA-C50: CW BUMI ARMADA BERHAD (MACQ)	521050	-	-	-	0.015	0	0	0.01	"24,000"	0.045	750	7-Mar-19	1:06 PM	Thursday
AMANAHRAYA REITS	5127	0.85	0.85	0.845	0.85	0	16	0.845	54	0.85	642	7-Mar-19	1:06 PM	Thursday
ADVANCE SYNERGY BHD	1481	0.125	0.135	0.125	0.13	0	"4,647"	0.13	"4,698"	0.135	"12,818"	7-Mar-19	1:06 PM	Thursday
ASDION BHD	68	0.26	0.26	0.255	0.26	1.96	"6,244"	0.255	"1,234"	0.26	"4,769"	7-Mar-19	1:06 PM	Thursday
ASDION BERHAD - WARRANTS 2014/2019	0068WB	-	-	-	0.005	0	0	0	0	0	0	7-Mar-19	1:06 PM	Thursday
ASIA BRANDS BERHAD	7722	0.48	0.48	0.48	0.48	11.63	10	0.435	16	0.47	50	7-Mar-19	1:06 PM	Thursday
ASIA FILE CORPORATION BHD	7129	-	-	-	2.6	0	0	2.53	101	2.59	78	7-Mar-19	1:06 PM	Thursday
ASIAN PAC HOLDINGS BHD	4057	0.115	0.12	0.115	0.12	4.35	"1,025"	0.115	"8,895"	0.12	"6,475"	7-Mar-19	1:06 PM	Thursday
ASIAN PAC HOLDINGS BERHAD- ICULS 2017/2022	4057LC	-	-	-	0.6	0	0	0.58	100	0.805	30	7-Mar-19	1:06 PM	Thursday
ASIAN PAC HOLDINGS BERHAD - WARRANTS B 2017/2022	4057WB	-	-	-	0.055	0	0	0.035	855	0.055	562	7-Mar-19	1:06 PM	Thursday
ASIA POLY HOLDINGS BHD	105	-	-	-	0.08	0	0	0.075	"2,000"	0.08	"5,429"	7-Mar-19	1:06 PM	Thursday
ASIA POLY HOLDINGS BERHAD - ICPS A 2017/2022	0105PA	-	-	-	0.04	0	0	0.035	"22,500"	0.04	"4,170"	7-Mar-19	1:06 PM	Thursday
ASIA POLY HOLDINGS BERHAD - WARRANTS A 2015/2020	0105WA	-	-	-	0.02	0	0	0.015	"10,900"	0.035	"6,106"	7-Mar-19	1:06 PM	Thursday
ASIA POLY HOLDINGS BERHAD-WARRANTS B 2017/2022	0105WB	-	-	-	0.025	0	0	0.025	"10,838"	0.03	162	7-Mar-19	1:06 PM	Thursday
ASTINO BHD	7162	-	-	-	0.64	0	0	0.64	100	0.655	45	7-Mar-19	1:06 PM	Thursday
ASTRO MALAYSIA HOLDINGS BERHAD	6399	1.6	1.6	1.58	1.59	-1.24	"7,159"	1.58	"2,659"	1.59	437	7-Mar-19	1:06 PM	Thursday
ASTRO-C10: CW ASTRO MALAYSIA HOLDINGS BERHAD (RHB)	639910	-	-	-	0.135	0	0	0	0	0	0	7-Mar-19	1:06 PM	Thursday
ASTRO-C11: CW ASTRO MALAYSIA HOLDINGS BERHAD (KIBB)	639911	-	-	-	0.125	0	0	0.11	"5,000"	0.115	"2,000"	7-Mar-19	1:06 PM	Thursday
ASTRO-C12: CW ASTRO MALAYSIA HOLDINGS BERHAD (MACQ)	639912	-	-	-	0.11	0	0	0	0	0	0	7-Mar-19	1:06 PM	Thursday
ASTRO-C13: CW ASTRO MALAYSIA HOLDINGS BERHAD (MIBB)	639913	0.09	0.09	0.09	0.09	-10	"8,000"	0	0	0	0	7-Mar-19	1:06 PM	Thursday
AT SYSTEMATIZATION BHD	72	0.05	0.05	0.045	0.045	-10	"1,160"	0.045	"24,135"	0.05	"6,006"	7-Mar-19	1:06 PM	Thursday
AT SYSTEMATIZATION BERHAD-WARRANTS B 16/19	0072WB	-	-	-	0.005	0	0	0	0	0.005	"10,316"	7-Mar-19	1:06 PM	Thursday
ATA IMS BERHAD	8176	1.73	1.76	1.73	1.73	0.58	285	1.73	87	1.74	100	7-Mar-19	1:06 PM	Thursday
ATLAN HOLDINGS BHD	7048	-	-	-	4.4	0	0	4.35	15	4.39	50	7-Mar-19	1:06 PM	Thursday
ATRIUM REITS	5130	1.12	1.12	1.11	1.11	-1.77	130	1.11	527	1.12	80	7-Mar-19	1:06 PM	Thursday
ATTA GLOBAL GROUP BERHAD	7099	-	-	-	0.63	0	0	0.615	50	0.63	78	7-Mar-19	1:06 PM	Thursday
ATTA GLOBAL GROUP BERHAD - ICULS 12/22	7099LA	0.09	0.09	0.085	0.085	-5.56	"3,700"	0.085	"1,500"	0.09	"25,567"	7-Mar-19	1:06 PM	Thursday
ATTA GLOBAL GROUP BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2017/2022	7099PA	-	-	-	0.14	0	0	0.13	563	0.145	401	7-Mar-19	1:06 PM	Thursday
ATTA GLOBAL GROUP BERHAD-WARRANTS 12/22	7099WB	-	-	-	0.09	0	0	0.08	300	0.135	127	7-Mar-19	1:06 PM	Thursday
ATTA GLOBAL GROUP BERHAD - WARRANTS  C  2014/2024	7099WC	-	-	-	0.095	0	0	0.09	300	0.175	127	7-Mar-19	1:06 PM	Thursday
ATURMAJU RESOURCES BHD	7181	0.45	0.465	0.44	0.44	-3.3	"36,915"	0.435	960	0.44	665	7-Mar-19	1:06 PM	Thursday
ATURMAJU RESOURCES BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2019/2024	7181PA	0.155	0.165	0.145	0.145	-9.38	"83,362"	0.145	"1,597"	0.15	184	7-Mar-19	1:06 PM	Thursday
AVILLION BERHAD	8885	-	-	-	0.24	0	0	0.235	220	0.245	69	7-Mar-19	1:06 PM	Thursday
AWC BERHAD	7579	0.78	0.78	0.77	0.775	-0.64	"6,492"	0.77	802	0.775	"1,230"	7-Mar-19	1:06 PM	Thursday
AWC BERHAD - WARRANTS 2018/2023	7579WA	0.215	0.215	0.215	0.215	-2.27	"2,036"	0.215	64	0.22	"2,723"	7-Mar-19	1:06 PM	Thursday
AXIATA GROUP BERHAD	6888	4.12	4.2	4.12	4.19	0.72	"2,433"	4.18	351	4.19	885	7-Mar-19	1:06 PM	Thursday
AXIATA-C28: CW AXIATA GROUP BERHAD (CIMB)	688828	-	-	-	0.02	0	0	0.025	"1,000"	0.035	"1,000"	7-Mar-19	1:06 PM	Thursday
AXIATA-C29: CW AXIATA GROUP BERHAD (KIBB)	688829	-	-	-	0.005	0	0	0	0	0.005	"2,000"	7-Mar-19	1:06 PM	Thursday
AXIATA-C30: CW AXIATA GROUP BERHAD (MIBB)	688830	-	-	-	0.04	0	0	0	0	0	0	7-Mar-19	1:06 PM	Thursday
AXIATA-C31: CW AXIATA GROUP BERHAD (AM)	688831	-	-	-	0.04	0	0	0	0	0	0	7-Mar-19	1:06 PM	Thursday
AXIATA-C32: CW AXIATA GROUP BERHAD (RHB)	688832	-	-	-	0.12	0	0	0	0	0	0	7-Mar-19	1:06 PM	Thursday
AXIATA-C33: CW AXIATA GROUP BERHAD (MACQ)	688833	-	-	-	0.18	0	0	0.115	100	0.22	25	7-Mar-19	1:06 PM	Thursday
AXIATA-C34: CW AXIATA GROUP BERHAD (CIMB)	688834	-	-	-	0.175	0	0	0.18	477	0.185	"1,000"	7-Mar-19	1:06 PM	Thursday
AXIATA-C35: CW AXIATA GROUP BERHAD (KIBB)	688835	-	-	-	0.155	0	0	0.155	"1,000"	0.16	"4,700"	7-Mar-19	1:06 PM	Thursday
AXIATA-C36: CW AXIATA GROUP BERHAD (RHB)	688836	-	-	-	0.185	0	0	0.125	50	0	0	7-Mar-19	1:06 PM	Thursday
AXIS REITS	5106	1.75	1.75	1.72	1.75	1.16	60	1.73	398	1.75	899	7-Mar-19	1:06 PM	Thursday
AYER HOLDINGS BERHAD	2305	-	-	-	4.5	0	0	4.21	13	4.8	15	7-Mar-19	1:06 PM	Thursday
AYS VENTURES BHD	5021	-	-	-	0.35	0	0	0.345	"1,300"	0.35	"1,030"	7-Mar-19	1:06 PM	Thursday
AHMAD ZAKI RESOURCES BHD	7078	0.46	0.475	0.46	0.47	2.17	"45,543"	0.465	"1,927"	0.47	"3,889"	7-Mar-19	1:06 PM	Thursday
