Company	Stock_Code	Open	High	Low	Last	Chg_Perc	Vol_in'00	Buy	Buy_Vol_in'00	Sell	Sell_Vol_in'00	Date	Time	Day
AIRASIA X BERHAD	5238	0.245	0.25	0.245	0.25	2.04	"9,343"	0.245	"69,349"	0.25	"55,710"	28-Mar-19	3:42 PM	Thursday
AAX-C20: CW AIRASIA X BERHAD (RHB)	523820	-	-	-	0.005	0	0	0	0	0	0	28-Mar-19	7:12 PM	Thursday
AAX-C21: CW AIRASIA X BERHAD (MACQ)	523821	-	-	-	0.005	0	0	0	0	0	0	28-Mar-19	3:42 PM	Thursday
AIRASIA X BERHAD - WARRANTS  A  2015/2020	5238WA	0.045	0.045	0.045	0.045	0	"4,726"	0.045	"35,630"	0.05	"26,054"	28-Mar-19	3:42 PM	Thursday
ABF MALAYSIA BOND INDEX FUND	0800EA	-	-	-	1.179	0	0	1.176	"1,000"	1.181	"1,000"	28-Mar-19	3:42 PM	Thursday
ABLEGROUP BERHAD	7086	-	-	-	0.07	0	0	0.07	"10,227"	0.075	"3,123"	28-Mar-19	3:42 PM	Thursday
ALLIANCE BANK MALAYSIA BERHAD	2488	4.08	4.08	4.01	4.03	-0.98	"5,049"	4.02	484	4.03	241	28-Mar-19	3:42 PM	Thursday
ABMB-CX: CW ALLIANCE BANK MALAYSIA BERHAD (RHB)	2488CX	-	-	-	0.005	0	0	0	0	0	0	28-Mar-19	7:11 PM	Thursday
ABMB-CY: CW ALLIANCE BANK MALAYSIA BERHAD (MIBB)	2488CY	-	-	-	0.1	0	0	0.06	700	0.075	700	28-Mar-19	3:42 PM	Thursday
ACME HOLDINGS BERHAD	7131	-	-	-	0.25	0	0	0.255	50	0.3	47	28-Mar-19	3:42 PM	Thursday
ACOUSTECH BHD	7120	0.42	0.42	0.42	0.42	1.2	"10,453"	0.42	110	0.425	300	28-Mar-19	3:42 PM	Thursday
ADVANCECON HOLDINGS BERHAD	5281	0.42	0.425	0.42	0.42	-1.18	"1,713"	0.415	"1,525"	0.42	30	28-Mar-19	3:42 PM	Thursday
ADVENTA BHD	7191	0.355	0.355	0.355	0.355	0	50	0.35	"12,174"	0.36	270	28-Mar-19	3:42 PM	Thursday
ADVANCED PACKAGING TECHNOLOGY	9148	1.98	1.98	1.85	1.85	-0.54	30	1.85	30	1.96	70	28-Mar-19	3:42 PM	Thursday
AE MULTI HOLDINGS BHD	7146	0.11	0.11	0.105	0.105	-4.55	750	0.105	410	0.11	"1,168"	28-Mar-19	3:42 PM	Thursday
AE MULTI HOLDINGS BERHAD-WARRANTS 2014/2019	7146WA	-	-	-	0.005	0	0	0.005	"3,300"	0.01	"7,533"	28-Mar-19	3:42 PM	Thursday
AEMULUS HOLDINGS BERHAD	181	0.245	0.245	0.24	0.245	2.08	"6,065"	0.24	"10,279"	0.245	"2,500"	28-Mar-19	3:42 PM	Thursday
AEON CO. (M) BHD	6599	1.45	1.5	1.45	1.49	2.76	"3,819"	1.49	39	1.5	"1,360"	28-Mar-19	3:42 PM	Thursday
AEON-CN: CW AEON CO. (M) BERHAD (MIBB)	6599CN	-	-	-	0.015	0	0	0	0	0	0	28-Mar-19	7:11 PM	Thursday
AEON-CO: CW AEON CO. (M) BERHAD (CIMB)	6599CO	0.03	0.03	0.03	0.03	0	"3,400"	0.025	"1,660"	0.035	"4,610"	28-Mar-19	3:42 PM	Thursday
AEON-CP: CW AEON CO (M) BERHAD (RHB)	6599CP	-	-	-	0.05	0	0	0.03	100	0.035	"3,000"	28-Mar-19	3:42 PM	Thursday
AEON-CQ: CW AEON CO. (M) BERHAD (KIBB)	6599CQ	-	-	-	0.03	0	0	0.015	200	0.02	"2,000"	28-Mar-19	3:42 PM	Thursday
AEON CREDIT SERVICE (M) BHD	5139	16.7	16.8	16.7	16.78	-0.12	"1,177"	16.76	285	16.78	195	28-Mar-19	3:42 PM	Thursday
AEON CREDIT SERVICE (M) BERHAD - ICULS 2017/2020	5139LA	-	-	-	1.59	0	0	1.53	109	1.55	220	28-Mar-19	3:42 PM	Thursday
AFFIN BANK BERHAD	5185	2.23	2.23	2.18	2.19	-1.35	"3,744"	2.18	211	2.19	174	28-Mar-19	3:42 PM	Thursday
ABM FUJIYA BERHAD	5198	-	-	-	0.52	0	0	0.495	50	0.52	90	28-Mar-19	3:42 PM	Thursday
AHB HOLDINGS BHD	7315	0.135	0.145	0.135	0.145	7.41	"9,683"	0.14	"1,882"	0.145	"3,290"	28-Mar-19	3:42 PM	Thursday
AHB HOLDINGS BERHAD - WARRANTS B 2014/2019	7315WB	0.015	0.015	0.01	0.015	50	"12,660"	0.01	"26,452"	0.015	"7,461"	28-Mar-19	3:42 PM	Thursday
APEX HEALTHCARE BHD	7090	9	9.09	8.9	9.02	0	161	8.94	10	9.05	3	28-Mar-19	3:42 PM	Thursday
AMANAH HARTA TANAH PNB	4952	-	-	-	0.775	0	0	0.755	35	0.77	97	28-Mar-19	3:42 PM	Thursday
ADVANCE INFORMATION MARKETING	122	-	-	-	0.25	0	0	0.25	117	0.3	300	28-Mar-19	3:42 PM	Thursday
AIRASIA GROUP BERHAD	5099	2.71	2.72	2.69	2.71	0.37	"29,419"	2.7	656	2.71	"1,781"	28-Mar-19	3:42 PM	Thursday
AIRASIAC59: CW AIRASIA GROUP BERHAD (MACQ)	509959	-	-	-	0.02	0	0	0	0	0.02	200	28-Mar-19	3:42 PM	Thursday
AIRASIAC65: CW AIRASIA GROUP BERHAD (CIMB)	509965	-	-	-	0.005	0	0	0	0	0	0	28-Mar-19	7:11 PM	Thursday
AIRASIAC67: CW AIRASIA GROUP BERHAD (CIMB)	509967	0.075	0.075	0.075	0.075	-6.25	"4,100"	0.07	"2,250"	0.075	"1,000"	28-Mar-19	3:42 PM	Thursday
AIRASIAC68: CW AIRASIA GROUP BERHAD (MACQ)	509968	-	-	-	0.005	0	0	0	0	0	0	28-Mar-19	3:42 PM	Thursday
AIRASIAC69: CW AIRASIA GROUP BERHAD (MACQ)	509969	-	-	-	0.005	0	0	0	0	0	0	28-Mar-19	3:42 PM	Thursday
AIRASIAC70: CW AIRASIA GROUP BERHAD (AM)	509970	-	-	-	0.005	0	0	0	0	0.005	"3,500"	28-Mar-19	3:42 PM	Thursday
AIRASIAC71: CW AIRASIA GROUP BERHAD (CIMB)	509971	0.065	0.065	0.06	0.06	-7.69	"16,836"	0.06	500	0.065	"3,064"	28-Mar-19	3:42 PM	Thursday
AIRASIAC72: CW AIRASIA GROUP BERHAD (MACQ)	509972	0.165	0.165	0.165	0.165	-5.71	"2,500"	0.165	"2,000"	0.17	"5,000"	28-Mar-19	3:42 PM	Thursday
AIRASIAC73: CW AIRASIA GROUP BERHAD (KIBB)	509973	0.185	0.185	0.185	0.185	-2.63	919	0.18	"1,000"	0.185	"1,000"	28-Mar-19	3:42 PM	Thursday
AIRASIAC74: CW AIRASIA GROUP BERHAD (MACQ)	509974	-	-	-	0.305	0	0	0.285	100	0.305	100	28-Mar-19	3:42 PM	Thursday
AIRASIAC75: CW AIRASIA GROUP BERHAD (AM)	509975	0.115	0.115	0.115	0.115	0	600	0.115	"3,000"	0.12	"3,000"	28-Mar-19	3:42 PM	Thursday
AIRASIAC76: CW AIRASIA GROUP BERHAD (MIBB)	509976	-	-	-	0.07	0	0	0.055	"2,500"	0.06	"2,500"	28-Mar-19	3:42 PM	Thursday
AIRASIAC77: CW AIRASIA GROUP BERHAD (MACQ)	509977	0.065	0.065	0.065	0.065	-7.14	"3,811"	0.06	"18,392"	0.065	"10,000"	28-Mar-19	3:42 PM	Thursday
MALAYSIA AIRPORTS HOLDINGS BHD	5014	7.29	7.33	7.23	7.27	-0.27	"8,516"	7.27	836	7.28	166	28-Mar-19	3:42 PM	Thursday
AIRPORT-C2: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB)	5014C2	-	-	-	0.005	0	0	0	0	0	0	28-Mar-19	7:12 PM	Thursday
AIRPORT-C3: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (AM)	5014C3	-	-	-	0.035	0	0	0	0	0	0	28-Mar-19	7:11 PM	Thursday
AIRPORT-C4: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (CIMB)	5014C4	-	-	-	0.025	0	0	0.02	"4,500"	0.03	"3,550"	28-Mar-19	3:42 PM	Thursday
AIRPORT-C5: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (MACQ)	5014C5	-	-	-	0.03	0	0	0.025	"5,000"	0.03	"5,000"	28-Mar-19	3:42 PM	Thursday
AIRPORT-C6: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB)	5014C6	-	-	-	0.075	0	0	0.08	"3,000"	0.085	"3,000"	28-Mar-19	3:42 PM	Thursday
AIRPORT-C7: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (KIBB)	5014C7	0.055	0.055	0.055	0.055	10	503	0.05	"2,002"	0.055	"4,000"	28-Mar-19	3:42 PM	Thursday
AMALGAMATED INDUSTRIAL STEEL	2682	0.245	0.295	0.245	0.295	11.32	242	0.25	100	0.29	150	28-Mar-19	3:42 PM	Thursday
AJINOMOTO (M) BHD	2658	17.88	17.98	17.88	17.98	0.56	84	17.96	7	17.98	4	28-Mar-19	3:42 PM	Thursday
AJIYA BHD	7609	0.525	0.53	0.525	0.53	0	630	0.53	670	0.535	160	28-Mar-19	3:42 PM	Thursday
AJIYA BERHAD - WARRANTS 2016/2021	7609WA	-	-	-	0.1	0	0	0.09	"1,000"	0.095	"1,000"	28-Mar-19	3:42 PM	Thursday
ALAM MARITIM RESOURCES BHD	5115	0.105	0.115	0.105	0.11	4.76	"32,955"	0.11	"1,632"	0.115	"10,935"	28-Mar-19	3:42 PM	Thursday
AL-AQAR HEALTHCARE REIT	5116	1.39	1.39	1.36	1.36	-2.16	"1,891"	1.35	382	1.36	441	28-Mar-19	3:42 PM	Thursday
ALCOM GROUP BERHAD	2674	0.55	0.55	0.55	0.55	3.77	1	0.52	200	0.55	516	28-Mar-19	3:42 PM	Thursday
ALLIANZ MALAYSIA BHD	1163	14.5	14.5	14.5	14.5	0	5	14.42	10	14.5	15	28-Mar-19	3:42 PM	Thursday
ALLIANZ MALAYSIA BHD-ICPS	1163PA	-	-	-	14.3	0	0	13.82	2	0	0	28-Mar-19	3:42 PM	Thursday
AL-SALAM REAL ESTATE INVESTMENT TRUST	5269	0.85	0.85	0.845	0.845	-0.59	16	0.845	141	0.85	11	28-Mar-19	3:42 PM	Thursday
AMMB HOLDINGS BHD	1015	4.56	4.56	4.5	4.54	0.22	"7,715"	4.53	202	4.54	828	28-Mar-19	3:42 PM	Thursday
AMBANK-C10: CW AMMB HOLDINGS BERHAD (CIMB)	101510	-	-	-	0.175	0	0	0.155	298	0.16	"1,000"	28-Mar-19	3:42 PM	Thursday
AMBANK-C11: CW AMMB HOLDINGS BERHAD (MIBB)	101511	-	-	-	0.165	0	0	0.145	"1,000"	0.155	"1,000"	28-Mar-19	3:42 PM	Thursday
AMBANK-C12: CW AMMB HOLDINGS BERHAD (RHB)	101512	0.125	0.13	0.125	0.13	4	"4,250"	0.125	"1,000"	0.13	125	28-Mar-19	3:42 PM	Thursday
AMBANK-C13: CW AMMB HOLDINGS BERHAD (MACQ)	101513	-	-	-	0.085	0	0	0.085	"1,000"	0.09	"5,000"	28-Mar-19	3:42 PM	Thursday
ASIA MEDIA GROUP BERHAD	159	0.155	0.155	0.155	0.155	0	70	0.15	"2,000"	0.155	805	28-Mar-19	3:42 PM	Thursday
AMFIRST REITS	5120	0.54	0.54	0.53	0.535	0	"1,431"	0.53	632	0.535	791	28-Mar-19	3:42 PM	Thursday
AMLEX HOLDINGS BERHAD	3011	-	-	-	0.2	0	0	0.01	50	0.2	50	28-Mar-19	3:42 PM	Thursday
AMCORP PROPERTIES BERHAD	1007	0.535	0.535	0.53	0.53	-0.93	479	0.53	21	0.535	102	28-Mar-19	3:42 PM	Thursday
AMCORP PROPERTIES BERHAD - PREFERENCE SHARES A	1007PA	0.255	0.265	0.255	0.265	6	410	0.265	52	0.27	290	28-Mar-19	3:42 PM	Thursday
AMCORP PROPERTIES BERHAD - PREFERENCE SHARES B	1007PB	-	-	-	0.58	0	0	0.51	200	0.72	12	28-Mar-19	3:42 PM	Thursday
AMTEK HOLDINGS BHD	7051	-	-	-	0.175	0	0	0	0	0	0	28-Mar-19	7:12 PM	Thursday
AMTEL HOLDINGS BHD	7031	-	-	-	0.665	0	0	0.665	167	0.795	3	28-Mar-19	3:42 PM	Thursday
AMVERTON BERHAD	5959	1.2	1.28	1.2	1.25	5.93	"5,456"	1.25	98	1.26	300	28-Mar-19	3:42 PM	Thursday
AMWAY (M) HOLDINGS BHD	6351	6	6.05	6	6	0	59	6	32	6.05	4	28-Mar-19	3:42 PM	Thursday
ANALABS RESOURCES BHD	7083	-	-	-	1.1	0	0	1.09	30	1.18	19	28-Mar-19	3:42 PM	Thursday
ANCOM BHD	4758	0.47	0.47	0.47	0.47	-3.09	567	0.465	100	0.47	123	28-Mar-19	3:42 PM	Thursday
ANCOM LOGISTICS BERHAD	48	-	-	-	0.08	0	0	0.08	"6,623"	0.085	269	28-Mar-19	3:42 PM	Thursday
ANN JOO RESOURCES BHD	6556	1.57	1.58	1.55	1.57	0	"1,341"	1.57	252	1.58	490	28-Mar-19	3:42 PM	Thursday
ANN JOO RESOURCES BERHAD-REDEEMABLE CONVERTIBLE CUMULATIVE PREFERENCE SHARES 2016/2024	6556PA	-	-	-	0.55	0	0	0.47	110	0.55	100	28-Mar-19	3:42 PM	Thursday
ANZO HOLDINGS BERHAD	9342	0.035	0.035	0.035	0.035	-12.5	"9,200"	0.035	"121,461"	0.04	"128,089"	28-Mar-19	3:42 PM	Thursday
ANZO HOLDINGS BERHAD-WARRANTS 2009/2019	9342WA	-	-	-	0.005	0	0	0	0	0.005	"31,110"	28-Mar-19	3:42 PM	Thursday
ANZO HOLDINGS BERHAD-WARRANTS 2013/2023	9342WB	-	-	-	0.025	0	0	0.01	"24,800"	0.025	"1,900"	28-Mar-19	3:42 PM	Thursday
ANZO HOLDINGS BERHAD - WARRANTS 2017/2020	9342WC	-	-	-	0.005	0	0	0	0	0.005	"56,788"	28-Mar-19	3:42 PM	Thursday
APB RESOURCES BHD	5568	-	-	-	0.65	0	0	0.615	1	0.68	31	28-Mar-19	3:42 PM	Thursday
APEX EQUITY HOLDINGS BHD	5088	-	-	-	1.05	0	0	1.03	50	1.06	50	28-Mar-19	3:42 PM	Thursday
APFT BERHAD	5194	-	-	-	0.015	0	0	0.015	"267,546"	0.02	"128,018"	28-Mar-19	3:42 PM	Thursday
APM AUTOMOTIVE HOLDINGS BHD	5015	-	-	-	3	0	0	2.95	50	3.07	4	28-Mar-19	3:42 PM	Thursday
APOLLO FOOD HOLDINGS BHD	6432	-	-	-	3.95	0	0	3.85	10	3.95	120	28-Mar-19	3:42 PM	Thursday
APPASIA BERHAD	119	0.085	0.085	0.085	0.085	0	211	0.085	692	0.09	890	28-Mar-19	3:42 PM	Thursday
APPASIA BERHAD - WARRANTS A	0119WA	0.035	0.035	0.035	0.035	0	"1,750"	0.035	"1,558"	0.04	"4,500"	28-Mar-19	3:42 PM	Thursday
A-RANK BHD	7214	0.515	0.52	0.515	0.52	0.97	779	0.52	200	0.525	370	28-Mar-19	3:42 PM	Thursday
ARK RESOURCES HOLDINGS BERHAD	7007	-	-	-	0.36	0	0	0.4	1	0.5	150	28-Mar-19	3:42 PM	Thursday
ARK RESOURCES HOLDINGS BERHAD - WARRANTS B 2011/2021	7007WB	-	-	-	0.09	0	0	0.04	"1,152"	0.39	1	28-Mar-19	3:42 PM	Thursday
BUMI ARMADA BERHAD	5210	0.185	0.19	0.18	0.185	0	"296,742"	0.185	"257,192"	0.19	"251,446"	28-Mar-19	3:42 PM	Thursday
ARMADA-C40: CW BUMI ARMADA BERHAD (CIMB)	521040	-	-	-	0.005	0	0	0	0	0	0	28-Mar-19	3:42 PM	Thursday
ARMADA-C42: CW BUMI ARMADA BERHAD (RHB)	521042	-	-	-	0.005	0	0	0	0	0	0	28-Mar-19	7:11 PM	Thursday
ARMADA-C43: CW BUMI ARMADA BERHAD (MIBB)	521043	-	-	-	0.005	0	0	0	0	0	0	28-Mar-19	3:42 PM	Thursday
ARMADA-C44: CW BUMI ARMADA BERHAD (AM)	521044	-	-	-	0.005	0	0	0	0	0	0	28-Mar-19	7:11 PM	Thursday
ARMADA-C45: CW BUMI ARMADA BERHAD (KIBB)	521045	-	-	-	0.005	0	0	0	0	0.005	"71,713"	28-Mar-19	3:42 PM	Thursday
ARMADA-C46: CW BUMI ARMADA BERHAD (MIBB)	521046	-	-	-	0.005	0	0	0	0	0.005	"21,340"	28-Mar-19	3:42 PM	Thursday
ARMADA-C47: CW BUMI ARMADA BERHAD (MACQ)	521047	-	-	-	0.005	0	0	0.005	"5,000"	0.02	100	28-Mar-19	3:42 PM	Thursday
ARMADA-C48: CW BUMI ARMADA BERHAD (RHB)	521048	-	-	-	0.005	0	0	0	0	0.005	"7,500"	28-Mar-19	3:42 PM	Thursday
ARMADA-C49: CW BUMI ARMADA BERHAD (KIBB)	521049	-	-	-	0.005	0	0	0.005	"10,000"	0.01	"7,000"	28-Mar-19	3:42 PM	Thursday
ARMADA-C50: CW BUMI ARMADA BERHAD (MACQ)	521050	-	-	-	0.015	0	0	0.01	"5,000"	0.015	"1,000"	28-Mar-19	3:42 PM	Thursday
AMANAHRAYA REITS	5127	0.835	0.84	0.835	0.84	0	456	0.84	40	0.85	630	28-Mar-19	3:42 PM	Thursday
ADVANCE SYNERGY BHD	1481	0.135	0.14	0.135	0.135	0	"11,688"	0.13	"29,297"	0.135	802	28-Mar-19	3:42 PM	Thursday
ASDION BHD	68	0.27	0.275	0.27	0.27	0	"29,967"	0.27	"5,248"	0.275	"2,208"	28-Mar-19	3:42 PM	Thursday
ASDION BERHAD - WARRANTS 2014/2019	0068WB	-	-	-	0.005	0	0	0	0	0	0	28-Mar-19	7:12 PM	Thursday
ASIA BRANDS BERHAD	7722	-	-	-	0.48	0	0	0.44	100	0.48	39	28-Mar-19	3:42 PM	Thursday
ASIA FILE CORPORATION BHD	7129	2.48	2.49	2.48	2.49	0.4	50	2.49	50	2.54	10	28-Mar-19	3:42 PM	Thursday
ASIAN PAC HOLDINGS BHD	4057	0.115	0.115	0.115	0.115	-4.17	20	0.115	"18,859"	0.12	20	28-Mar-19	3:42 PM	Thursday
ASIAN PAC HOLDINGS BERHAD- ICULS 2017/2022	4057LC	-	-	-	0.58	0	0	0.62	5	0.85	30	28-Mar-19	3:42 PM	Thursday
ASIAN PAC HOLDINGS BERHAD - WARRANTS B 2017/2022	4057WB	-	-	-	0.045	0	0	0.035	"2,205"	0.055	"1,045"	28-Mar-19	3:42 PM	Thursday
ASIA POLY HOLDINGS BHD	105	-	-	-	0.075	0	0	0.07	"9,329"	0.075	"1,396"	28-Mar-19	3:42 PM	Thursday
ASIA POLY HOLDINGS BERHAD - ICPS A 2017/2022	0105PA	-	-	-	0.035	0	0	0.035	"20,272"	0.04	"14,900"	28-Mar-19	3:42 PM	Thursday
ASIA POLY HOLDINGS BERHAD - WARRANTS A 2015/2020	0105WA	-	-	-	0.015	0	0	0.01	"13,900"	0.02	"4,114"	28-Mar-19	3:42 PM	Thursday
ASIA POLY HOLDINGS BERHAD-WARRANTS B 2017/2022	0105WB	-	-	-	0.025	0	0	0.025	"2,170"	0.03	"2,670"	28-Mar-19	3:42 PM	Thursday
ASTINO BHD	7162	0.67	0.67	0.67	0.67	0	125	0.67	95	0.69	100	28-Mar-19	3:42 PM	Thursday
ASTRO MALAYSIA HOLDINGS BERHAD	6399	1.5	1.53	1.49	1.53	2.68	"8,471"	1.52	"3,382"	1.53	"1,584"	28-Mar-19	3:42 PM	Thursday
ASTRO-C10: CW ASTRO MALAYSIA HOLDINGS BERHAD (RHB)	639910	-	-	-	0.085	0	0	0.09	"2,000"	0.095	"2,000"	28-Mar-19	3:42 PM	Thursday
ASTRO-C11: CW ASTRO MALAYSIA HOLDINGS BERHAD (KIBB)	639911	-	-	-	0.11	0	0	0.085	"5,000"	0.09	"4,000"	28-Mar-19	3:42 PM	Thursday
ASTRO-C12: CW ASTRO MALAYSIA HOLDINGS BERHAD (MACQ)	639912	-	-	-	0.065	0	0	0.065	"5,000"	0.07	"4,000"	28-Mar-19	3:42 PM	Thursday
ASTRO-C13: CW ASTRO MALAYSIA HOLDINGS BERHAD (MIBB)	639913	0.065	0.065	0.065	0.065	8.33	"1,999"	0.065	"2,000"	0.07	"2,000"	28-Mar-19	3:42 PM	Thursday
AT SYSTEMATIZATION BHD	72	0.05	0.05	0.05	0.05	0	"2,733"	0.05	"2,267"	0.055	"15,229"	28-Mar-19	3:42 PM	Thursday
AT SYSTEMATIZATION BERHAD-WARRANTS B 16/19	0072WB	-	-	-	0.005	0	0	0	0	0.01	"20,674"	28-Mar-19	3:42 PM	Thursday
ATA IMS BERHAD	8176	-	-	-	1.75	0	0	1.71	480	1.75	180	28-Mar-19	3:42 PM	Thursday
ATLAN HOLDINGS BHD	7048	4.47	4.49	4.47	4.48	-0.44	20	4.47	15	4.49	25	28-Mar-19	3:42 PM	Thursday
ATRIUM REITS	5130	1.12	1.12	1.11	1.11	-0.89	189	1.11	"1,767"	1.13	202	28-Mar-19	3:42 PM	Thursday
ATTA GLOBAL GROUP BERHAD	7099	-	-	-	0.6	0	0	0.605	20	0.62	40	28-Mar-19	3:42 PM	Thursday
ATTA GLOBAL GROUP BERHAD - ICULS 12/22	7099LA	0.075	0.075	0.075	0.075	0	900	0.075	"4,620"	0.08	"3,693"	28-Mar-19	3:42 PM	Thursday
ATTA GLOBAL GROUP BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2017/2022	7099PA	0.12	0.12	0.12	0.12	0	210	0.11	850	0.12	290	28-Mar-19	3:42 PM	Thursday
ATTA GLOBAL GROUP BERHAD-WARRANTS 12/22	7099WB	-	-	-	0.11	0	0	0.095	100	0.11	500	28-Mar-19	3:42 PM	Thursday
ATTA GLOBAL GROUP BERHAD - WARRANTS  C  2014/2024	7099WC	-	-	-	0.09	0	0	0.09	300	0.125	80	28-Mar-19	3:42 PM	Thursday
ATURMAJU RESOURCES BHD	7181	0.375	0.38	0.36	0.37	0	"13,745"	0.365	"8,888"	0.37	"6,452"	28-Mar-19	3:42 PM	Thursday
ATURMAJU RESOURCES BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2019/2024	7181PA	0.195	0.195	0.19	0.195	0	"8,470"	0.19	"5,000"	0.195	"2,400"	28-Mar-19	3:42 PM	Thursday
AVILLION BERHAD	8885	0.135	0.14	0.13	0.13	-3.7	"32,806"	0.13	"20,588"	0.135	"4,690"	28-Mar-19	3:42 PM	Thursday
AWC BERHAD	7579	0.77	0.77	0.75	0.76	-1.3	"8,681"	0.755	"1,344"	0.765	217	28-Mar-19	3:42 PM	Thursday
AWC BERHAD - WARRANTS 2018/2023	7579WA	0.255	0.255	0.25	0.25	-3.85	"5,362"	0.245	"1,610"	0.25	570	28-Mar-19	3:42 PM	Thursday
AXIATA GROUP BERHAD	6888	4.1	4.12	4.07	4.11	-0.24	"4,545"	4.11	476	4.12	300	28-Mar-19	3:42 PM	Thursday
AXIATA-C28: CW AXIATA GROUP BERHAD (CIMB)	688828	-	-	-	0.02	0	0	0.005	"2,000"	0.01	"1,000"	28-Mar-19	3:42 PM	Thursday
AXIATA-C29: CW AXIATA GROUP BERHAD (KIBB)	688829	-	-	-	0.005	0	0	0	0	0	0	28-Mar-19	7:12 PM	Thursday
AXIATA-C30: CW AXIATA GROUP BERHAD (MIBB)	688830	-	-	-	0.04	0	0	0.025	"1,500"	0.03	"1,500"	28-Mar-19	3:42 PM	Thursday
AXIATA-C31: CW AXIATA GROUP BERHAD (AM)	688831	-	-	-	0.005	0	0	0	0	0.005	"3,000"	28-Mar-19	3:42 PM	Thursday
AXIATA-C32: CW AXIATA GROUP BERHAD (RHB)	688832	-	-	-	0.105	0	0	0.095	"2,000"	0.1	"2,000"	28-Mar-19	3:42 PM	Thursday
AXIATA-C33: CW AXIATA GROUP BERHAD (MACQ)	688833	-	-	-	0.165	0	0	0.16	"1,400"	0.165	900	28-Mar-19	3:42 PM	Thursday
AXIATA-C34: CW AXIATA GROUP BERHAD (CIMB)	688834	-	-	-	0.18	0	0	0.16	"1,000"	0.165	"1,000"	28-Mar-19	3:42 PM	Thursday
AXIATA-C35: CW AXIATA GROUP BERHAD (KIBB)	688835	-	-	-	0.135	0	0	0.125	"2,000"	0.13	"1,000"	28-Mar-19	3:42 PM	Thursday
AXIATA-C36: CW AXIATA GROUP BERHAD (RHB)	688836	-	-	-	0.2	0	0	0.17	"2,000"	0.175	"2,000"	28-Mar-19	3:42 PM	Thursday
AXIS REITS	5106	1.8	1.81	1.8	1.8	0	"13,225"	1.79	"2,258"	1.8	462	28-Mar-19	3:42 PM	Thursday
AYER HOLDINGS BERHAD	2305	-	-	-	4.41	0	0	4.43	5	4.8	10	28-Mar-19	3:42 PM	Thursday
