Company	Stock_Code	Open	High	Low	Last	Chg_Perc	Vol_in'00	Buy	Buy_Vol_in'00	Sell	Sell_Vol_in'00	Date	Time	Day
AE MULTI HOLDINGS BERHAD-WARRANTS 2014/2019	7146WA	0.005	0.005	0.005	0.005	0	"15,799"	0.005	"5,078"	0.01	"14,439"	25-Mar-19	4:24 PM	Monday
AEMULUS HOLDINGS BERHAD	181	0.25	0.25	0.245	0.245	-3.92	"6,995"	0.245	"1,446"	0.25	"2,046"	25-Mar-19	4:24 PM	Monday
AEON CO. (M) BHD	6599	1.52	1.53	1.49	1.5	-1.96	"8,964"	1.5	390	1.51	571	25-Mar-19	4:24 PM	Monday
AEON-CN: CW AEON CO. (M) BERHAD (MIBB)	6599CN	-	-	-	0.015	0	0	0	0	0	0	25-Mar-19	7:11 PM	Monday
AEON-CO: CW AEON CO. (M) BERHAD (CIMB)	6599CO	0.035	0.035	0.03	0.03	-25	"1,505"	0.03	"2,014"	0.035	"2,400"	25-Mar-19	4:24 PM	Monday
AEON-CP: CW AEON CO (M) BERHAD (RHB)	6599CP	-	-	-	0.05	0	0	0.03	"1,400"	0.035	"2,100"	25-Mar-19	4:24 PM	Monday
AEON-CQ: CW AEON CO. (M) BERHAD (KIBB)	6599CQ	-	-	-	0.03	0	0	0.015	"2,000"	0.02	"2,000"	25-Mar-19	4:24 PM	Monday
AEON CREDIT SERVICE (M) BHD	5139	17.1	17.36	16.98	17.04	-0.47	857	17.02	37	17.04	4	25-Mar-19	4:24 PM	Monday
AEON CREDIT SERVICE (M) BERHAD - ICULS 2017/2020	5139LA	-	-	-	1.56	0	0	1.53	358	1.59	300	25-Mar-19	4:24 PM	Monday
AFFIN BANK BERHAD	5185	2.24	2.24	2.22	2.23	-0.45	514	2.23	1	2.24	120	25-Mar-19	4:24 PM	Monday
ABM FUJIYA BERHAD	5198	0.495	0.51	0.495	0.51	-1.92	30	0.495	43	0.51	50	25-Mar-19	4:24 PM	Monday
AHB HOLDINGS BHD	7315	0.145	0.155	0.145	0.15	0	"28,569"	0.145	"11,600"	0.15	10	25-Mar-19	4:24 PM	Monday
AHB HOLDINGS BERHAD - WARRANTS B 2014/2019	7315WB	0.02	0.02	0.015	0.02	33.33	"6,880"	0.015	"37,501"	0.02	"8,280"	25-Mar-19	4:24 PM	Monday
APEX HEALTHCARE BHD	7090	9.12	9.15	9.11	9.12	-1.41	190	9.13	2	9.22	26	25-Mar-19	4:24 PM	Monday
AMANAH HARTA TANAH PNB	4952	0.765	0.765	0.76	0.76	-0.65	268	0.76	7	0.765	102	25-Mar-19	4:24 PM	Monday
ADVANCE INFORMATION MARKETING	122	-	-	-	0.25	0	0	0.25	365	0.3	300	25-Mar-19	4:24 PM	Monday
AIRASIA GROUP BERHAD	5099	2.74	2.76	2.71	2.73	-2.15	"69,074"	2.72	906	2.73	"2,173"	25-Mar-19	4:24 PM	Monday
AIRASIAC59: CW AIRASIA GROUP BERHAD (MACQ)	509959	-	-	-	0.02	0	0	0	0	0.02	200	25-Mar-19	4:24 PM	Monday
AIRASIAC65: CW AIRASIA GROUP BERHAD (CIMB)	509965	-	-	-	0.005	0	0	0	0	0	0	25-Mar-19	7:11 PM	Monday
AIRASIAC67: CW AIRASIA GROUP BERHAD (CIMB)	509967	0.085	0.085	0.075	0.075	-16.67	"6,518"	0.075	"2,050"	0.085	"1,500"	25-Mar-19	4:24 PM	Monday
AIRASIAC68: CW AIRASIA GROUP BERHAD (MACQ)	509968	-	-	-	0.005	0	0	0	0	0.005	"3,200"	25-Mar-19	4:24 PM	Monday
AIRASIAC69: CW AIRASIA GROUP BERHAD (MACQ)	509969	-	-	-	0.005	0	0	0.005	"10,000"	0.02	100	25-Mar-19	4:24 PM	Monday
AIRASIAC70: CW AIRASIA GROUP BERHAD (AM)	509970	0.005	0.005	0.005	0.005	0	"1,000"	0	0	0.005	"5,000"	25-Mar-19	4:24 PM	Monday
AIRASIAC71: CW AIRASIA GROUP BERHAD (CIMB)	509971	0.075	0.075	0.07	0.07	-6.67	"8,636"	0.065	"1,850"	0.075	"2,000"	25-Mar-19	4:24 PM	Monday
AIRASIAC72: CW AIRASIA GROUP BERHAD (MACQ)	509972	0.175	0.175	0.175	0.175	-7.89	900	0.17	"2,700"	0.175	"5,000"	25-Mar-19	4:24 PM	Monday
AIRASIAC73: CW AIRASIA GROUP BERHAD (KIBB)	509973	0.19	0.19	0.19	0.19	-7.32	"1,000"	0.19	"6,000"	0.195	"1,000"	25-Mar-19	4:24 PM	Monday
AIRASIAC74: CW AIRASIA GROUP BERHAD (MACQ)	509974	-	-	-	0.325	0	0	0.295	500	0.315	100	25-Mar-19	4:24 PM	Monday
AIRASIAC75: CW AIRASIA GROUP BERHAD (AM)	509975	-	-	-	0.145	0	0	0.12	"5,000"	0.125	"5,000"	25-Mar-19	4:24 PM	Monday
AIRASIAC76: CW AIRASIA GROUP BERHAD (MIBB)	509976	-	-	-	0.07	0	0	0.06	"2,500"	0.065	"2,500"	25-Mar-19	4:24 PM	Monday
AIRASIAC77: CW AIRASIA GROUP BERHAD (MACQ)	509977	0.075	0.075	0.065	0.065	-13.33	"7,400"	0.065	"27,150"	0.07	"14,000"	25-Mar-19	4:24 PM	Monday
MALAYSIA AIRPORTS HOLDINGS BHD	5014	7.6	7.6	6.9	7.31	-4.94	"65,280"	7.31	51	7.32	15	25-Mar-19	4:24 PM	Monday
AIRPORT-C2: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB)	5014C2	-	-	-	0.005	0	0	0	0	0	0	25-Mar-19	4:24 PM	Monday
AIRPORT-C3: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (AM)	5014C3	-	-	-	0.035	0	0	0	0	0	0	25-Mar-19	7:11 PM	Monday
AIRPORT-C4: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (CIMB)	5014C4	0.025	0.025	0.02	0.025	-28.57	"12,500"	0.025	"4,000"	0.03	"2,505"	25-Mar-19	4:24 PM	Monday
AIRPORT-C5: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (MACQ)	5014C5	-	-	-	0.055	0	0	0.03	"2,400"	0.035	700	25-Mar-19	4:24 PM	Monday
AIRPORT-C6: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB)	5014C6	0.07	0.075	0.07	0.075	-37.5	"1,000"	0.08	"3,000"	0.085	"3,000"	25-Mar-19	4:24 PM	Monday
AIRPORT-C7: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (KIBB)	5014C7	0.07	0.07	0.04	0.055	-26.67	"21,740"	0.055	600	0.06	350	25-Mar-19	4:24 PM	Monday
AMALGAMATED INDUSTRIAL STEEL	2682	0.255	0.265	0.255	0.265	3.92	222	0.255	33	0.28	100	25-Mar-19	4:24 PM	Monday
AJINOMOTO (M) BHD	2658	18.1	18.1	17.96	17.96	-0.88	336	17.94	13	18	495	25-Mar-19	4:24 PM	Monday
AJIYA BHD	7609	0.54	0.54	0.525	0.53	-1.85	960	0.53	90	0.535	100	25-Mar-19	4:24 PM	Monday
AJIYA BERHAD - WARRANTS 2016/2021	7609WA	-	-	-	0.095	0	0	0.09	300	0.095	"1,000"	25-Mar-19	4:24 PM	Monday
ALAM MARITIM RESOURCES BHD	5115	0.11	0.11	0.105	0.11	0	"22,671"	0.105	"24,098"	0.11	"6,313"	25-Mar-19	4:24 PM	Monday
AL-AQAR HEALTHCARE REIT	5116	1.34	1.34	1.34	1.34	0	100	1.34	10	1.35	"1,026"	25-Mar-19	4:24 PM	Monday
ALCOM GROUP BERHAD	2674	0.525	0.525	0.52	0.52	-3.7	610	0.52	570	0.54	90	25-Mar-19	4:24 PM	Monday
ALLIANZ MALAYSIA BHD	1163	14.64	14.64	14.64	14.64	2.38	2	14.42	6	14.5	60	25-Mar-19	4:24 PM	Monday
ALLIANZ MALAYSIA BHD-ICPS	1163PA	-	-	-	14.3	0	0	13.9	2	0	0	25-Mar-19	4:24 PM	Monday
AL-SALAM REAL ESTATE INVESTMENT TRUST	5269	0.845	0.85	0.845	0.845	-0.59	52	0.84	220	0.845	23	25-Mar-19	4:24 PM	Monday
AMMB HOLDINGS BHD	1015	4.46	4.55	4.46	4.5	-0.44	"9,270"	4.49	891	4.5	657	25-Mar-19	4:24 PM	Monday
AMBANK-C10: CW AMMB HOLDINGS BERHAD (CIMB)	101510	0.145	0.15	0.145	0.15	-9.09	4	0.14	"1,000"	0.15	"1,000"	25-Mar-19	4:24 PM	Monday
AMBANK-C11: CW AMMB HOLDINGS BERHAD (MIBB)	101511	-	-	-	0.165	0	0	0.135	"1,000"	0.145	"1,000"	25-Mar-19	4:24 PM	Monday
AMBANK-C12: CW AMMB HOLDINGS BERHAD (RHB)	101512	0.125	0.125	0.125	0.125	-3.85	36	0.12	"1,000"	0.125	"1,000"	25-Mar-19	4:24 PM	Monday
AMBANK-C13: CW AMMB HOLDINGS BERHAD (MACQ)	101513	0.085	0.085	0.085	0.085	-5.56	"1,148"	0.08	"4,800"	0.085	"5,000"	25-Mar-19	4:24 PM	Monday
ASIA MEDIA GROUP BERHAD	159	0.15	0.17	0.15	0.17	9.68	"6,050"	0.155	300	0.16	500	25-Mar-19	4:24 PM	Monday
AMFIRST REITS	5120	0.53	0.535	0.525	0.525	-1.87	"1,331"	0.525	711	0.53	876	25-Mar-19	4:24 PM	Monday
AMLEX HOLDINGS BERHAD	3011	-	-	-	0.18	0	0	0.01	50	0	0	25-Mar-19	4:24 PM	Monday
AMCORP PROPERTIES BERHAD	1007	0.52	0.525	0.52	0.52	0	"3,185"	0.52	83	0.525	60	25-Mar-19	4:24 PM	Monday
AMCORP PROPERTIES BERHAD - PREFERENCE SHARES A	1007PA	0.25	0.25	0.25	0.25	0	63	0.25	"1,746"	0.26	16	25-Mar-19	4:24 PM	Monday
AMCORP PROPERTIES BERHAD - PREFERENCE SHARES B	1007PB	-	-	-	0.58	0	0	0.505	25	0.58	16	25-Mar-19	4:24 PM	Monday
AMTEK HOLDINGS BHD	7051	-	-	-	0.175	0	0	0	0	0	0	25-Mar-19	7:12 PM	Monday
AMTEL HOLDINGS BHD	7031	-	-	-	0.665	0	0	0.665	267	0.795	3	25-Mar-19	4:24 PM	Monday
AMVERTON BERHAD	5959	1.16	1.17	1.16	1.17	-2.5	40	1.17	80	1.19	20	25-Mar-19	4:24 PM	Monday
AMWAY (M) HOLDINGS BHD	6351	6	6	6	6	1.35	18	6	514	6.19	4	25-Mar-19	4:24 PM	Monday
ANALABS RESOURCES BHD	7083	-	-	-	1.18	0	0	1.13	50	1.18	27	25-Mar-19	4:24 PM	Monday
ANCOM BHD	4758	-	-	-	0.48	0	0	0.47	500	0.485	100	25-Mar-19	4:24 PM	Monday
ANCOM LOGISTICS BERHAD	48	0.08	0.08	0.08	0.08	-5.88	30	0.08	"7,007"	0.085	"1,079"	25-Mar-19	4:24 PM	Monday
ANN JOO RESOURCES BHD	6556	1.51	1.55	1.51	1.53	0	"3,371"	1.53	266	1.54	469	25-Mar-19	4:24 PM	Monday
ANN JOO RESOURCES BERHAD-REDEEMABLE CONVERTIBLE CUMULATIVE PREFERENCE SHARES 2016/2024	6556PA	-	-	-	0.49	0	0	0.52	50	0.6	10	25-Mar-19	4:24 PM	Monday
ANZO HOLDINGS BERHAD	9342	0.035	0.04	0.035	0.04	14.29	"8,213"	0.035	"189,980"	0.04	"121,451"	25-Mar-19	4:24 PM	Monday
ANZO HOLDINGS BERHAD-WARRANTS 2009/2019	9342WA	-	-	-	0.005	0	0	0	0	0.005	"30,560"	25-Mar-19	4:24 PM	Monday
ANZO HOLDINGS BERHAD-WARRANTS 2013/2023	9342WB	-	-	-	0.025	0	0	0.01	"24,800"	0.025	700	25-Mar-19	4:24 PM	Monday
ANZO HOLDINGS BERHAD - WARRANTS 2017/2020	9342WC	-	-	-	0.005	0	0	0	0	0.005	"40,138"	25-Mar-19	4:24 PM	Monday
APB RESOURCES BHD	5568	-	-	-	0.665	0	0	0.65	48	0.71	50	25-Mar-19	4:24 PM	Monday
APEX EQUITY HOLDINGS BHD	5088	-	-	-	1.06	0	0	1.03	50	1.1	11	25-Mar-19	4:24 PM	Monday
APFT BERHAD	5194	0.02	0.02	0.015	0.015	-25	"5,011"	0.015	"294,390"	0.02	"121,402"	25-Mar-19	4:24 PM	Monday
APM AUTOMOTIVE HOLDINGS BHD	5015	3.02	3.02	3.01	3.01	0	87	3.01	149	3.2	33	25-Mar-19	4:24 PM	Monday
APOLLO FOOD HOLDINGS BHD	6432	-	-	-	3.9	0	0	3.9	100	3.95	10	25-Mar-19	4:24 PM	Monday
APPASIA BERHAD	119	0.09	0.09	0.09	0.09	0	590	0.085	"5,755"	0.09	"1,100"	25-Mar-19	4:24 PM	Monday
APPASIA BERHAD - WARRANTS A	0119WA	0.035	0.04	0.035	0.04	14.29	"1,100"	0.035	"4,108"	0.04	"2,310"	25-Mar-19	4:24 PM	Monday
A-RANK BHD	7214	0.52	0.52	0.52	0.52	-1.89	298	0.52	20	0.53	100	25-Mar-19	4:24 PM	Monday
ARK RESOURCES HOLDINGS BERHAD	7007	-	-	-	0.36	0	0	0.4	1	0.5	150	25-Mar-19	4:24 PM	Monday
ARK RESOURCES HOLDINGS BERHAD - WARRANTS B 2011/2021	7007WB	-	-	-	0.09	0	0	0.035	150	0.39	1	25-Mar-19	4:24 PM	Monday
BUMI ARMADA BERHAD	5210	0.18	0.195	0.18	0.195	5.41	"561,286"	0.19	"18,150"	0.195	"202,089"	25-Mar-19	4:24 PM	Monday
ARMADA-C40: CW BUMI ARMADA BERHAD (CIMB)	521040	-	-	-	0.005	0	0	0	0	0.005	"10,700"	25-Mar-19	4:24 PM	Monday
ARMADA-C42: CW BUMI ARMADA BERHAD (RHB)	521042	-	-	-	0.005	0	0	0	0	0	0	25-Mar-19	7:11 PM	Monday
ARMADA-C43: CW BUMI ARMADA BERHAD (MIBB)	521043	-	-	-	0.005	0	0	0	0	0.005	"27,440"	25-Mar-19	4:24 PM	Monday
ARMADA-C44: CW BUMI ARMADA BERHAD (AM)	521044	-	-	-	0.005	0	0	0	0	0	0	25-Mar-19	7:11 PM	Monday
ARMADA-C45: CW BUMI ARMADA BERHAD (KIBB)	521045	-	-	-	0.005	0	0	0	0	0.005	"67,913"	25-Mar-19	4:24 PM	Monday
ARMADA-C46: CW BUMI ARMADA BERHAD (MIBB)	521046	-	-	-	0.005	0	0	0	0	0.005	"21,340"	25-Mar-19	4:24 PM	Monday
ARMADA-C47: CW BUMI ARMADA BERHAD (MACQ)	521047	-	-	-	0.005	0	0	0.005	"5,000"	0.02	100	25-Mar-19	4:24 PM	Monday
ARMADA-C48: CW BUMI ARMADA BERHAD (RHB)	521048	-	-	-	0.005	0	0	0	0	0.005	"5,100"	25-Mar-19	4:24 PM	Monday
ARMADA-C49: CW BUMI ARMADA BERHAD (KIBB)	521049	-	-	-	0.005	0	0	0.005	"10,000"	0.01	"7,000"	25-Mar-19	4:24 PM	Monday
ARMADA-C50: CW BUMI ARMADA BERHAD (MACQ)	521050	-	-	-	0.015	0	0	0.015	"5,000"	0.02	"5,000"	25-Mar-19	4:24 PM	Monday
AMANAHRAYA REITS	5127	0.835	0.84	0.835	0.835	0	514	0.83	691	0.835	8	25-Mar-19	4:24 PM	Monday
ADVANCE SYNERGY BHD	1481	0.135	0.14	0.135	0.135	-3.57	"7,443"	0.135	"8,728"	0.14	"4,214"	25-Mar-19	4:24 PM	Monday
ASDION BHD	68	0.275	0.28	0.265	0.27	-1.82	"50,715"	0.27	"2,307"	0.275	"2,560"	25-Mar-19	4:24 PM	Monday
ASDION BERHAD - WARRANTS 2014/2019	0068WB	-	-	-	0.005	0	0	0	0	0	0	25-Mar-19	7:12 PM	Monday
ASIA BRANDS BERHAD	7722	0.445	0.48	0.445	0.48	9.09	150	0.435	50	0.475	50	25-Mar-19	4:24 PM	Monday
ASIA FILE CORPORATION BHD	7129	2.5	2.52	2.5	2.5	0	39	2.48	56	2.52	45	25-Mar-19	4:24 PM	Monday
ASIAN PAC HOLDINGS BHD	4057	0.12	0.12	0.12	0.12	0	"7,647"	0.12	153	0.125	"5,240"	25-Mar-19	4:24 PM	Monday
ASIAN PAC HOLDINGS BERHAD- ICULS 2017/2022	4057LC	-	-	-	0.58	0	0	0.62	5	0.805	40	25-Mar-19	4:24 PM	Monday
ASIAN PAC HOLDINGS BERHAD - WARRANTS B 2017/2022	4057WB	-	-	-	0.045	0	0	0.035	"1,105"	0.055	"1,045"	25-Mar-19	4:24 PM	Monday
ASIA POLY HOLDINGS BHD	105	-	-	-	0.08	0	0	0.07	"9,747"	0.075	200	25-Mar-19	4:24 PM	Monday
ASIA POLY HOLDINGS BERHAD - ICPS A 2017/2022	0105PA	-	-	-	0.035	0	0	0.035	"25,272"	0.04	"15,200"	25-Mar-19	4:24 PM	Monday
ASIA POLY HOLDINGS BERHAD - WARRANTS A 2015/2020	0105WA	-	-	-	0.015	0	0	0.01	"13,900"	0.015	"1,681"	25-Mar-19	4:24 PM	Monday
ASIA POLY HOLDINGS BERHAD-WARRANTS B 2017/2022	0105WB	-	-	-	0.025	0	0	0.025	"4,000"	0.03	"2,775"	25-Mar-19	4:24 PM	Monday
ASTINO BHD	7162	0.655	0.655	0.655	0.655	0	380	0.65	150	0.68	50	25-Mar-19	4:24 PM	Monday
ASTRO MALAYSIA HOLDINGS BERHAD	6399	1.54	1.55	1.49	1.51	-2.58	"24,073"	1.51	73	1.52	540	25-Mar-19	4:24 PM	Monday
ASTRO-C10: CW ASTRO MALAYSIA HOLDINGS BERHAD (RHB)	639910	-	-	-	0.115	0	0	0.09	"2,000"	0.095	"2,000"	25-Mar-19	4:24 PM	Monday
ASTRO-C11: CW ASTRO MALAYSIA HOLDINGS BERHAD (KIBB)	639911	-	-	-	0.11	0	0	0.085	"2,000"	0.09	"2,000"	25-Mar-19	4:24 PM	Monday
ASTRO-C12: CW ASTRO MALAYSIA HOLDINGS BERHAD (MACQ)	639912	0.065	0.065	0.065	0.065	-13.33	"2,700"	0.065	100	0.07	"1,400"	25-Mar-19	4:24 PM	Monday
ASTRO-C13: CW ASTRO MALAYSIA HOLDINGS BERHAD (MIBB)	639913	-	-	-	0.07	0	0	0.06	"2,000"	0.065	"2,000"	25-Mar-19	4:24 PM	Monday
AT SYSTEMATIZATION BHD	72	0.05	0.05	0.05	0.05	0	6	0.045	"20,101"	0.05	494	25-Mar-19	4:24 PM	Monday
AT SYSTEMATIZATION BERHAD-WARRANTS B 16/19	0072WB	-	-	-	0.005	0	0	0	0	0.005	"1,268"	25-Mar-19	4:24 PM	Monday
ATA IMS BERHAD	8176	1.77	1.77	1.75	1.75	-1.13	746	1.75	794	1.76	366	25-Mar-19	4:24 PM	Monday
ATLAN HOLDINGS BHD	7048	4.49	4.5	4.49	4.49	-0.22	53	4.49	27	4.5	110	25-Mar-19	4:24 PM	Monday
ATRIUM REITS	5130	1.12	1.12	1.12	1.12	0.9	240	1.11	744	1.12	780	25-Mar-19	4:24 PM	Monday
ATTA GLOBAL GROUP BERHAD	7099	0.61	0.61	0.61	0.61	0	31	0.61	9	0.62	40	25-Mar-19	4:24 PM	Monday
ATTA GLOBAL GROUP BERHAD - ICULS 12/22	7099LA	0.08	0.08	0.075	0.075	0	2	0.075	"4,198"	0.08	95	25-Mar-19	4:24 PM	Monday
ATTA GLOBAL GROUP BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2017/2022	7099PA	-	-	-	0.125	0	0	0.12	"1,400"	0.13	540	25-Mar-19	4:24 PM	Monday
ATTA GLOBAL GROUP BERHAD-WARRANTS 12/22	7099WB	-	-	-	0.11	0	0	0.095	100	0.11	500	25-Mar-19	4:24 PM	Monday
ATTA GLOBAL GROUP BERHAD - WARRANTS  C  2014/2024	7099WC	-	-	-	0.09	0	0	0.08	500	0.125	80	25-Mar-19	4:24 PM	Monday
ATURMAJU RESOURCES BHD	7181	0.36	0.375	0.35	0.355	-2.74	"31,205"	0.355	75	0.36	"1,029"	25-Mar-19	4:24 PM	Monday
ATURMAJU RESOURCES BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2019/2024	7181PA	0.185	0.19	0.17	0.175	-5.41	"24,503"	0.17	"1,341"	0.175	"1,358"	25-Mar-19	4:24 PM	Monday
AVILLION BERHAD	8885	0.15	0.16	0.13	0.135	-10	"131,480"	0.135	"2,625"	0.14	"4,956"	25-Mar-19	4:24 PM	Monday
AWC BERHAD	7579	0.77	0.79	0.77	0.775	-1.9	"7,120"	0.775	14	0.78	273	25-Mar-19	4:24 PM	Monday
AWC BERHAD - WARRANTS 2018/2023	7579WA	0.28	0.28	0.265	0.27	-3.57	"7,418"	0.265	"1,770"	0.27	30	25-Mar-19	4:24 PM	Monday
AXIATA GROUP BERHAD	6888	4.14	4.18	4.12	4.16	-2.58	"30,793"	4.16	"2,182"	4.17	"1,138"	25-Mar-19	4:24 PM	Monday
AXIATA-C28: CW AXIATA GROUP BERHAD (CIMB)	688828	-	-	-	0.02	0	0	0.01	"1,000"	0.015	"1,000"	25-Mar-19	4:24 PM	Monday
AXIATA-C29: CW AXIATA GROUP BERHAD (KIBB)	688829	-	-	-	0.005	0	0	0	0	0	0	25-Mar-19	7:12 PM	Monday
AXIATA-C30: CW AXIATA GROUP BERHAD (MIBB)	688830	-	-	-	0.04	0	0	0.03	"1,500"	0.035	"1,500"	25-Mar-19	4:24 PM	Monday
AXIATA-C31: CW AXIATA GROUP BERHAD (AM)	688831	-	-	-	0.04	0	0	0	0	0.005	"3,000"	25-Mar-19	4:24 PM	Monday
AXIATA-C32: CW AXIATA GROUP BERHAD (RHB)	688832	-	-	-	0.11	0	0	0.105	"2,000"	0.11	"2,000"	25-Mar-19	4:24 PM	Monday
AXIATA-C33: CW AXIATA GROUP BERHAD (MACQ)	688833	0.165	0.17	0.165	0.17	-5.56	"9,410"	0.17	"5,000"	0.175	"3,500"	25-Mar-19	4:24 PM	Monday
AXIATA-C34: CW AXIATA GROUP BERHAD (CIMB)	688834	-	-	-	0.18	0	0	0.17	"1,000"	0.175	"1,000"	25-Mar-19	4:24 PM	Monday
AXIATA-C35: CW AXIATA GROUP BERHAD (KIBB)	688835	0.135	0.135	0.135	0.135	-6.9	500	0.135	"5,000"	0.14	"4,500"	25-Mar-19	4:24 PM	Monday
AXIATA-C36: CW AXIATA GROUP BERHAD (RHB)	688836	-	-	-	0.2	0	0	0.175	"2,000"	0.18	"2,000"	25-Mar-19	4:24 PM	Monday
AXIS REITS	5106	1.8	1.8	1.78	1.78	-1.11	"9,086"	1.78	276	1.79	"4,805"	25-Mar-19	4:24 PM	Monday
AYER HOLDINGS BERHAD	2305	-	-	-	4.31	0	0	4.41	4	4.8	10	25-Mar-19	4:24 PM	Monday
