Company	Stock_Code	Open	High	Low	Last	Chg_Perc	Vol_in'00	Buy	Buy_Vol_in'00	Sell	Sell_Vol_in'00	Date	Time	Day
AAX-C20: CW AIRASIA X BERHAD (RHB)	523820	-	-	-	0.005	0	0	0	0	0.005	"13,000"	26-Feb-19	9:21 AM	Tuesday
AAX-C21: CW AIRASIA X BERHAD (MACQ)	523821	-	-	-	0.005	0	0	0.005	"5,000"	0.02	200	26-Feb-19	9:21 AM	Tuesday
AIRASIA X BERHAD - WARRANTS  A  2015/2020	5238WA	-	-	-	0.06	0	0	0.055	"22,415"	0.06	"5,212"	26-Feb-19	9:21 AM	Tuesday
ABF MALAYSIA BOND INDEX FUND	0800EA	-	-	-	1.166	0	0	1.162	"1,000"	1.167	"1,000"	26-Feb-19	9:21 AM	Tuesday
ABLEGROUP BERHAD	7086	-	-	-	0.075	0	0	0.07	"12,150"	0.08	"5,567"	26-Feb-19	9:21 AM	Tuesday
ALLIANCE BANK MALAYSIA BERHAD	2488	4.25	4.25	4.22	4.25	0	123	4.22	266	4.25	64	26-Feb-19	9:21 AM	Tuesday
ABMB-CX: CW ALLIANCE BANK MALAYSIA BERHAD (RHB)	2488CX	-	-	-	0.005	0	0	0	0	0	0	26-Feb-19	9:21 AM	Tuesday
ABMB-CY: CW ALLIANCE BANK MALAYSIA BERHAD (MIBB)	2488CY	-	-	-	0.1	0	0	0.105	700	0.115	700	26-Feb-19	9:21 AM	Tuesday
ACME HOLDINGS BERHAD	7131	-	-	-	0.23	0	0	0.25	100	0.3	47	26-Feb-19	9:21 AM	Tuesday
ACOUSTECH BHD	7120	0.445	0.445	0.445	0.445	-1.11	"1,674"	0.44	550	0.445	402	26-Feb-19	9:21 AM	Tuesday
ADVANCECON HOLDINGS BERHAD	5281	0.355	0.355	0.35	0.35	-1.41	"1,779"	0.345	240	0.35	157	26-Feb-19	9:21 AM	Tuesday
ADVENTA BHD	7191	-	-	-	0.37	0	0	0.35	"12,707"	0.37	102	26-Feb-19	9:21 AM	Tuesday
ADVANCED PACKAGING TECHNOLOGY	9148	-	-	-	1.93	0	0	1.93	30	2.3	10	26-Feb-19	9:21 AM	Tuesday
AE MULTI HOLDINGS BHD	7146	-	-	-	0.12	0	0	0.115	"4,745"	0.12	90	26-Feb-19	9:21 AM	Tuesday
AE MULTI HOLDINGS BERHAD-WARRANTS 2014/2019	7146WA	-	-	-	0.005	0	0	0.005	"19,100"	0.01	"36,222"	26-Feb-19	9:21 AM	Tuesday
AEMULUS HOLDINGS BERHAD	181	0.25	0.255	0.25	0.255	0	805	0.25	"1,275"	0.255	"1,720"	26-Feb-19	9:21 AM	Tuesday
AEON CO. (M) BHD	6599	1.59	1.59	1.58	1.59	0	944	1.58	568	1.59	388	26-Feb-19	9:21 AM	Tuesday
AEON-CN: CW AEON CO. (M) BERHAD (MIBB)	6599CN	-	-	-	0.015	0	0	0	0	0	0	26-Feb-19	9:21 AM	Tuesday
AEON-CO: CW AEON CO. (M) BERHAD (CIMB)	6599CO	0.055	0.055	0.055	0.055	-8.33	"3,230"	0.05	"4,002"	0.055	"1,894"	26-Feb-19	9:21 AM	Tuesday
AEON-CP: CW AEON CO (M) BERHAD (RHB)	6599CP	-	-	-	0.05	0	0	0.055	"1,700"	0.06	"1,100"	26-Feb-19	9:21 AM	Tuesday
AEON-CQ: CW AEON CO. (M) BERHAD (KIBB)	6599CQ	-	-	-	0.04	0	0	0.03	"2,000"	0.035	"2,000"	26-Feb-19	9:21 AM	Tuesday
AEON CREDIT SERVICE (M) BHD	5139	17	17	17	17	0.71	2	16.92	1	16.96	14	26-Feb-19	9:21 AM	Tuesday
AEON CREDIT SERVICE (M) BERHAD - ICULS 2017/2020	5139LA	-	-	-	1.51	0	0	1.52	140	1.63	232	26-Feb-19	9:21 AM	Tuesday
AFFIN BANK BERHAD	5185	-	-	-	2.3	0	0	2.3	44	2.31	63	26-Feb-19	9:21 AM	Tuesday
ABM FUJIYA BERHAD	5198	-	-	-	0.53	0	0	0.5	40	0.53	20	26-Feb-19	9:36 AM	Tuesday
AHB HOLDINGS BHD	7315	-	-	-	0.135	0	0	0.135	916	0.14	"1,584"	26-Feb-19	9:36 AM	Tuesday
AHB HOLDINGS BERHAD - WARRANTS B 2014/2019	7315WB	-	-	-	0.005	0	0	0.005	"16,700"	0.01	"16,945"	26-Feb-19	9:36 AM	Tuesday
APEX HEALTHCARE BHD	7090	8.8	8.8	8.8	8.8	0	70	8.75	15	8.8	10	26-Feb-19	9:36 AM	Tuesday
AMANAH HARTA TANAH PNB	4952	-	-	-	0.76	0	0	0.75	18	0.765	300	26-Feb-19	9:36 AM	Tuesday
ADVANCE INFORMATION MARKETING	122	-	-	-	0.28	0	0	0.24	200	0.4	"2,000"	26-Feb-19	9:36 AM	Tuesday
AIRASIA GROUP BERHAD	5099	3.08	3.11	3.08	3.09	0.65	"6,021"	3.09	437	3.1	370	26-Feb-19	9:36 AM	Tuesday
AIRASIAC59: CW AIRASIA GROUP BERHAD (MACQ)	509959	-	-	-	0.025	0	0	0.01	"10,000"	0.03	200	26-Feb-19	9:36 AM	Tuesday
AIRASIAC65: CW AIRASIA GROUP BERHAD (CIMB)	509965	-	-	-	0.005	0	0	0	0	0	0	26-Feb-19	9:36 AM	Tuesday
AIRASIAC67: CW AIRASIA GROUP BERHAD (CIMB)	509967	0.2	0.2	0.2	0.2	2.56	50	0.205	704	0.21	553	26-Feb-19	9:36 AM	Tuesday
AIRASIAC68: CW AIRASIA GROUP BERHAD (MACQ)	509968	-	-	-	0.05	0	0	0.03	"5,970"	0.05	"1,000"	26-Feb-19	9:36 AM	Tuesday
AIRASIAC69: CW AIRASIA GROUP BERHAD (MACQ)	509969	-	-	-	0.135	0	0	0.09	"1,000"	0.115	100	26-Feb-19	9:36 AM	Tuesday
AIRASIAC70: CW AIRASIA GROUP BERHAD (AM)	509970	0.06	0.06	0.06	0.06	9.09	450	0.055	"3,000"	0.06	"2,550"	26-Feb-19	9:36 AM	Tuesday
AIRASIAC71: CW AIRASIA GROUP BERHAD (CIMB)	509971	0.15	0.155	0.15	0.155	3.33	"3,465"	0.15	"2,374"	0.155	535	26-Feb-19	9:36 AM	Tuesday
AIRASIAC72: CW AIRASIA GROUP BERHAD (MACQ)	509972	0.25	0.25	0.25	0.25	2.04	120	0.25	"1,000"	0.26	100	26-Feb-19	9:36 AM	Tuesday
AIRASIAC73: CW AIRASIA GROUP BERHAD (KIBB)	509973	0.29	0.295	0.29	0.29	1.75	"3,300"	0.29	"1,000"	0.295	"1,000"	26-Feb-19	9:36 AM	Tuesday
AIRASIAC74: CW AIRASIA GROUP BERHAD (MACQ)	509974	-	-	-	0.47	0	0	0.385	800	0.41	100	26-Feb-19	9:36 AM	Tuesday
AIRASIAC75: CW AIRASIA GROUP BERHAD (AM)	509975	-	-	-	0.19	0	0	0.185	"3,000"	0.195	"3,000"	26-Feb-19	9:36 AM	Tuesday
AIRASIAC76: CW AIRASIA GROUP BERHAD (MIBB)	509976	0.105	0.105	0.105	0.105	0	"2,300"	0.105	"2,500"	0.11	"2,800"	26-Feb-19	9:36 AM	Tuesday
AIRASIAC77: CW AIRASIA GROUP BERHAD (MACQ)	509977	0.125	0.125	0.125	0.125	0	"16,450"	0.125	"2,000"	0.13	"2,000"	26-Feb-19	9:36 AM	Tuesday
MALAYSIA AIRPORTS HOLDINGS BHD	5014	8.37	8.38	8.37	8.37	-1.06	51	8.37	31	8.38	93	26-Feb-19	9:36 AM	Tuesday
AIRPORT-C2: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB)	5014C2	-	-	-	0.025	0	0	0.005	"2,000"	0.01	"2,000"	26-Feb-19	9:36 AM	Tuesday
AIRPORT-C3: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (AM)	5014C3	-	-	-	0.035	0	0	0.015	"1,000"	0.025	"1,000"	26-Feb-19	9:36 AM	Tuesday
AIRPORT-C4: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (CIMB)	5014C4	-	-	-	0.085	0	0	0.07	107	0.08	535	26-Feb-19	9:36 AM	Tuesday
AIRPORT-C5: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (MACQ)	5014C5	-	-	-	0.09	0	0	0.095	300	0.105	900	26-Feb-19	9:36 AM	Tuesday
AIRPORT-C6: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (RHB)	5014C6	-	-	-	0.16	0	0	0.155	"3,000"	0.16	"3,000"	26-Feb-19	9:36 AM	Tuesday
AIRPORT-C7: CW MALAYSIA AIRPORTS HOLDINGS BERHAD (KIBB)	5014C7	-	-	-	0.145	0	0	0.135	200	0.14	800	26-Feb-19	9:36 AM	Tuesday
AMALGAMATED INDUSTRIAL STEEL	2682	-	-	-	0.265	0	0	0.26	156	0.295	252	26-Feb-19	9:36 AM	Tuesday
AJINOMOTO (M) BHD	2658	18.82	18.82	18.8	18.8	-0.11	15	18.78	11	18.82	34	26-Feb-19	9:36 AM	Tuesday
AJIYA BHD	7609	-	-	-	0.565	0	0	0.54	50	0.565	127	26-Feb-19	9:36 AM	Tuesday
AJIYA BERHAD - WARRANTS 2016/2021	7609WA	-	-	-	0.105	0	0	0.09	420	0.105	"1,029"	26-Feb-19	9:36 AM	Tuesday
ALAM MARITIM RESOURCES BHD	5115	0.105	0.105	0.105	0.105	0	"6,233"	0.1	"21,832"	0.105	"10,612"	26-Feb-19	9:36 AM	Tuesday
AL-AQAR HEALTHCARE REIT	5116	-	-	-	1.33	0	0	1.32	80	1.34	100	26-Feb-19	9:36 AM	Tuesday
ALCOM GROUP BERHAD	2674	-	-	-	0.5	0	0	0.495	125	0.51	181	26-Feb-19	9:36 AM	Tuesday
ALLIANZ MALAYSIA BHD	1163	-	-	-	14.46	0	0	14.44	6	14.48	20	26-Feb-19	9:36 AM	Tuesday
ALLIANZ MALAYSIA BHD-ICPS	1163PA	-	-	-	14.5	0	0	14	100	0	0	26-Feb-19	9:36 AM	Tuesday
AL-SALAM REAL ESTATE INVESTMENT TRUST	5269	0.81	0.81	0.81	0.81	0	14	0.81	18	0.82	5	26-Feb-19	9:36 AM	Tuesday
AMMB HOLDINGS BHD	1015	4.55	4.55	4.51	4.55	0	528	4.54	60	4.55	75	26-Feb-19	9:36 AM	Tuesday
AMBANK-C10: CW AMMB HOLDINGS BERHAD (CIMB)	101510	-	-	-	0.19	0	0	0.175	25	0.19	119	26-Feb-19	9:36 AM	Tuesday
AMBANK-C11: CW AMMB HOLDINGS BERHAD (MIBB)	101511	-	-	-	0.18	0	0	0.17	"1,000"	0.18	"1,000"	26-Feb-19	9:36 AM	Tuesday
AMBANK-C12: CW AMMB HOLDINGS BERHAD (RHB)	101512	-	-	-	0.155	0	0	0.14	"1,000"	0.15	"1,000"	26-Feb-19	9:36 AM	Tuesday
AMBANK-C13: CW AMMB HOLDINGS BERHAD (MACQ)	101513	0.105	0.105	0.105	0.105	-4.55	400	0.105	200	0.11	400	26-Feb-19	9:36 AM	Tuesday
ASIA MEDIA GROUP BERHAD	159	0.16	0.16	0.16	0.16	0	200	0.16	397	0.165	"1,000"	26-Feb-19	9:36 AM	Tuesday
AMFIRST REITS	5120	0.53	0.54	0.525	0.54	0.93	500	0.525	847	0.54	383	26-Feb-19	9:36 AM	Tuesday
AMLEX HOLDINGS BERHAD	3011	-	-	-	0.18	0	0	0.01	500	0.17	500	26-Feb-19	9:36 AM	Tuesday
AMCORP PROPERTIES BERHAD	1007	-	-	-	0.52	0	0	0.52	405	0.525	20	26-Feb-19	9:36 AM	Tuesday
AMCORP PROPERTIES BERHAD - PREFERENCE SHARES A	1007PA	-	-	-	0.25	0	0	0.25	56	0.28	13	26-Feb-19	9:36 AM	Tuesday
AMCORP PROPERTIES BERHAD - PREFERENCE SHARES B	1007PB	-	-	-	0.58	0	0	0.44	100	0.62	12	26-Feb-19	9:36 AM	Tuesday
AMTEK HOLDINGS BHD	7051	-	-	-	0.28	0	0	0.265	500	0.285	100	26-Feb-19	9:36 AM	Tuesday
AMTEL HOLDINGS BHD	7031	-	-	-	0.655	0	0	0.655	200	0.795	3	26-Feb-19	9:36 AM	Tuesday
AMVERTON BERHAD	5959	-	-	-	1	0	0	0.88	40	1.07	10	26-Feb-19	9:36 AM	Tuesday
AMWAY (M) HOLDINGS BHD	6351	6	6	5.9	5.9	-1.67	26	5.86	7	5.9	4	26-Feb-19	9:36 AM	Tuesday
ANALABS RESOURCES BHD	7083	-	-	-	1.18	0	0	1.15	1	1.3	100	26-Feb-19	9:36 AM	Tuesday
ANCOM BHD	4758	0.5	0.5	0.495	0.495	-1.98	403	0.495	47	0.5	20	26-Feb-19	9:36 AM	Tuesday
ANCOM LOGISTICS BERHAD	48	-	-	-	0.09	0	0	0.085	"1,982"	0.1	"1,627"	26-Feb-19	9:36 AM	Tuesday
ANN JOO RESOURCES BHD	6556	1.59	1.59	1.53	1.55	-2.52	"2,599"	1.54	297	1.55	157	26-Feb-19	9:36 AM	Tuesday
ANN JOO RESOURCES BERHAD-REDEEMABLE CONVERTIBLE CUMULATIVE PREFERENCE SHARES 2016/2024	6556PA	-	-	-	0.43	0	0	0.44	10	0.72	160	26-Feb-19	9:36 AM	Tuesday
ANZO HOLDINGS BERHAD	9342	-	-	-	0.035	0	0	0.035	"211,994"	0.04	"61,804"	26-Feb-19	9:36 AM	Tuesday
ANZO HOLDINGS BERHAD-WARRANTS 2009/2019	9342WA	-	-	-	0.005	0	0	0	0	0.005	"39,981"	26-Feb-19	9:36 AM	Tuesday
ANZO HOLDINGS BERHAD-WARRANTS 2013/2023	9342WB	-	-	-	0.025	0	0	0.015	"2,000"	0.025	700	26-Feb-19	9:36 AM	Tuesday
ANZO HOLDINGS BERHAD - WARRANTS 2017/2020	9342WC	0.005	0.005	0.005	0.005	0	200	0	0	0.005	"15,322"	26-Feb-19	9:36 AM	Tuesday
APB RESOURCES BHD	5568	-	-	-	0.785	0	0	0.71	50	0.785	200	26-Feb-19	9:36 AM	Tuesday
APEX EQUITY HOLDINGS BHD	5088	1	1	1	1	-0.99	100	0.99	50	1.01	20	26-Feb-19	9:36 AM	Tuesday
APFT BERHAD	5194	-	-	-	0.015	0	0	0.015	"225,075"	0.02	"37,000"	26-Feb-19	9:36 AM	Tuesday
APM AUTOMOTIVE HOLDINGS BHD	5015	-	-	-	2.93	0	0	2.97	21	3.1	20	26-Feb-19	9:36 AM	Tuesday
APOLLO FOOD HOLDINGS BHD	6432	3.88	3.88	3.88	3.88	0	20	3.87	15	3.95	95	26-Feb-19	9:36 AM	Tuesday
APPASIA BERHAD	119	-	-	-	0.095	0	0	0.095	"6,779"	0.1	"2,400"	26-Feb-19	9:36 AM	Tuesday
APPASIA BERHAD - WARRANTS A	0119WA	0.05	0.05	0.045	0.045	-10	340	0.045	"1,850"	0.05	910	26-Feb-19	9:36 AM	Tuesday
A-RANK BHD	7214	-	-	-	0.535	0	0	0.53	542	0.55	85	26-Feb-19	9:36 AM	Tuesday
ARK RESOURCES HOLDINGS BERHAD	7007	-	-	-	0.38	0	0	0.4	50	0.465	1	26-Feb-19	9:36 AM	Tuesday
ARK RESOURCES HOLDINGS BERHAD - WARRANTS B 2011/2021	7007WB	-	-	-	0.09	0	0	0.02	"1,100"	0.39	1	26-Feb-19	9:36 AM	Tuesday
BUMI ARMADA BERHAD	5210	0.2	0.205	0.195	0.205	2.5	"445,295"	0.2	"162,103"	0.205	"230,759"	26-Feb-19	9:36 AM	Tuesday
ARMADA-C40: CW BUMI ARMADA BERHAD (CIMB)	521040	-	-	-	0.005	0	0	0	0	0.005	"11,500"	26-Feb-19	9:36 AM	Tuesday
ARMADA-C42: CW BUMI ARMADA BERHAD (RHB)	521042	-	-	-	0.005	0	0	0	0	0	0	26-Feb-19	9:36 AM	Tuesday
ARMADA-C43: CW BUMI ARMADA BERHAD (MIBB)	521043	-	-	-	0.005	0	0	0	0	0.005	"40,675"	26-Feb-19	9:36 AM	Tuesday
ARMADA-C44: CW BUMI ARMADA BERHAD (AM)	521044	-	-	-	0.005	0	0	0	0	0.005	"34,170"	26-Feb-19	9:36 AM	Tuesday
ARMADA-C45: CW BUMI ARMADA BERHAD (KIBB)	521045	-	-	-	0.005	0	0	0	0	0.005	"48,657"	26-Feb-19	9:36 AM	Tuesday
ARMADA-C46: CW BUMI ARMADA BERHAD (MIBB)	521046	-	-	-	0.005	0	0	0	0	0.005	"32,650"	26-Feb-19	9:36 AM	Tuesday
ARMADA-C47: CW BUMI ARMADA BERHAD (MACQ)	521047	-	-	-	0.005	0	0	0.005	"5,000"	0.02	100	26-Feb-19	9:36 AM	Tuesday
ARMADA-C48: CW BUMI ARMADA BERHAD (RHB)	521048	-	-	-	0.005	0	0	0	0	0.005	"4,600"	26-Feb-19	9:36 AM	Tuesday
ARMADA-C49: CW BUMI ARMADA BERHAD (KIBB)	521049	-	-	-	0.015	0	0	0.01	"35,000"	0.015	"38,000"	26-Feb-19	9:36 AM	Tuesday
ARMADA-C50: CW BUMI ARMADA BERHAD (MACQ)	521050	-	-	-	0.025	0	0	0.02	"54,431"	0.025	"6,070"	26-Feb-19	9:36 AM	Tuesday
AMANAHRAYA REITS	5127	-	-	-	0.84	0	0	0.84	715	0.85	754	26-Feb-19	9:36 AM	Tuesday
ADVANCE SYNERGY BHD	1481	0.135	0.135	0.135	0.135	-3.57	"3,100"	0.13	"11,061"	0.135	"1,612"	26-Feb-19	9:36 AM	Tuesday
ASDION BHD	68	0.26	0.265	0.255	0.255	0	"10,949"	0.25	"5,971"	0.255	"1,579"	26-Feb-19	9:36 AM	Tuesday
ASDION BERHAD - WARRANTS 2014/2019	0068WB	0.005	0.005	0.005	0.005	0	"2,150"	0	0	0.005	"11,600"	26-Feb-19	9:36 AM	Tuesday
ASIA BRANDS BERHAD	7722	0.43	0.43	0.43	0.43	0	100	0.42	100	0.44	140	26-Feb-19	9:36 AM	Tuesday
ASIA FILE CORPORATION BHD	7129	-	-	-	2.61	0	0	2.53	9	2.64	40	26-Feb-19	9:36 AM	Tuesday
ASIAN PAC HOLDINGS BHD	4057	0.12	0.12	0.12	0.12	0	"7,020"	0.115	"20,511"	0.12	580	26-Feb-19	9:36 AM	Tuesday
ASIAN PAC HOLDINGS BERHAD- ICULS 2017/2022	4057LC	-	-	-	0.6	0	0	0.6	100	0	0	26-Feb-19	9:36 AM	Tuesday
ASIAN PAC HOLDINGS BERHAD - WARRANTS B 2017/2022	4057WB	-	-	-	0.045	0	0	0.04	"1,000"	0.07	300	26-Feb-19	9:36 AM	Tuesday
ASIA POLY HOLDINGS BHD	105	0.075	0.075	0.075	0.075	0	500	0.075	"12,500"	0.08	"5,195"	26-Feb-19	9:36 AM	Tuesday
ASIA POLY HOLDINGS BERHAD - ICPS A 2017/2022	0105PA	-	-	-	0.04	0	0	0.035	"27,673"	0.04	"1,500"	26-Feb-19	9:36 AM	Tuesday
ASIA POLY HOLDINGS BERHAD - WARRANTS A 2015/2020	0105WA	-	-	-	0.035	0	0	0.02	500	0.035	"8,259"	26-Feb-19	9:36 AM	Tuesday
ASIA POLY HOLDINGS BERHAD-WARRANTS B 2017/2022	0105WB	-	-	-	0.035	0	0	0.03	"11,000"	0.035	"2,005"	26-Feb-19	9:36 AM	Tuesday
ASTINO BHD	7162	0.705	0.705	0.705	0.705	0.71	188	0.705	12	0.71	346	26-Feb-19	9:36 AM	Tuesday
ASTRO MALAYSIA HOLDINGS BERHAD	6399	1.65	1.67	1.65	1.65	0.61	"1,336"	1.65	"1,145"	1.66	"1,070"	26-Feb-19	9:36 AM	Tuesday
ASTRO-C10: CW ASTRO MALAYSIA HOLDINGS BERHAD (RHB)	639910	-	-	-	0.15	0	0	0.145	"5,000"	0.15	"5,000"	26-Feb-19	9:36 AM	Tuesday
ASTRO-C11: CW ASTRO MALAYSIA HOLDINGS BERHAD (KIBB)	639911	-	-	-	0.13	0	0	0.125	"2,000"	0.13	"2,000"	26-Feb-19	9:36 AM	Tuesday
ASTRO-C12: CW ASTRO MALAYSIA HOLDINGS BERHAD (MACQ)	639912	-	-	-	0.115	0	0	0.11	"2,400"	0.115	"2,200"	26-Feb-19	9:36 AM	Tuesday
ASTRO-C13: CW ASTRO MALAYSIA HOLDINGS BERHAD (MIBB)	639913	-	-	-	0.105	0	0	0.1	"2,000"	0.105	"2,000"	26-Feb-19	9:36 AM	Tuesday
AT SYSTEMATIZATION BHD	72	0.055	0.055	0.055	0.055	10	250	0.05	"24,192"	0.055	"3,723"	26-Feb-19	9:36 AM	Tuesday
AT SYSTEMATIZATION BERHAD-WARRANTS B 16/19	0072WB	-	-	-	0.005	0	0	0	0	0.01	"31,470"	26-Feb-19	9:36 AM	Tuesday
ATA IMS BERHAD	8176	1.8	1.82	1.8	1.82	1.11	460	1.81	314	1.82	260	26-Feb-19	9:36 AM	Tuesday
ATLAN HOLDINGS BHD	7048	-	-	-	4.4	0	0	4.35	7	4.4	65	26-Feb-19	9:36 AM	Tuesday
ATRIUM REITS	5130	-	-	-	1.12	0	0	1.11	868	1.12	520	26-Feb-19	9:36 AM	Tuesday
ATTA GLOBAL GROUP BERHAD	7099	0.65	0.65	0.6	0.615	-15.75	"1,995"	0.615	148	0.625	100	26-Feb-19	9:36 AM	Tuesday
ATTA GLOBAL GROUP BERHAD - ICULS 12/22	7099LA	0.09	0.09	0.07	0.075	-37.5	"21,305"	0.07	"1,580"	0.075	"1,843"	26-Feb-19	9:36 AM	Tuesday
ATTA GLOBAL GROUP BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2017/2022	7099PA	0.14	0.14	0.115	0.115	-23.33	710	0.13	500	0.14	200	26-Feb-19	9:36 AM	Tuesday
ATTA GLOBAL GROUP BERHAD-WARRANTS 12/22	7099WB	0.1	0.1	0.09	0.09	-21.74	540	0.08	89	0.12	146	26-Feb-19	9:36 AM	Tuesday
ATTA GLOBAL GROUP BERHAD - WARRANTS  C  2014/2024	7099WC	-	-	-	0.095	0	0	0.08	481	0.175	28	26-Feb-19	9:36 AM	Tuesday
ATURMAJU RESOURCES BHD	7181	0.305	0.305	0.29	0.29	-3.33	"3,490"	0.29	542	0.295	491	26-Feb-19	9:36 AM	Tuesday
ATURMAJU RESOURCES BERHAD - IRREDEEMABLE CONVERTIBLE PREFERENCE SHARES 2019/2024	7181PA	0.06	0.06	0.055	0.055	0	"8,252"	0.055	"27,908"	0.06	"12,451"	26-Feb-19	9:36 AM	Tuesday
AVILLION BERHAD	8885	-	-	-	0.245	0	0	0.235	968	0.245	80	26-Feb-19	9:36 AM	Tuesday
AWC BERHAD	7579	0.755	0.755	0.75	0.75	-1.32	892	0.75	350	0.755	42	26-Feb-19	9:36 AM	Tuesday
AWC BERHAD - WARRANTS 2018/2023	7579WA	0.205	0.205	0.205	0.205	0	821	0.2	900	0.205	"1,508"	26-Feb-19	9:36 AM	Tuesday
AXIATA GROUP BERHAD	6888	4.17	4.17	4.08	4.08	-2.16	216	4.09	140	4.14	125	26-Feb-19	9:36 AM	Tuesday
AXIATA-C28: CW AXIATA GROUP BERHAD (CIMB)	688828	-	-	-	0.02	0	0	0.025	885	0.035	"1,000"	26-Feb-19	9:36 AM	Tuesday
AXIATA-C29: CW AXIATA GROUP BERHAD (KIBB)	688829	-	-	-	0.005	0	0	0	0	0.005	"1,000"	26-Feb-19	9:36 AM	Tuesday
AXIATA-C30: CW AXIATA GROUP BERHAD (MIBB)	688830	-	-	-	0.05	0	0	0.035	"1,500"	0.04	"1,500"	26-Feb-19	9:36 AM	Tuesday
AXIATA-C31: CW AXIATA GROUP BERHAD (AM)	688831	-	-	-	0.04	0	0	0.015	"2,000"	0.02	"2,000"	26-Feb-19	9:36 AM	Tuesday
AXIATA-C32: CW AXIATA GROUP BERHAD (RHB)	688832	-	-	-	0.135	0	0	0.115	"2,000"	0.125	"2,000"	26-Feb-19	9:36 AM	Tuesday
AXIATA-C33: CW AXIATA GROUP BERHAD (MACQ)	688833	0.185	0.185	0.175	0.175	-2.78	400	0.175	400	0.185	400	26-Feb-19	9:36 AM	Tuesday
AXIATA-C34: CW AXIATA GROUP BERHAD (CIMB)	688834	0.17	0.175	0.17	0.175	-2.78	600	0.175	80	0.18	540	26-Feb-19	9:36 AM	Tuesday
AXIATA-C35: CW AXIATA GROUP BERHAD (KIBB)	688835	-	-	-	0.16	0	0	0.145	500	0.16	500	26-Feb-19	9:36 AM	Tuesday
AXIATA-C36: CW AXIATA GROUP BERHAD (RHB)	688836	-	-	-	0.205	0	0	0.18	"2,000"	0.19	"2,000"	26-Feb-19	9:36 AM	Tuesday
AXIS REITS	5106	1.74	1.74	1.74	1.74	0	42	1.74	39	1.75	246	26-Feb-19	9:36 AM	Tuesday
AYER HOLDINGS BERHAD	2305	-	-	-	4.2	0	0	4.2	10	5.3	8	26-Feb-19	9:36 AM	Tuesday
AYS VENTURES BHD	5021	0.37	0.37	0.365	0.365	-2.67	435	0.365	80	0.37	461	26-Feb-19	9:36 AM	Tuesday
